tweet_id,post_type,text
284,reply,@seanhannity Fox News agrees!  Biden has healed America after Trump destroyed us! We had 25% inflation under Trump. We are down to 2.9%. #HarrisWaltz2024 https://t.co/tvkEdks1ue
285,reply,"@MTGrepp I coup is to put him out of the presidency. Last I checked he still president he’s just not running for reelection. Yes they made their thoughts very well known but ultimately Biden made his decision. No fake electors No violence no arrest no deaths, you know like J6"
286,reply,"@jenreneeX Are u kidding me? Biden has Trans men showing off their tits at the WH,  trans/gay parades with dicks swinging in the breeze, but a fine looking woman's natural ass is the hill u wanna battle over? Fucktards."
287,reply,@Living3Dream @CWBOCA This is one area where I'll defend Trump. Biden won Miami Dade by 7 in 2020. Harris leading there slightly wouldn't be a surprise. You can't expect a presidential race to be uncompetitive like an incumbent governor.
288,tweet,Watching the difference between Donald Trump and Kamala Harris...
289,reply,@ProudElephantUS Lies - the only language of the fascist democratic party
290,quote,"Thank you, President Biden !"
291,reply,"@krassenstein @MrIrrelevant459 I have seen 2
Obama and Biden"
292,reply,@AlvinIpswitch @Mary_J_Robbins @OgAmMenace @harris_wins What do you think should have happened after Biden dropped out?  A brokered convention?  Another primary?
293,tweet,"Reports: Biden Team Unhappy With How He Was Treated - and There's Talk of 'Revenge'
https://t.co/pXKl0yWQ9j"
294,reply,@KamalaHQLies Anyone who votes for Harris can never again lay claim to being a moderate or conservative….. you’re just another communist sympathizer like Hanoi Jane
295,tweet,"Joe Biden Committed Impeachment offenses, Defrauds US #biden #impeach #d... https://t.co/1DduiD1JlS via @YouTube"
296,reply,"@JJohnsonLaw only seniors?

Biden-Harris made sure that insulin cost was capped only for seniors on Medicare?  The disabled on Medicare got no relief on their insulin cost?"
297,reply,@VP Is this a fucking parody post? You and Biden have fuct us since day one!
298,reply,@guypbenson Kamala Harris will be Biden 2.0 and Obama 3.0
299,quote,".@nytimes Honestly… it was a black job before Biden. She doesn’t ”suggest it”, it’s fact. And the next Presidency is a #BlackJobs too. Awful title."
300,quote,"You were cheerleading Gaza genocide and shamed every peace loving European. Netanyahu & Biden are child killers & history will also judge you as a supporter of genocide with 21,000 slaughtered in just 9 months. How do you vultures & vampires sleep at night?"
401,reply,@CollinRugg @Johnny_Joey People won’t forget this.
402,reply,@2Jackie65747271 Have a wonderful birthday day JJ 🙏😄☀️☕️🇺🇸♥️
403,quote,Dementia in a damaged character looks like that…
404,reply,@KariLake I am so enjoying this fireside chat! https://t.co/L1wYdTZF5L
405,reply,"@KimberlyKenney4 @CPAC if you would like to be more on point you should have said it started with taxation way back when, that is when all the very rich lost a lot of their money through property taxes and lost their mansions, could not pay the help, lot of good jobs lost with that also. theft/greed"
406,reply,@catturd2 American citizens are not first under this administration and we’ve all known it for a long time
407,reply,@libbage55 @johncusack So glad 🙂
408,reply,@lsferguson @debbiros716 @GOP Democrats run the house and the senate and the governor. I think it’s the first time in 20 or 40 years and this is what you get.
409,reply,"@DvdndDiplomats I looked at it and decided to pass. Wish you had discussed their debt. Their level of debt is what has kept me out of them. Otherwise there is much to like.

Is it just me or were you missing the normal data sheets that you flash up during the video? I really like those."
410,quote,I can’t really boycott them since I never went there in the first place. I can assure everybody that I’ll never go there.
411,reply,"@SamJuneau @WallStreetApes @GOP @HouseGOP @SenateGOP @SpeakerJohnson I know! What are they doing? It would appear they're on a campaign to create maximum anxiety then wait for another ""disaster"" real or manufactured to convince us that we're not safe and the only ones who can
protect us from the situation they created are other democrats? They"
412,reply,@DonaldJTNewsX You should fit right in.
413,tweet,The UK is letting rapists out of jail to make room for Christians who pray silently.
414,reply,@USABorn55 We see you
415,reply,"@pak_madness @mehdirhasan At the very least, Biden’s pretending like he gives a shit about Palestinians and a peaceful solution. Maybe he actually does. Trump won’t even bother to pretend. Point being: if you think Biden’s bad for Palestine…Trump’ll be worse."
416,reply,@KantInEast How many Olympic medals have you got?
417,quote,"Safe and effective coming for the 2024 elections.

https://t.co/ijyMRgaG8s"
418,reply,@elonmusk Literally last month everyone was saying he was too old to run and now that Trump is losing to Kamala magats want Biden back. Oh the hypocrisy of @elonmusk and the magats
419,reply,@EdKrassen They’ve done such an amazing job wasting our tax dollars and brainwashing our children. Shut it down!!
420,reply,"@KamalaHQ @realDonaldTrump Nope, Trump is not. YOU ARE A LYING WHO'RE!  A FUCKING LIAR! You and Walz are filthy fucking traitors. You are a who're, Walz is a pimp! https://t.co/OUAQULyglJ"
421,reply,"@wolfclass @RBReich @BillAckman Wrong Leftart, looks like we’re headed for another depression because of Biden.  Trump had companies pay for their innovation. You leftarts will never learn.  Obama’s Solyndra is repeating. https://t.co/zQS4EmkaAS"
422,reply,@JMMalyon @MJMcKean That was my guess
423,reply,@JoyceWhiteVance What did he do exactly?  Did you watch the entire clip or cherry pick shit again trying to make something out of nothing? It’s same game plan time after time and is so predictable! It’s the only thing you can do cause you have zero policies to stand on that will help America be
424,reply,@DefiantBaptist He never should have been in the race.  2028 was his time
425,reply,"@Manhattva What % of voters who voted for Biden in 2020 were voting “for” Biden as opposed to voting against Trump? That same segment of the population now has a more viable anti-Trump candidate. 100% manufactured yes, by the R’s and Trump."
426,tweet,"8/10/2020

•Trump pulled from Briefing Room because of shooting outside of White House 

•Big 10 Football expected to cancel season

•More outdoor gatherings raise concerns as coronavirus surges past 5 million cases

•Biden narrows down VP pick; and more."
427,tweet,WHY MUSK AND TRUMP HAVE KAMALA AND THE LEFT IN A PANIC https://t.co/d59L84YxDQ
428,reply,"@atensnut Trump could NEVA! 🤣🤣🤣 Biden is a lawyer, Trump is a dumb entertainer being used by white Christian Nationalist. He's a thin skin old man who can't even handle women reporters without attacking them. 🤣🤣🤣 #HannibalLector #Project2025 
#VoteBlueAsifYourLivesDependonit"
429,reply,"@CaptainMorganTN @shaunmm2k @KeneAkers Incorrect, only half the address was there. There was another man same name, who was registered democrat. So unlikely as your guy was a republican.  Nice try though. We all know it was all fake anyway. Your guy was trying to rouse up his base. The rest of the world doesn’t care"
430,reply,@11202011t Lost on the White House grounds again.
431,quote,"Isn't he still the president though? 🤔  wtf is this gaslighting, why is Canadian media simping so hard for this."
432,reply,"@TheLastRefuge2 They are also trying to engineer a window for actions in December, including Biden pardons/commutations, a Trump trial, and so. It’s about the Overton Window for nullification all over again."
433,reply,@JasonMillerinDC When is his sentencing?
434,reply,"@EdKrassen When was the last time Kamala did a live press, conference or interview without notes, speaking off the cuff????
#Trump2024  🇺🇸🇺🇸🇺🇸"
435,tweet,"#Conservative #Liberal

Check out VeronicaBoscarino23🦁❤️'s video! #TikTok https://t.co/7B4c0QlkXI"
436,reply,@TAINA2121 @realDonaldTrump Biden said she is the boarder czar
437,quote,I never vote for any candidate who wants to spend more money than we bring in “a balanced budget” but they are nearly impossible to find
438,reply,"@ChiTownSam723 Omg 😭why you mirroring my life?
trying desperately to get old guy back on kibble bc of constant needing to go out in middle of 🌃 
😭2 days he hasn't eaten, 2 days ago I shared raw long bns (green beans) with him while we were outside & now 😂 he stalks me when picking 💚 beans https://t.co/3OS8x1PlFU"
439,reply,@Discernability I want one... I don't have access to grok yet
440,tweet,"Connecticut is too far gone. Whether @MattCoreyCT or @gerryforsenate wins today's ultra low turnout primary, Chris Murphy will win in November because Nutmeg State voters epically suck. #CTPolitics"
441,reply,@iProudChristian ALL THE TIME
442,tweet,"Biden has one bad debate after 2 back to back trips
to other countries on very serious business. He gets
persecuted.  Trump lies every time he speaks, he gets
positive coverage.  DO WE STILL HAVE A FREE
PRESS OR NOT............"
443,reply,"@KyoutarosDad ohhh
ok I see now

isn't that just male pattern baldness"
444,quote,"@krassenstein  you can’t be that stupid.   You know that the demo rat staged Trump trials was all to keep him from running for president.  He is innocent.   I was found guilty on crimes committed by brain dead Biden, crackhead hunter biden, Piglosi, Obummer and Killary Clinton."
445,reply,"@kenoshaborn1946 @DougJBalloon NY Times parody account of the NYT, which has a habit of turning bad things Trump/GOP has done into reasons why it’s bad for Biden/Harris (iow to blame them)."
446,reply,@mjfree Harrison Butker explained the MAGA position on this https://t.co/nCA1fgzRb0
447,quote,👀The UK has gone full KGB. 🕵️‍♂️
448,reply,@bruce_steiner No. Trump didn't rape anyone. Now Biden showered with his daughter. Ask Tara Reide how he sexually assaulted her. Back then..she didn't wait to lie for 35 years until he ran for President.
449,reply,"@Wakinyanmani @Tim_Walz Trump had HUGE advantage of inheriting a booming economy from Obama. Biden inherited a trashed economy from Trump due to his  mismanaging, downplaying, politicizing Covid for his political gain. Anti mask/vaxx  R's disproportionately killed off their own voters!! @Wakinyanmani"
450,reply,@thevivafrei @catturd2 Here’s the problem.  The maga cultists just like the deranged far left democrats do exist.  They are both amplified so everyone gets stuck fighting the most opposing views possible.
451,reply,"@elonmusk @alexandre Wow.  That is such a shame Elon.  You try to provide world citizens with freedom of speech, and this is how some governments treat you??? 

An utter disgrace is right."
452,tweet,So many Patriots have been persecuted. My dear friend Jamie Renda is one of them. I made this to support her DELICIOUS sauces and seasoning! Support Patriot owned businesses! https://t.co/udGqZ8Urtc
453,reply,@FQACC Engineering school puts locker room on wrong side of stadium =best entrance ever https://t.co/IYRLR1WfYp
454,reply,@historigins Winger https://t.co/9MT3VvULrB
455,tweet,"JUST IN: Governor Ron DeSantis is holding a press conference with Inter Miami CF later today at Chase Stadium in Ft. Lauderdale.

David Beckham, Jorge Mas, and Jose Mas will be there."
456,tweet,"Dear MAGA’s,

This election is in the bag for Harris.  #DiaperDon will cry and whine about how it was “stolen”, but let's call a spade for what it is.

He will tell you to be violent and commit crimes to “fight for (him)”.

Is this scumbag worth the legal expenses and jail?"
457,tweet,"Ashley Biden is introducing her Dad tonight. 

Watch for the MAGA meltdown of hatred.  

#DNCConvention2024"
458,reply,@himbopresident The biggest difference between the Democrats and the Republicans is that despite Biden being Israel’s #1 fan the grassroots pressure has pushed them to being a more pro-Palestine party while like 15 millionaires and media personalities have made the GOP pro-Russia.
459,reply,@frozenaesthetic Why are they like this 🥴 https://t.co/S3PdPtobnu
460,reply,"@ShabanaMahmood @guardian So why won't the courts see the case of the Southport Murderer until next year, if it can act so swiftly?

Why is there a huge backlog of rapist cases if it can act so swiftly?

Why are you broadcasting them, which is not how our courts operate?

All stinks of politicalisation."
461,reply,@ForgiatoBlow47 Thanks for posting my song bro !!!!
462,reply,"@realJoelFischer I'm guessing that in 2001, she wasn't residing anywhere near New York. She is also isn't an opportunist who will use anything and everything to their advantage for personal gain."
463,quote,"This man thinks he can control Elon Musk. He can’t. Some people are just too big for their britches. Thierry Breton is a THUG. 

If you don’t want to hear about what’s happening in America, don’t listen. America is a Free Country. Elon is a Free American Citizen. The EU"
464,quote,"Hey, Shanghai Slotkin — why don’t you tell Michiganders about your secret deal involving the CCP? Or why you support the EV Mandates that would kill the Michigan economy?"
465,quote,Either Biden is actively campaigning for Trump now or the @TheBabylonBee just hacked his account 😂.
466,reply,@JDVance Reminder that he set up a statewide covid snitch line for informing on neighbors and family
467,tweet,"🚨 #NEWS: The Case of an Illegal Alien Gang Member Who Assaulted a Border Patrol Agent  

Diego Ibarra was released into the United States in 2023 despite his apparent gang membership and assault of a Border Patrol agent.

After assaulting a Border Patrol agent, Diego's file https://t.co/WXcqy1EeTX"
468,quote,"Why are you following me, TDS patients not allowed here."
469,reply,"@tltown2019 @la_smartine You could have kept yours to yourself? But didn’t, so therefore you want conversation from multiple points of view. Accept criticism"
470,quote,Most America Jews vote Democrat and hate Bibi whose base is actually the GOP and white Christian evangelicals.
471,tweet,"""Nationalism is GOOD."" https://t.co/RaXDnMmOLb"
472,reply,@DefiantLs Her god is Moloch. She's sacrificing her unborn babies to him.
473,reply,@HeatherThomasAF Our job on November 5th is to stop Project 2025. https://t.co/t1i10BgTYI
474,quote,"The same thing happened in Christian Bethlehem which is located just over the hill from Jewish Tekoa where I live.  Bethlehem, the birthplace of King David and the home of his great grandmother Ruth, is now 90% Moslem."
475,reply,"@yashar @donie 1. She is not Biden
2. She’s been signaling she will pivot from Biden’s policies when no longer in his admin 
3. There’s ongoing negotiations she can’t interfere with
3. Trump wants to deport “Hamas protestors”
4. Trump will let Israel annex Gaza/WB and Kushner develop the coast"
476,tweet,Tim Walz was a No on TARP and on trade promotion authority for TPP 🚩 🚩 🚩
477,tweet,REPORT: The State Of Texas Continues To Build Donald Trump's Border Wall In Val Verde County At The Expense Of Texas Taxpayers & In Opposition To The Biden/Harris Regime Who Keep Trying To Stop Operation Lone Star. https://t.co/SVsnSB42Nc
478,tweet,Congratulations to Jenna Ellis for being cast as the Joker in the new Batman movie! https://t.co/AA9kR3Rq6Y
479,reply,@Rainmaker1973 Twerking 2028. https://t.co/l8DOZHsojW
480,tweet,"Biden raided homes of @HandsOffUhuru, they face 15 yrs in prison.

Biden raided the home of @RealScottRitter 

Biden gave J6ers insane sentences.

Biden is backing Israeli genocide in Gaza.

Biden has spent billions to prolong Ukraine war.

Trump is fascist? STFU."
481,quote,"@JSweetLI Hey hack - Why are you blocking people for calling you out over dishonestly editing this clip? 

https://t.co/MhKvp0Q2fp"
482,quote,"Happy Birthday, @USCG!"
483,tweet,"Now he (Biden) might not even have an IQ at all.

- Trump 

LOL"
484,tweet,"School vouchers, signed into law last year by Florida Governor Ron DeSantis, is attributed to the surge in Catholic school enrollment in Miami. 
https://t.co/hlWtyf17Ot"
485,tweet,"I think this👇🏻sums it up pretty well. America has been subjected to Donald Trump’s bullying, lying, name calling & threats to our democracy & freedoms for over 8 years. Enough is enough!

Vote for @KamalaHarris & @Tim_Walz. 

#KamalaBringsUsJoy #WeAreNotGoingBack @KamalaHQ https://t.co/7R0iuLKHPi"
486,tweet,"WALZ: Violent rioters who burn down buildings and ransack businesses are just ""rightfully angry at a system that does not serve them"" https://t.co/YjcHaLyToJ"
487,reply,@MikeNellis @Authentic_HQ Turn over your documents
488,reply,"@C__Herridge Our government has gone rogue. They are violating the Federal law knowingly to allow illegal aliens to cross the border undetected. 

At the same time the Federal Government by Executive Order has been charged with registering voters, including illegal aliens, in order to sway"
489,tweet,"trump just said the real threat is ""nuclear warming,"" right before accusing President Biden of saying stupid things. 🙄

WTF is nuclear warming?"
490,tweet,"292 page report from House GOP state biden & his family received $27 MILLION from foreign individuals & entities, and this is an ‘impeachable offense.’ 

What took so long? And what is going to be done about it? https://t.co/6pPr63DU4m"
491,reply,"@DaveAtherton20 @X @WayneGb88 An ominous, telling and in many ways frighting  sentence https://t.co/VgUeO9VI3q"
492,tweet,Destiny BLAST Conservative asking for a source @TheOmniLiberal https://t.co/XazXFIAnU3
493,reply,@DefiyantlyFree Remind you of Biden run? - they plan to cheat - so better not give Trump anything to hang her with. She has the oratory skills of a 5 year old.
494,tweet,The real winner of the Olympic medal count? Florida governor Ron DeSantis.
495,tweet,"BREAKING

Trump says Biden has a stupid face"
496,tweet,"Wow, said Biden had low IQ 30 years ago and now has no IQ.  

Trump is like an evil lounge singer at the end of the night.  His tip jar is pretty empty.  He has been drinking.  People have heckled him and the lights are coming up.  He's angry, drunk and crazed."
497,tweet,"🚨 TRUMP: “Biden is stupid, he’s so stupid, he has a big stupid head, with a big stupid face, HES SOOOO STUUUPPIIIDDDD.” 😂 😂 😂 this man is amazing."
498,quote,"Pelosi, Obama, members of Congress, prominent Never Trump Rs, many pundits (Ezra Klein, etc), the Pod Save bros, etc. wanted an “open process” after Biden dropped out because they didn’t have faith in her

She has *way* more game than anyone, including me, thought she would have"
499,tweet,"On July 22, 2024 … someone at Wikipedia deleted all 47 references to Jeffrey Epstein from Bill Clinton’s Wikipedia page.

Side note - This happened the day after Biden left the Presidential race.

Are they preparing for a Trump 2024 win?

 https://t.co/R5rIs6C47i"
500,reply,@politico @dieworkwear Every single time with this guy. Lol. https://t.co/o20mZSG9ma
