row_id,political_leaning,text,hashtags,post_type,like_count,date
139,republican,@MomAngtrades @PpollingNumbers That’s funny because I’m pretty sure Grindr was blowing up at the RNC,[],reply,5,2024-08-18
140,republican,@Vanessa_Sarges @WabKinew @fordnation Are you going to congratulate Saskatchewan for opening the same thing  in June? Does our conservative premiere get the same accolades from you,[],reply,0,2024-08-18
141,republican,"@TransAndMerican The Republican Party hasn’t even really been a proper political party ever since Romney lost.

The witch hunt against neo-cons and weird partial embrace of populist paleo-conservatism (MAGA) kinda rotted the party out into a husk",[],reply,2,2024-08-09
142,republican,@JulietRedbird @DefiyantlyFree Oh another sheep using the MAGA podcasters nonsense about 'socialist',[],reply,0,2024-08-18
143,republican,@realDonaldTrump @AndrewCMcCarthy Time to win. Not lose! Donald Trump from Australia. 🇦🇺🇦🇺🇦🇺🇦🇺,[],reply,0,2024-08-18
144,republican,@CraigChamberlin @EdKrassen Guess MAGA has nothing to worry about then 🤗,[],reply,1,2024-08-18
145,republican,"@NekoleUnknown @NEEMOAHTOAD You don't give shit how much he charges for autographs.
You don't like him because he campaigns - very effectively - against your MAGA cult.",[],reply,5,2024-08-18
146,republican,"@uncmetsgal @DefiantBaptist I’m only voting cause JD will help move the Overton Window in the 2028 GOP Primary but don’t tell Steve that otherwise they will think politics isn’t for you as he said this week. 

The idea is to sell your audience of why you should vote for him, not berate them. 

I feel ya.",[],reply,1,2024-08-09
147,republican,@GOP Sure... https://t.co/V5pgnqrev0,[],reply,0,2024-08-18
148,republican,"@BogartCigarette God, you're ignorant. 
Are you human? American? Why are you complaining about Title 9, when the topic is the 19th amendment? Why are you here? MAGA, bots, and trolls always get everything wrong. 
If this is your job, you're terrible at it. You shouldn't get paid at all. 🤣🤣🤣",[],reply,0,2024-08-18
149,republican,@fred_guttenberg He will disappear into obscurity when maga is destroyed,[],reply,0,2024-08-18
150,republican,Comeback? I thought he was winning by a huge margin in all polls. 75% of the country is his base — MAGA.,[],quote,0,2024-08-09
151,republican,@RevSarahLocke Joy is a concept so foreign to so much of the MAGA/right wing base (unsure where your mom falls) that to many of them it’s off-putting and uncomfortable. Can’t be happy if you’re convinced everyone is your enemy and out to get you,[],reply,16,2024-08-18
152,republican,"MAGA is a cult? Well, aight then! Same thing is said about Christianity, and y'all know what, it's the best dayum cult ever! Come join us for some good beer and a hell-raisin-yee-haw-ole-fashioned-G-to-the-o-o-to-the-d-t-to-the-i-and-m-to-the-e GOOD TIME! MAGA TRUMP 2024 🤘😎🤘🇺🇲",[],tweet,0,2024-08-09
153,republican,"Creepy &amp; weird 
#Trump #MAGA @GOP","""[{'indices': [20, 26], 'text': 'Trump'}, {'indices': [27, 32], 'text': 'MAGA'}]""",quote,0,2024-08-18
154,republican,Donald Trump WEIRD #TrumpRally https://t.co/1Y5REtaDZ5 via @zazzle,"""[{'indices': [19, 30], 'text': 'TrumpRally'}]""",tweet,0,2024-08-18
155,republican,"@its_The_Dr Is that a little pee in his pants?

#Trump2024","""[{'indices': [48, 58], 'text': 'Trump2024'}]""",reply,0,2024-08-18
156,republican,"@ThePatriotOasis @ArkTrumpers
REBUILDING !!! I HOPE TO GET #MAGA FOLLOWERS SO I CAN REACH MORE PATRIOTS !!!!  I HAVE LESS THAN 5000.  PLEASE HELP A #MAGA GUY OUT !!!","""[{'indices': [59, 64], 'text': 'MAGA'}, {'indices': [148, 153], 'text': 'MAGA'}]""",reply,0,2024-08-09
157,republican,"@AlphaGems_x1000 Gotta be $ELON $WIF hat.

@Elonwifhat69 put the #MAGA hat on after #ElonMusk first endorsed #Trump, and now @elonmusk changed his profile pic to blue laser eyes and a red filter.

Perfect narrative for the emerging meta.

CA: DpDuHScSNi6LQZ9hjrwS2fjfgfeoAH1jRgcXt38rDrEw https://t.co/r5MnlnoS4K","""[{'indices': [65, 70], 'text': 'MAGA'}, {'indices': [84, 93], 'text': 'ElonMusk'}, {'indices': [109, 115], 'text': 'Trump'}]""",reply,0,2024-08-18
158,republican,@midnightriderV2 CAN. lib/ndp platform pirated from conservative concepts. Phony as fuck.,[],reply,0,2024-08-18
159,republican,"@Timcast MAGA no longer trusts you brother. Do you do this to generate clicks for revenue or are you an indecisive, weak flip-flopping man?  Either way you cannot be trusted.",[],reply,0,2024-08-09
160,republican,"@SeanMODomhnaill @DavQuinn It is 1000 times better than before. Conservative voices were abolutely mutedshu. It isn't perfect..but much better 
That is my viewpoint. That's why I finally joined 
And it is impolite to call someone delusional for an opinion. Says a lot about you....fair and balanced?",[],reply,2,2024-08-18
161,republican,"Art8784 commented on Yahoo: ""Politics has always been nasty, but Trump brought it down to the gutter it is in today when he entered the GOP no..."" https://t.co/7SjbQLKi4N",[],tweet,1,2024-08-18
162,republican,"@OurShallowState I think it's interesting that his personal styling has changed. First it was the weight loss. The whole GOP seemed to be on Ozempic. He's deluded about how good he looks. But then his hair changed, more sloppy and yesterday pale faced. Maybe he can't handle doing it anymore.",[],reply,0,2024-08-09
163,republican,"@JDVance when are you going to come out of the closet JD? It's OK. No one el judge, well no one except MAGA and your running mate",[],quote,0,2024-08-09
164,republican,"@photochris5511 @JohnAvlon I do genuinely believe that he cares about this country. That he’s exactly what he says he is a centrist looking to reign this insane MAGA virus that is ripping us apart &amp; debilitating the govt &amp; the nation. 

And he’s not Nick lalota 😂🤣🤣😂",[],reply,1,2024-08-09
165,republican,"@DanladiGodia @simon_ekpa @HQNigerianArmy Did he spoil Ilorin? Imo na part of your region? Why can't all you afonjas face your terrorized region and leave us alone? Don't worry, you gop soon start to cry blood when tunder go fire you and your ashawo mama.",[],reply,1,2024-08-18
166,republican,"I can’t claim to like everything that Donald Trump says or does, but I know for the 4 years he was our president I was able to keep more of my money, I could fill my car tank up for $30.00, I had more money in my 401 K.",[],reply,2,2024-08-09
167,republican,MAGA election deniers are going all-out to rig Georgia for Trump https://t.co/WYH7xd8Ena via @MotherJones,[],tweet,0,2024-08-09
168,republican,"Yet another case of gop hypocrisy; rules for thee but not for me.
“Mark Robinson, Who Often Calls Abortion Murder: ‘We Had an Abortion’” https://t.co/YPtPLAIcpQ",[],tweet,0,2024-08-18
169,republican,"@DumpDrumpf20 @propublica @GOP I've never understood why we reward high-performing schools with more money and penalize low-performing schools with less. Shouldn't we be helping those low-performing schools to get better? But it's all part of the Repub's War on Education, which they've been waging since 1980.",[],reply,13,2024-08-18
170,republican,"@SeanFraserMP Vote Conservative, Axe that tax baby",[],reply,10,2024-08-09
171,republican,"@PTLRadioShow MAGA often don't know how things work.

Inflation happens when money in the private sector increases. Trump's historically high deficit spending gave us high inflation. It's also a lagging indicator.

MAGAtards don't understand basic economics like Accounting Identity",[],reply,11,2024-08-09
172,republican,@kylenabecker The shooter was a die-hard MAGA. What else do you need to know?,[],reply,0,2024-08-09
173,republican,"@FixerSWRC @esjesjesj The America First mandate until they disbanded was to stop America from joining WWII, and if they did, that America should ally with Hitler to exterminate the “global plague of Jews”. Joe McCarthy of the Republican Party carried their torch in the 50’s, and MAGA does today.",[],reply,24,2024-08-18
174,republican,"Butler Township local authorities have shared ONE story, one sequence of events, when talking about the assassination attempt on Donald Trump on July 13. Bodycam footage has confirmed their story. 

The Secret Service has told MULTIPLE variations of the STORY. It keeps changing.",[],tweet,4,2024-08-09
175,republican,"@PerGraviDolore @M_IsForMachine I think people should be reasonable and not be cruel especially since it's a very minor issue, but conservative men have become strangely obsessed with transv women lately.",[],reply,0,2024-08-09
176,republican,"@RudyHavenstein @jonathanchait @GOP @LeaderMcConnell Thank you for the accusation.

Me, defending a Black guy is the antipathy of racism. But I digress.

You sound inadequate to debate facts &amp; instead hurl insults.",[],reply,1,2024-08-09
177,republican,No to MAGA Maniacs and insurrectionists,[],quote,0,2024-08-09
178,republican,@maddenifico I don’t even think that Trump could run 10 yards like that.,[],reply,0,2024-08-18
179,republican,"@AesPolitics1 MAGA: discouraging price gouging is communism.

Also MAGA: Tariffs are good because master said so.",[],reply,4,2024-08-18
180,republican,@Scaramucci Mike Johnson weakened the GOP,[],reply,0,2024-08-18
181,republican,@LePapillonBlu2 Again inbreeding from Maga.,[],reply,0,2024-08-09
182,republican,@RobertGundran Was his breaking point Jan 6? I'm always curious about more recent GOP never Trump converts.,[],reply,1,2024-08-09
183,republican,"Walz told Fox News: 'The Republican Party stuck with Donald Trump. He's yours. You've got him.'
Amen to that https://t.co/NjK57VzL3W",[],tweet,5,2024-08-09
184,republican,"@LastAdvance @BenjanimIrwin @jeremyscahill Again, lying about 10/7 like you’re Alex Jones isn’t going to help the Palestinians at all.

But I don’t think you actually want to help the Palestinians. I think you’re just using them to justify your own putrid, MAGA-like hatred of Jews.",[],reply,0,2024-08-18
185,republican,"@harris_wins Called him Donald Trump then remembered the memo and said president.  Lol.  And no, DT can't win on his self serving policies either.  He's shown us that.",[],reply,0,2024-08-18
186,republican,@JoeyMannarinoUS The creep was at the RNC,[],reply,0,2024-08-18
187,republican,@BigQYoda1 @MarioNawfal @elonmusk So you now want to be programmed by fcuking X and Donald Trump ? Look we all love Elon but you can’t fcuking see his agenda is so biased and self motivated?,[],reply,0,2024-08-09
188,republican,"@RonFilipkowski ‘Like he’s Caesar’: How Donald Trump maximizes his post-presidency protection

A large motorcade is part of his bully pulpit (see excellent article)  the large motorcades INTENTIONALLY feed his supporters’ collective beliefs that he is still president ...

https://t.co/tm30jeggFD",[],reply,1,2024-08-18
189,republican,"@MrBrown358035 @SabrinaBarlow15 @statnews TY for finally answer my question lol 
Glad to see your displeasure with him. He's definitely not my dad's republican! Dad was a state delegate for Nixon &amp; Regan. Raised very conservative!! They have allowed the far right &amp; libertarians take over. I too hope this will wash out.",[],reply,1,2024-08-09
190,republican,New Footage Shows Cops Desperately Trying to Stop Trump Shooter While Secret Service Sat Directly Below Him via @WestJournalism https://t.co/6Dgjc7M08b,[],tweet,2,2024-08-09
191,republican,@ajtourville The RNC had free child “marriages” and gop politicians in women’s bathrooms inspecting genatalia and asking about LMPs.,[],reply,0,2024-08-18
192,republican,"That is a LIE!!  The Majority of Billionaires (Bezos, Zuckerberg, Soros, Gates, Buffett, Oprah, Bloomberg, etc.) are Registered Democrats!  A FACT!!  WHY would Donald Trump give Tax Breaks to them???  That makes NO ""Common Sense"", which Dems lack!",[],quote,0,2024-08-18
193,republican,@POTUS Trump2024,[],reply,0,2024-08-18
194,republican,@Gene_SD @IngrahamAngle As opposed to RNC “they keep picking on me” Convention,[],reply,8,2024-08-18
195,republican,@NYMag But “Tampon Tim” isn’t beneath MAGA?,[],reply,20,2024-08-09
196,republican,Trump Accuser On Stormy Daniels: ''I Have More Respect For Her Than Our President''. Three Trump accusers shared their reactions to the porn star''s allegations that she had an affair with President Donald Trump.,[],tweet,0,2024-08-18
197,republican,@DennisPCrawford I remember when Republicans made fun of Purple Heart recipients &amp; John Kerry at the RNC. I remember when Trump disparaged John McCain's service &amp; being a POW. It takes a special kind of disgusting to do that.,[],reply,0,2024-08-09
198,republican,"@DuffnerGeo87935 @safetythirdguy @ChrisDJackson Who is ‘we’? Who ever they are, they are definitely lost in the Maga cult of confusion and lies brought to them by their orange rapist convict leader. https://t.co/hCW1AcPC6N",[],reply,0,2024-08-18
199,republican,"@Maga_Ga1 @DC_Draino Not sure, I'm hearing they may use a body double for that rally. Be on the lookout for a guy that's suspiciously six inches taller.",[],reply,1,2024-08-09
200,republican,@CalltoActivism Donald Trump is gross looking.,[],reply,1,2024-08-18
201,democrat,"I’m sorry but the long months of 
 Democrats marching zombielike behind Joe Biden, only to be rescued by a spectacular  and humiliating public meltdown, does not suggest ruthless efficiency https://t.co/tEO7Y20zA3",[],tweet,290,2024-08-18
202,democrat,@DelusionPosting Biden normalized this.,[],reply,314,2024-08-09
203,democrat,Trump overplayed his hand with Biden and got Kamala. He’s gonna overplay his hand with Kamala (by going scorched earth) and is gonna get prison.,[],tweet,3119,2024-08-18
204,democrat,"A majority of voters believe most news reporters are biased and expect the media to keep helping Kamala Harris against Donald Trump in their coverage of the presidential campaign.

More At Rasmussen Reports:
https://t.co/ZoOch386T1 https://t.co/KQxn3kp5KD",[],tweet,359,2024-08-18
205,democrat,"11 items at the grocery store. 
$90 bucks 

Kamala and Biden did this. 

Make Groceries Affordable Again!

#Trump2024SaveAmerica https://t.co/LEvWT4Oq4i","""[{'indices': [107, 128], 'text': 'Trump2024SaveAmerica'}]""",tweet,142,2024-08-18
206,democrat,President Biden and Jill Biden are in Delaware,[],quote,524,2024-08-09
207,democrat,"Texas continues to step up to keep Texans safe from Biden &amp; Harris' border crisis.

I launched Texas’ 10 Most Wanted Criminal Illegal Immigrants List to get dangerous criminals off our streets &amp; put them behind bars.

To submit an anonymous tip, visit: https://t.co/WwcVU78KLs https://t.co/nGivgz6WSl",[],tweet,1643,2024-08-18
208,democrat,@BettyBowers @KamalaHQ Really?  Now do Joe Biden.  Donald Trump worked while you were asleep.,[],reply,137,2024-08-09
209,democrat,BREAKING: New polling shows Kamala Harris has a net 23 point advantage against Donald Trump when it comes to favorability ratings. Kamala Harris is far more likeable than Donald Trump ever will be.,[],tweet,12014,2024-08-18
210,democrat,@EdKrassen Why did Joe Biden say he grew up in a black church?,[],reply,114,2024-08-09
211,democrat,"@ChiTownSam723 It was creepy when they did this with Biden, but seeing a woman portrayed like this is vey disturbing",[],reply,240,2024-08-18
212,democrat,"This is how the Biden/Harris regime treats patriots that question their illegitimate authority....moldy prison walls and being held unconstitutionally without bail for over 1,000 days now.

Meanwhile, rapists, terrorists, illegals, and criminals roam freely across our border.... https://t.co/Gei22IHmV9",[],tweet,570,2024-08-18
213,democrat,"REPORT: Nancy Pelosi has now admitted on tape to being part of a silent coup to oust Joe Biden.

She declared, ""WE,"" referring to herself and other key figures, ""had to make a decision"" because another Biden term ""ain't happening.""

Pelosi then dropped a bone-chilling statement: https://t.co/NJdAirgsLd",[],tweet,104,2024-08-09
214,democrat,"We’ve once again shut down the Biden-Harris administration’s unlawful student loan scheme.

This is a $475 billion taxpayer-funded bailout for those with the highest earning potential.

It’s financially irresponsible, fundamentally unfair &amp; still blocked from taking effect.",[],tweet,431,2024-08-09
215,democrat,"Privileged media hacks like Don Lemon told YOU Joe Biden was fit and YOUR eyes were lying. 

They told YOU Kamala Harris was never the Border Czar. 

Now they have the gall to tell YOU to ignore YOUR bank account, YOUR grocery bill, and the price at the pump. https://t.co/qBQByAGYGn",[],tweet,595,2024-08-18
216,democrat,Florida notches legal win in bid to overturn Biden gun control rule on handgun owners https://t.co/Ey7ABolhWy,[],tweet,163,2024-08-09
217,democrat,"Donald Trump only wants to debate Kamala Harris because he’s scared of debating RFK Jr.  

Pass it along.",[],tweet,457,2024-08-09
218,democrat,"Here are some of the latest highlights from the line-up at the 2024 DNC in Chicago:

* Monday: President Joe Biden, First Lady Dr. Jill Biden, Former Sec. of State Hillary Clinton
* Tuesday: Former Pres. Barack Obama, Second Gentleman Doug Emhoff, Illinois Governor JB Pritzker
*",[],tweet,8377,2024-08-18
219,democrat,After Joe Biden took his 10% cut.,[],reply,2620,2024-08-18
220,democrat,"Medical emergency at the White House 
Where's Biden? https://t.co/YFdAOhtyKg",[],tweet,134,2024-08-09
221,democrat,"CBS News Misleads Public on Migrant Numbers Related to the Biden-Kamala Border Crisis 

READ: https://t.co/E2PFKuTUee https://t.co/ImxrdvaovI",[],tweet,254,2024-08-18
222,democrat,"@DougWahl1 My thoughts are as follows: President Biden had a bad debate. After the debate, several people started pressuring Biden to step down. After some soul searching, President Biden decided it would be best for the country to step down. I'm not sure why this is being called a coup.",[],reply,316,2024-08-18
223,democrat,"Libtards insisting Kamala is not a communist are the same people who insisted Biden wasn't demented, Hunter's laptop was fake and Trump's pee tape was real. 
These people are more retarded than Kamala and more demented than Biden, and in a functioning society would be living in",[],tweet,308,2024-08-18
224,democrat,"JD Vance: ""If you want to get back to peace and prosperity, Donald Trump delivered it once and he can do it again. If you want to double down on the failed policy that have delivered higher food and higher housing prices, well Kamala Harris has been VP for 3 1/2 years and I https://t.co/upNRu55YeK",[],tweet,670,2024-08-18
225,democrat,"Here’s what I know: If Kamala Harris loses, she’ll accept the will of the people, she’ll publicly concede &amp; congratulate Trump, and she’ll participate in the peaceful transfer of power. If Donald Trump loses, he’ll do NONE of that. NONE of that. Bcuz he’s an un-American coward.",[],quote,4789,2024-08-18
226,democrat,"No matter what Democrats do to hide their cheating, in the end the truth will come out. The digital and mail in ballots are a matter of public record and now we will have the proof of what was done in Pennsylvania in the middle of the night in 2020.
https://t.co/IzjBzydiKZ",[],tweet,336,2024-08-09
227,democrat,The Harris campaign has released an ad that tries to portray the Democrat nominee as tough on illegal immigration — even though the crisis has escalated to record heights during her time as Biden's border czar. https://t.co/FPRFoZRggs https://t.co/G0ejyIOpk8,[],tweet,356,2024-08-09
228,democrat,"@POTUS Note that Kamala, Democrats, or media don't call out academia for ""price-gouging"".

The Obama-Biden administration &amp; a Democrat congress nationalized the Student Loan Industry in 2009.

How'd that work out for students? Taxpayers?

Can you think of a more failed policy? https://t.co/HkzUcKVNTF",[],reply,175,2024-08-18
229,democrat,"Maybe this wasn't a good comparison for JD Vance to use since Donald Trump just used Jeffrey Epstein's jet...but JD Vance says this about Kamala Harris.

""Giving Kamala Harris control over inflation policy, it's like giving Jeffrey Epstein control over human trafficking policy."" https://t.co/OFK0isS8Cr",[],tweet,101,2024-08-18
230,democrat,@spectatorindex Joe Biden is in perfect health so there’s no way they’re there for him,[],reply,100,2024-08-09
231,democrat,‘She Has A Good Teacher’: Leo Terrell Says Kamala Harris Learned To ‘Plagiarize’ From Joe Biden | DC Enquirer https://t.co/vxr9YdITWg,[],tweet,578,2024-08-18
232,democrat,"Here is the press that refused to hold Biden accountable calling him a ""hero"" after he wrecked the country.

You don't despise these journalists enough. https://t.co/slsXPrgsqO",[],tweet,468,2024-08-18
233,democrat,President Biden is currently in Delaware.,[],reply,747,2024-08-09
234,democrat,"Here's what GOP district attorny's are saying about @KamalaHarris' work to keep people safe &gt;&gt;

""When they started to take a look at some of what she was doing...they started to realize that she had an agenda that was pro-public safety.""
https://t.co/xpELTKIGCG",[],tweet,178,2024-08-18
235,democrat,"MAGA last week- “Kamala Harris Copied Trump’s Economic Plan!”

MAGA today- “Kamala Harris is a communist!”

MAGA is a Scam.",[],tweet,550,2024-08-18
236,democrat,"Hold me to my predictions. If I'm wrong, call me out.
1- Biden won't finish his term.
2- Kamala will become interim president.
3- Kamala won't be the final Democrat nominee.
4- There is an internal battle to get Michelle Obama. But she will resist it.
5- Newsom will be the",[],tweet,315,2024-08-18
237,democrat,"President Biden's move to partially suspend asylum processing at the southern border has led to a dramatic drop in the number of migrants released into the U.S. interior or screened for humanitarian protection, official government statistics show. https://t.co/jxuEMbF5EI",[],tweet,219,2024-08-18
238,democrat,"@peace_dawg Apples to oranges.

Harris vs. Trump is apples to apples. But she didn't serve, either. Nor did Biden. Nor did Obama.

You want apples to apples? compare Vance and Walz.

Guess which one of them has a DD 214 proving he did Iraq?",[],reply,281,2024-08-09
239,democrat,"When Democrats installed this man in the oval, they lied to all of us. He didn’t write the post below. He has no idea what’s being said on his behalf. He has never leveled with us. He has almost finished Obama’s 3rd term. He’s no longer useful so he’s being pushed out. If Kamala",[],quote,138,2024-08-09
240,democrat,"Biden/Harris loves to shout, “No one is above the Law!”
So let’s see how they handle this illegal transfer of public money to people who knew their college debt when they agreed to borrow it. (Noticeable is the Dems NEVER OFFER A PENNY TO THOSE PEOPLE WHO WENT TO TRADE SCHOOLS!)",[],quote,2278,2024-08-09
241,democrat,"More specifically, they’re angry that their HOA fees, property taxes, and especially their home and car insurances rates have soared under Harris/Biden.",[],quote,146,2024-08-18
242,democrat,"Hakeem Jeffries: ""President Biden will go down in American history as one of the most consequential presidents of all time."" https://t.co/GIwqEnnCJU",[],tweet,307,2024-08-18
243,democrat,"The Biden-Harris admin is desperately hoping you won’t see this video… 

680,500 illegal aliens have been processed through the CBP One phone app and entered the United States since January 2023. 

WATCH ⤵️",[],quote,307,2024-08-09
244,democrat,"Just like Biden before her, Kamala failed her way upwards into the Presidency. The Democrat Party is a fast track upwards for our most mediocre citizens",[],tweet,209,2024-08-18
245,democrat,"🚨🇺🇸 UPDATE: EMERGENCY VEHICLES AT WHITE HOUSE UNLIKELY FOR BIDEN

The President is reportedly in Delaware.

Source: @sentdefender https://t.co/rq9YzPcOjb",[],quote,162,2024-08-09
246,democrat,Harris is underperforming Biden 2020 by 5-6% in these states and Trump historically out performs polling. That means Kamala is LOSING.,[],quote,172,2024-08-18
247,democrat,"JUST IN: JD Vance says, ""Giving Kamala Harris control over inflation policy is like Jeffrey Epstein control over human trafficking policy,"" says, """"When Donald Trump was president, we had stable prices, we had prosperity, we had higher take home pay for Americans workers, and we https://t.co/w2MXnlncUk",[],tweet,3323,2024-08-18
248,democrat,".@jrpsaki: “Every time he opens his mouth at these rallies and press conferences, he sounds kinda boring, and he looks small. Now, Kamala Harris and Tim Walz have stolen the show… They’re shrinking Trump down to the aging, confused, boring, rambling Donald Trump he really is.” https://t.co/IFKCFFfELM",[],tweet,22344,2024-08-18
249,democrat,"Fantastic news for taxpayers, who would have about half a trillion dollars of student loan debt dumped on them under this Biden-Harris plan.",[],quote,125,2024-08-09
250,democrat,"Trump’s approval rating is nearly ten points lower than polling around election day when he lost to Joe Biden in 2020.

https://t.co/3NOULAIwEe",[],tweet,130,2024-08-18
251,democrat,"Emergency vehicles are at the White House. 

This has nothing to do with President Biden despite some people on the right speculating. 

The President departed for Joint Base Andrews en route to Wilmington, Delaware at 5:30pm et.

 https://t.co/PekCXOA2HX",[],tweet,566,2024-08-09
252,democrat,".@TheDemocrats chair @harrisonjaime gives Democrats Abroad a shoutout on @TheWeekendMSNBC @MSNBC 🔥💙

#Expats can vote! 6M+ US citizens abroad are eligible, and we won the 2020 race for Biden-Harris in AZ &amp; GA. Send every #expat you know to VoteFromAbroad.org--it's quick &amp; easy! https://t.co/0v2nnUmN0U","""[{'indices': [101, 108], 'text': 'Expats'}, {'indices': [225, 231], 'text': 'expat'}]""",tweet,173,2024-08-18
253,democrat,"Breaking | Hamas issued a statement confirming its commitment to the terms agreed upon on July 2, which were based on President Biden's announcement and the UN Security Council's resolution.

⭕️Hamas also blamed Prime Minister Netanyahu for obstructing mediator efforts and https://t.co/kClvH8hNme",[],tweet,155,2024-08-18
254,democrat,@MattWallace888 @MarioNawfal Matt you realize that they would take Biden underground to Walter Reed or do something else.  They don't call 911 and a jankey Ambulance shows up.  Fake news.,[],reply,322,2024-08-09
255,democrat,"Harris loves America while Donny wants to see it destroyed. 
It’s not difficult to see the difference. 
Trump gave the country away when he was in office.  He sold it to the highest bid.  
Biden got the US back on track and respected again. 
#DemsUnited #ProudBlue","""[{'indices': [242, 253], 'text': 'DemsUnited'}, {'indices': [254, 264], 'text': 'ProudBlue'}]""",quote,134,2024-08-18
256,democrat,"Bob Woodward set to drop ‘several bombshells’ on Biden and Kamala Harris in new book
https://t.co/5cfENB7Xex",[],tweet,255,2024-08-18
257,democrat,"Emergency crews near the White House were investigating a suspicious item which has already been deemed safe, according to the Secret Service. Not related to Biden (who isn't at the White House tonight)",[],tweet,185,2024-08-09
258,democrat,@CPAC This is what her presidency would look like. I guess the Democrats want this. They will until they vote her in and then have to stand in line for food and cigs. Too late then. https://t.co/fv0i8QJ6FI,[],reply,1469,2024-08-18
259,democrat,"Biden admin. signs off on $3.5 billion in aid to Israel.

Follow: @AFpost https://t.co/PrFXVccFWX",[],tweet,724,2024-08-09
260,democrat,"Don Lemon: the economy is better under Biden, that is what the facts show. 

Voter: Bullsh*t https://t.co/e9SyWPhrmf",[],tweet,2258,2024-08-18
261,democrat,Joe Biden Humiliated at Kamala Rally As Dozens of Supporters Leave When He Gets Up to Speak https://t.co/7oKAIoEeA3,[],tweet,0,2024-08-18
262,democrat,FACT SHEET: President Biden Announces up to $6.1 Billion Preliminary Agreement with Micron under the CHIPS and Science Act | The White House  https://t.co/LaBofn6pd9,[],tweet,2,2024-08-18
263,democrat,@DerekHowell13 @ArmandDoma Joe Biden was about to sign the most conservative immigration bill in 50 yrs. Guess who tanked it?,[],reply,0,2024-08-09
264,democrat,"Kamala Harris is the architect behind the lawfare used on Donald Trump.

More to follow….",[],tweet,1,2024-08-18
265,democrat,@PeriklesGREAT @elonmusk Better than Obama the real fake president with Biden I. The office,[],reply,1,2024-08-09
266,democrat,"@StevenBeschloss Yeah crazy, almost like it was a political hit from the media against Biden backed by powerful Dems 🤷‍♀️",[],reply,1,2024-08-18
267,democrat,"@Ilegvm @janninereid1 Show us one family that lost their ability to bear arms because of Biden or Harris. 
Make sure they are not felons.",[],reply,0,2024-08-18
268,democrat,"Exclusive — Donald Trump: Kamala Harris ‘Hates Israel,’ ‘Doesn’t Like Jewish People Even Though She’s Married to One’ https://t.co/VixhU98zuq via @BreitbartNews",[],tweet,3,2024-08-09
269,democrat,@bluebirdpoopies @DougWahl1 Donors were driving the train with Pelosi &amp; top Ds assist. Donors didn't want Biden's tax the wealthy plan.,[],reply,3,2024-08-18
270,democrat,'Powerful Democrats' pushed President Biden out in 'coup': NYT columnist/jerrya:many dems politicians wanted someone more moderate than Harris but party elite that runs things wanted Harris/Walz due to far far left. Lord help us https://t.co/3xc7i1REYs,[],tweet,0,2024-08-18
271,democrat,"@Logically_JC kammie said, oh wait , she hasn't said anything because she's in the biden basement and doesn't do press conferences",[],reply,0,2024-08-09
272,democrat,"@CathyQu092007 @JoshuaPHilll Notice, that's when Biden started to claim that Gas Prices were rising because gas stations were ""Price Gouging?"" 
Kamala Harris is now doing exactly the same, claiming she is going to fight ""against the markets price gouging"" to bring prices down!",[],reply,0,2024-08-09
273,democrat,@joebldenpress Democrats and Republicans sent that money.  Biden robbed the US military of money and equipment to send to an unwinnable Ukrainian war despite our atrocious budget and debt.,[],reply,0,2024-08-18
274,democrat,@JimPurphy @4profitbetting @BobHason123 @WackyStarfish @alecrobertson13 @sneedfeeding @Octavian0859 @rdcore23 @cpulisic_burner @cyna133 @ZackHaynie1 @DrGood42069 @BradleyMartyn Biden introduced legislation in 2021,[],reply,0,2024-08-18
275,democrat,@nicksortor Democrats!!!,[],reply,0,2024-08-09
276,democrat,"The bigger the pro-Palestine protests at Democrat Convention, the more certain Kamala Harris wins.

It shall remind Americans Donald Trump wants genocide in  Gaza, annexation of West Bank and war with Iran.",[],quote,0,2024-08-18
277,democrat,"@jim_enloe @TylerKnowsBest1 @mikemein @__w3b__ @dochorttx @KorbanKonsult @jimiuorio @chuck5251 If you look at your own numbers, Agent Orange only had 1 year with a deficit greater than a trillion, that was Covid. Biden has always had greater than a trillion dollar deficit.",[],reply,1,2024-08-18
278,democrat,"@DanteAtkins Didn’t believe the polls when Biden was behind, don’t believe them now. Just make sure to VOTE!",[],reply,3,2024-08-18
279,democrat,"@KamalaHarris Government is too big and stealing hard earned money through this system called taxes.

And to buy votes with my hard earned $$$ is crossing a red line.

Pack your bags… your corrupt political career is nearing its final countdown.",[],reply,0,2024-08-18
280,democrat,@iAnonPatriot They’re projecting on to us what they did with Biden.,[],reply,0,2024-08-18
281,democrat,"@EricAbbenante Biden/Harris administration promises the moon by breaking laws to get it. People, they can’t do this legally &amp; most of their promises they CANNOT do. For example, look at the student loan issue which has been denied by the Supreme Court because it’s against our laws. Communist",[],reply,0,2024-08-18
282,democrat,"@harparr1 She &amp; Biden did &amp; doing everything they can to claw back the prosperity the COMMON PEOPLE had under Trump, you P.o.S!  We know what gas should cost, We know what food prices used to be. The B$ &amp; Corp$ are DEMOCRATS.",[],reply,0,2024-08-18
283,democrat,"@CLady62 I respect your POV.

But ---Pelosi could've kept her opinions and private convos regarding President Biden not running for a 2nd term just that... PRIVATE! Hakeem Jeffries did a wonderful job protecting Joe, even if he felt the same way.",[],reply,1,2024-08-09
