Annotation_Id,row_id,post_type,text,V1,V2,V3,V4,V5,V6,V7,V8,total_score,reason,date,annotation_session,
208,208,tweet,Donald Trump and his elections staff rapidly adjusting to Kamala Harris' candidacy... https://t.co/mgyuLyA6gn,1,1,1,1,1,1,1,1,,"Unbiased language, just reporting",19/02/2026,1,
209,209,reply,"@harris_wins An American citizen must have duties, responsibilities, and benefits. 
As for me, who is half a world away from Washington DC, I have to do the opposite: rights, responsibilities, and then the duties of an American citizen. 
Current US President Joe Biden",1,1,1,1,1,2,1,1,9,Unclear what they mean ,19/02/2026,1,
210,210,tweet,at Kamala Harris rally in Las Vegas she said she would not tax tips.  Nice job copying donald trump.  @KamalaHarris,2,1,1,1,1,1,1,1,9,mocking kamala for copying trump campaign policy,19/02/2026,1,
211,211,reply,@acnewsitics Kamala gaffs more than Joe Biden even though she’s younger like you like them lol,,,,,,,,,,,19/02/2026,1,
212,212,quote,Phuk this Biden-Harris liberal ass agenda!!!!!,2,1,1,1,2,1,1,1,10,Critising biden-harris,19/02/2026,1,
213,213,reply,"@SitaRose27 @acnewsitics You bet we approve!  You approved of Biden and the man was a zombie. Still is now you put up the evil twins.  You better hope they lose, if not communism will be at your door!  They are elites do it won’t bother them, you better hope you are an elite too.",2,1,1,1,2,1,1,1,10,,19/02/2026,1,
214,214,reply,@CBSNews They don't need him. This is just for politics to say Biden administration negotiated a peace plan. They have already negotiated without him and he's going to steal the credit for Kamala Harris election.,2,1,1,1,2,2,1,2,,Facts based on wht?,19/02/2026,1,
215,215,reply,@KurtSchlichter 3 national polls in last 3days show Trump in lead. Fox poll with Harris +1 has her underperforming Clinton and Biden. Michigan and PA poll also have Trump up. Walz was the worst pick ever,2,1,1,1,1,1,1,1,9,Reporting on polls and some mocking language,19/02/2026,1,
216,216,reply,"@farzyness I haven’t seen this in any of their documentation. I recall Biden floating the idea awhile back, but I am not seeing it now. It’s a terrible idea, probably unconstitutional, and likely won’t come back to life.",1,1,1,1,1,1,1,1,8,"Contect is unclear, therefore can’t really say what is a terrible idea / unconstitutional but seems more opinio than emotional hatred",19/02/2026,1,
217,217,reply,"@1Swinging_Voter Note how it's all coming out about Biden's medical episode, but no one is asking how he's still in the job?",2,1,1,1,1,2,1,2,,Questioning why media isnt covering Biden health issues,19/02/2026,1,
218,218,reply,@NHAunleashed Not this time… we are barely making it through Biden,1,1,1,1,1,1,1,1,8,"Context unclear, doesn’t like Biden admin but no clear hatred or animosity  ",19/02/2026,1,
219,219,reply,"@hodgetwins A few weeks ago, Trump lead Biden.  Now Trump and Harris are tied in Aggregate polling.",1,1,1,1,1,1,1,1,8,"No emotionaly language, quite neutral reporting on the polls",19/02/2026,1,
220,220,quote,"In a BERNIE SANDERS poll, who is just as leftist and radical as Kamala Harris, Kommie-la can only manage to tie Donald Trump!

She is a terrible nominee, and she will lose!",3,1,1,1,1,1,1,1,10,Criritc on kamala campaign,19/02/2026,1,
221,221,tweet,"The Biden Administration is forcing U.S. military veterans to immediately pay back tens of thousands of dollars in disability and separation payments, in an attempt to recoup those losses, leaving thousands bankrupt.

Most of these affected veterans were given single, lump-sum",3,1,1,1,1,1,1,3,,"Criticing Biden on his veteran policies which, very v8",19/02/2026,1,
222,222,reply,"@TinaZimmermann4 Vance is playing Vance
Kamala is playing Kamala
Biden is playing Biden

If not
we have impersonating political elites
including that of POTUS
& that would be treason

But…no arrests
because there is no real proof of claims
so until something changes
all is at it appears",1,1,1,1,1,3,1,2,11,Doesn’t trust any of the political candidates and leaders,19/02/2026,1,
223,223,tweet,"This is the Biden/Harris result. Hiw can anyone with brain matter support 4 more years of this, and immigration debacle? Your VOTE IS DESTROYING OUR COUNTRY!!! Help us!!! https://t.co/AqKIc0r4AN",2,1,1,1,1,1,1,2,10,"not happy with Biden admin, and slightly insulting people who would vote for them again, but nothing too aggresive",19/02/2026,1,
224,224,reply,"@Roberts_Rules 😂😂😂The folks Trump calls “animals” tooting his horn They got those COVID checks, avoided eviction and getting school loans reduced/ removed but yeah the guy who left a $3 trillion debt that Biden/Harris worked to clear up … and then COVID! It’s the ignorance that sink us all",2,1,1,1,1,1,1,2,,Comment/questioning on trump supporter logic in their reasons for voting ,19/02/2026,1,
225,225,reply,@AnderTierrez @EndWokeness @AP Biden is on video literally admitting to withholding $$$ until the Ukrainian prosecutor ceased his investigation into Hunter's Burisma dealings. https://t.co/efGdQEBqrS,2,1,1,1,1,1,1,3,11,Skepticism about the Hunter Biden that favor the worldview of the rep party,19/02/2026,1,
226,226,reply,"@Bubblebathgirl Wow, now she’s trying to silence the Palestinian protesters eeekkkk . You would think that her and Biden has pissed them off enough",2,1,1,1,1,1,1,1,9,"conetxt unclear, but some animosity present ",19/02/2026,1,
227,227,reply,@Bubblebathgirl But nothing was said when Biden was orange,2,1,1,1,1,1,1,1,,Pointing out double standards of Bidens fake tan compared to trump,19/02/2026,1,
228,228,reply,"@ChrisDJackson Translation:  Biden is doing absolutely NOTHING as President of the US while his VP plays bingo with rappers and Hollywooders at cringe rallies ...
So Who Is Running The SHOW?",2,1,1,1,1,2,1,2,11,Commenting on Kamala’s star studded campaign and Biden efficacy in house - not happy,19/02/2026,1,
229,229,tweet,"Food for thought-If Joe Biden Saved the Economy, Why Do We Need Kamala Harris' Price Controls?",1,1,1,1,1,1,1,1,8,"Asking a question about Kamala’s policy, not emotional language more intrigue, can be perceived as rhetorical",19/02/2026,1,
230,230,tweet,This is due to the BIDEN KAMALA ADMINISTRATION  https://t.co/o3cExHrU5m,2,1,1,1,1,1,1,1,,"context unclear, but clearly angry at Biden admin",19/02/2026,1,
231,231,reply,@cbouzy Let it go FFS - we love Biden. It wasn’t personal. We needed a younger candidate. We have one and the country is exploding with enthusiasm and readiness for positive change.,1,1,1,1,1,1,1,1,8,"Commenting on relief of Kamala as candidate for dem, nothing to do with partisans animosity",19/02/2026,1,
232,232,tweet,"Japan was the key to the market slide  , Buffett saw the Jap slide coming , he had to sell , the FED amy have trouble moving the world market , push China down , Japan UP, Buffett not a day trader, Biden pump up--cash is king",1,1,1,1,1,1,1,1,8,"Japanese economic market, no partisan animosity really detected",19/02/2026,1,
233,233,reply,"@mattyglesias It's the people on the bottom who are doing the best in the Biden-Harris economy - no accident.

These are *real* wage increases, i.e. adjusted for inflation.

You know who ISN'T doing better? The very wealthy - there's a reason your news is filled with negative stories. https://t.co/FRe39yITGf",2,1,1,1,1,1,1,2,,Speculating that the wealthy are worse off after Biden admin thus why there is more coverage….,19/02/2026,1,
234,234,reply,@TomiLahren Biden and Harris are a complete train wreck🗑️🤡,3,1,1,1,1,1,1,1,10,Comment about stating dislike for Biden/Harris admin,19/02/2026,1,
235,235,reply,"@N76247476Man I've been saying it, I don't give a damn about the Dems, I care about what the GOP is doing. Almost 4 yrs later and a few months before an Election, they all agree to Impeach Biden now that he's finally silent. They want Nazi Harris in for a reason.",3,1,1,1,3,2,1,2,14,Emotioanl language used about disliking dems and the party,19/02/2026,1,
236,236,reply,@DustyAssKracka I have been asking the same question myself for the last 2 years when Biden said “Elect me and I’ll make sure the border is secured!”. MFer you are already in the White House. Fix it now!,2,1,1,1,1,1,1,1,,Unhappy with Biden policy ,19/02/2026,1,
237,237,reply,"@ryancharleston @Jason @GOP @KamalaHarris I see your opinions were sufficiently downloaded from the MSM.
Good job!",2,1,1,1,2,1,1,1,10,Doesntl like kamals ideas,19/02/2026,1,
238,238,reply,@KamalaHarris Why are you not doing it now!!!  You are in charge with the imbecile Biden.  We need to know you have the ability to do anything before the election.  You are just a f$$king liar.,2,1,1,1,1,1,1,1,9,Questioning why kamala is not infliciting the change she say she  will - uhappy but not really partisan related,19/02/2026,1,
239,239,reply,@fshakir Why doesn’t Biden do those things then? 🤓,2,1,1,1,1,1,1,1,,Questioning why biden is not carrying out the promises kamala says shell bring,19/02/2026,1,
240,240,reply,"@realDonaldTrump Do you realize Donald Trump got just as many votes in this years Democratic Primary as Kamala Harris did.
Strange, isn't it.",2,1,1,1,1,2,1,2,11,,19/02/2026,1,
241,241,reply,"@agamemnus_dev @KinglyMz @HAHAHAHAHHAMAD @OnMy3rdLife @KevinMcInerJR @airdropfien @0x7d54 @coinmamba The point is that Trump messed up, I don't know why you're so adamant on defending his actions towards COVID. Conversely, I'm sure you'd be quick to point out Biden or Kamala's screwups every time you get the chance.",2,1,1,1,2,1,1,1,10,Retaliating to trump supporter claims about Biden,19/02/2026,1,
242,242,reply,@its_The_Dr Because she supported Biden as most loyal people do and I don’t mean those in a cult,2,1,1,1,2,1,1,1,,,19/02/2026,1,
243,243,reply,"@wildstarryskies @ELuchesi1 @What46HasDone Harris/Walz is a good ending for this, but in the end you're losing 4 years more of Biden and that's bad because he IS the bridge between Then and Now. You won't have this opportunity much.

At least, however, you know who the backstabbers are and you can deal with them.",1,1,1,1,2,1,1,1,9,"conetxt and framingnot clear, but a missed opportunity ",19/02/2026,1,
244,244,tweet,"Biden's late-night swan song: Day 1 takeaways from the DNC
Salute president Biden, you gave your best and served the United States of America 🇺🇸. Well done 🫡",1,1,1,1,1,1,1,1,8,"Postive comment about biden presidency, not realy partisan related",19/02/2026,1,
245,245,reply,@DefiantLs You related to Joe Biden?,2,1,1,1,1,1,1,1,9,Probably a dig at a biden supporter,19/02/2026,1,
246,246,quote,"@tedlieu Happiness and Joy ….

Meet Kamala’s daughter, she fundraises for Hamas.",3,1,1,1,1,2,1,3,,Using ‘fact’ about Kamalas daughter as a negative against kamala,19/02/2026,1,
247,247,reply,"@MikeCarlton01 Really? A celebration of the warmongers Biden, Obama and Clinton.",3,1,1,1,1,1,1,1,10,Calling previosult dem presidents/candidates warmongers,19/02/2026,1,
248,248,quote,"Going from Biden-Harris to Harris-Walz in a matter of two weeks could be the seismic shift needed to win a Democratic trifecta in November. Tester might actually be able to hold on in Montana and, along with Gallego in Arizona, put us at 50 Senate seats (plus VP to break ties) 🙏",1,1,1,1,1,1,1,1,8,"comment on the Harris/walz shift, nothing aboiut other party",19/02/2026,1,
249,249,quote,"The betting markets are usually spot on at any point in time. When Trump was a heavy favorite vs. Biden, I pointed it out. Now, the tables have turned. 

I personally think a wager on Harris, up to -110, is a good bet. Even money would be better!",1,1,1,1,1,1,1,1,,Discussion on betting on the election ,19/02/2026,1,
250,250,reply,@In2ThinAir Not a word from anyone. Ladies and gentlemen welcome to Biden America and if they steal it again we are done. 🥺,2,1,1,1,1,2,1,1,10,"Worried abuout Biden admin winning -> “we’re done”, so some distrust in other party",19/02/2026,1,
251,251,reply,@TonyMontana5309 @bearsfanxx @gotrice2024 @harryjsisson Biden is pro-choice.  1973 was a long damn time ago.,2,1,1,1,1,1,1,1,9,,19/02/2026,1,
252,252,reply,"@DJParticle @Papapishu If Biden was working on a ceasefire, working against a ceasefire or had forgotten to work on a ceasefire, how would you know the difference; from your perch outside the White House?",2,1,1,1,1,1,1,1,,retaliation against user making some sort of claims about other party,19/02/2026,1,
253,253,reply,@ewlamy @vdogg11 @walls_tumbling @DanteAtkins She literally said it in her own words that she was shocked and surprised what Biden did and how quickly Harris get a coalition going. https://t.co/wCFqb8qvHD,1,1,1,1,1,1,1,1,8,No emotional or AAPA language,19/02/2026,1,
254,254,reply,"@TheLeoTerrell Who is the REAL president now? It ain't Creepy Joe Biden, that's for sure.",2,1,1,1,1,1,1,1,9,"Dislike for biden, calling him creepy",19/02/2026,1,
255,255,tweet,"I,M ALL FOR JUSTICE ON SOME OF THE LEADERS  OF MEN..WHO FLAUNT THEIR AUTHORITY,BUT I ALSO BELIEVE  IN MERCY,FOR THE WORST OUT HERE.WHERES  JOE BIDEN BEEN ,SINCE?? I THINK HES A BROKEN  MAN ,,AFTER 50 YRS IN OFFICES.BETRAYED BY HIS SPECIOUSLY NICE FRIENDS,AN YET HE STAYS IN ,SAD",1,1,1,1,1,2,1,1,,Maybe showing compassion to Joe bidens old age ?,19/02/2026,1,
256,256,tweet,"Russian Federation 🇷🇺. 
Operations in Kursk region. 
Wounded Nazi Ukrainian soldiers were captured by the Russian Armed Forces in Kursk Region.
The wounded& dead Nazi Ukrainian troops are victims of traitors Joe Biden, Kamala Harris, Fake western media news & Nato propaganda. https://t.co/EJFmhpGE5P",3,1,1,1,1,3,1,2,13,"Distrust of media and Biden admin in Ukraine, no stated sources",19/02/2026,1,
257,257,reply,"@LeadingReport Because they are a few billion in debt. Meanwhile, USA is $35 TRILLION  in debt and biden/harris keep sending the corrupt tyrant more of our money",2,1,1,1,2,2,1,2,12,"Not sure which ‘tyrant’ they are referring to, but angry at Biden/Harris handling of situation ",19/02/2026,1,
258,258,reply,@RonDeSantis Basically as ethical as Joe Biden,2,1,1,1,1,1,1,1,,"Dragging Biden, context unclear",19/02/2026,1,
259,259,tweet,Jill Biden honors husband Joe Biden at Democratic convention https://t.co/VvDhX1xZGC via @YouTube,1,1,1,1,1,1,1,1,8,Headline link to YouTube video about Jill Biden no AAPA,19/02/2026,1,
260,260,reply,@Sassafrass_84 Her and Biden could fix inflation right now but they chose to lock their promise behind a vote wall. She’s literally like EA. 😂,2,1,1,1,2,1,1,2,11,"Claiming that biden/Harris can fix inflation, no sources stated. Emotional language and all blaim on dems.",19/02/2026,1,
261,261,reply,@POTUS Why your name say “President Biden” didn’t you quit? 🤦🏾‍♂️🤣,2,1,1,1,1,1,1,1,,Joe biden hate,19/02/2026,1,
262,262,reply,"@davidarlington1 @sherryande @PercyTaggerts @robbystarbuck At Joe Biden 10/20 ,"" I have this strange notion, we're a Democracy....if you can't get the votes....you can't [legislate] by executive order unless your a dictator. We're a democracy. We need consensus."" He wrote more Exec Ord's than any  president history, 44 his 1st week.",2,1,1,1,1,1,1,2,10,Questing Joe Biden’s commitment to democracy,19/02/2026,1,
263,263,reply,"@chelsey0726 @NancyMace Biden showered with his daughter ! She feared him! Molester!!
Yet you said nothing. You are a fraud",3,1,1,1,1,1,1,3,12,Joe biden sexual misconduct allegations used ,19/02/2026,1,
264,264,tweet,Biden lied !,2,1,1,1,1,2,1,1,,accusing biden of lying - context unkown ,19/02/2026,1,
265,265,quote,"""All of this Biden/Harris stuff is physically, psychologically and emotionally manufactured pretense from the minds of people who are genuinely odd characters.""",2,1,1,1,1,2,1,1,10,question charcter so biden/Harris admin ,19/02/2026,1,
266,266,reply,@jakejakeny It's Joe Biden what is wrong with you?,2,1,1,1,1,1,1,1,9,Doesn’t trust any of the political candidates and leaders,19/02/2026,1,
267,267,quote,The award meant something aside from Obama and Biden's presidential terms.  I'm not mad at this.,1,1,1,1,1,1,1,1,,not sure whta ‘award’ is being mentioned. Neutral commentry.,19/02/2026,1,
268,268,reply,@DemocracyHere Each of the @HouseDemocrats who asked @Pres Biden to step aside after 50 free and fair elections should go too. Overturning elections is wrong not matter which party does it. #NeverKamala #DNCConvention My ballot did not say Biden or Harris for president. https://t.co/mvuvdSRzaO,2,1,1,1,1,1,1,1,9,,19/02/2026,1,
269,269,quote,"Border CZAR is changing her statement now..Now she's for closing the border, fracking, and Ukraine. Wack job lying ..She is changing all of her views. The media is trying to remove all her past views when she was with Biden!",2,1,1,1,1,2,1,2,11,questioning kamala policy changes,19/02/2026,1,
270,270,reply,@dom_lucre @PressSec needs to change her makeup. She blinks her eyes rapidly when she lies and it is painfully more obvious when she does.   And of course - did ANY reporter follow up with the “crackdown” of Biden/Harris against service workers? #2024Election @realDonaldTrump @KamalaHarris,1,1,1,1,1,1,1,2,,Questioning pressec truthfulness,19/02/2026,1,
271,271,reply,"@KyleSloter @derekjayl The man that can’t even beat Joe Biden in an election, no wonder they were furious 😂",2,1,1,1,1,1,1,1,9,"Probably about Trump not being able to beat biden, some AAPA undertones",19/02/2026,1,
272,272,reply,@cold_casey @RATM818 @BGrueskin Brb I’m gonna go watch Joe Biden’s college football highlights,1,1,1,1,1,1,1,1,8,No AAPA language used,19/02/2026,1,
273,273,quote,"Wait...you mean biden the child toucher?
They both pedos, folks",1,1,1,1,1,1,1,1,,claiming both presidents have sexual miscondunt allegations - truthfulness of statement is not confirmed,19/02/2026,1,
274,274,tweet,"Biden's criminal activity needs to be out there in the headlines. He has committed treason by selling access to his position. Ever wonder why he is so adamant about sending billions and billions to Zelensky? 
Check out the Congressional report:
https://t.co/ODx7xZiJo7",2,1,1,1,1,1,1,2,10,questioning Bidens actions towards Ukraine ,19/02/2026,1,
275,275,reply,"@hodgetwins @KanekoaTheGreat Agreed. CA, CO, HI, NV, OR, UT, VT, WA, DC send mail-in ballots to ALL voters and those states also allow ballot harvesting with minimal restrictions. Shockingly, they all voted for Biden in 2020.",3,1,1,1,1,3,1,1,12,"Questioning legitimac of mail in ballots, shedding light that states who accept them to be dem. AAPA language undertones ",19/02/2026,1,
276,276,reply,@joelpollak So silly to pretend Biden is not demented,3,1,1,1,1,1,1,1,10,"Questioning physical condition of Biden , no sources stated more of an erratic statement ",19/02/2026,1,
277,277,reply,"@ThePatriot420 @MarindaVannoy1 @POTUS When drug costs drop precipitously, it doesn't cost people/insurers more. It costs them LESS. Biden intends to continue to work to see those costs plummet and so does Harris. And if you ever end up with cancer and have huge bills, you will understand the need for this.",2,1,1,1,1,1,1,1,,"Backlash at trump supporters due to his ant healthcare policy, not mocking tone ",19/02/2026,1,
278,278,reply,"@NotGavin51 @MichaelCrush73 @PpollingNumbers Based on what data? He's never ignored FL..he's been to my hometown, Ocala..FL is HIS home..2020 he beat Biden 51.2%-47.9%. New poll shows Trump 50-Harris 47 today. 4 points then -3 now..don't get too excited yet..Spin..",2,1,1,1,1,1,1,1,9,Responding to untrue claimes with facts but clealy annoyed,19/02/2026,1,
279,279,tweet,"President Joe Biden's decision to campaign for Vice President Kamala Harris in Pennsylvania underscores the importance of this battleground state in the 2024 election.

#BidenHarris2024 #PennsylvaniaCampaign #Election2024

https://t.co/FGNi2viPsF",1,1,1,1,1,1,1,1,8,Article about Biden supporting Kamala in election race. No emotional or AAPA language ,19/02/2026,1,
280,280,quote,"Democrats demand body guards, weapons,walls, and police for themselves but not for you",3,1,1,1,1,2,1,1,,Commenting on democratic politicians double standards ,19/02/2026,1,
281,281,reply,"@DesireeAmerica4 This needs video needs to go viral on all platforms. The corrupt social media, and news media are putting a lot of false information.. they’re not allowing the truth . There’s still being bias for Biden, and Kamala not let accurate news to come out..",1,1,1,1,1,3,1,1,10,Lack of trust in social media platforms and disinformation,19/02/2026,1,
282,282,reply,"@DefiyantlyFree Kamala Harris is paying people to post good things about her in social media.

Kamala is a phony.

Hundreds of thousands of people post for Trump because they believe in Trump.

Trump is authentic.",3,1,1,1,1,2,1,3,13,"Conspiracy that Kamala pays people to post about her - and trump doesnt, no sources , just a random claim to support rep candidate",19/02/2026,1,
283,283,reply,"@NEWSMAX @CaraCastronuova According to biden- these folks ""Ain't Black"" LMFAO_ We can spot a disingenuous dingbat from a mile away- and that dingbat is kamallah.",3,1,1,1,2,1,1,1,,Name calling language of dem candidate and speculative language,19/02/2026,1,
284,284,reply,@seanhannity Fox News agrees!  Biden has healed America after Trump destroyed us! We had 25% inflation under Trump. We are down to 2.9%. #HarrisWaltz2024 https://t.co/tvkEdks1ue,2,1,1,1,2,1,1,3,12,Article is not quite what the tweet suggests,19/02/2026,1,
285,285,reply,"@MTGrepp I coup is to put him out of the presidency. Last I checked he still president he’s just not running for reelection. Yes they made their thoughts very well known but ultimately Biden made his decision. No fake electors No violence no arrest no deaths, you know like J6",1,1,1,1,1,1,1,1,8,,19/02/2026,1,
286,286,reply,"@jenreneeX Are u kidding me? Biden has Trans men showing off their tits at the WH,  trans/gay parades with dicks swinging in the breeze, but a fine looking woman's natural ass is the hill u wanna battle over? Fucktards.",3,1,1,1,1,1,1,1,,,19/02/2026,1,
287,287,reply,@Living3Dream @CWBOCA This is one area where I'll defend Trump. Biden won Miami Dade by 7 in 2020. Harris leading there slightly wouldn't be a surprise. You can't expect a presidential race to be uncompetitive like an incumbent governor.,1,1,1,1,1,1,1,1,8,Poltical critic but not quite AAPA,19/02/2026,1,
288,288,tweet,Watching the difference between Donald Trump and Kamala Harris...,2,1,1,1,1,1,1,1,9,"Context unclear, political leaning unclear but has AAPA undetone language",19/02/2026,1,
289,289,reply,@ProudElephantUS Lies - the only language of the fascist democratic party,3,1,1,1,1,1,1,1,,"Callin dem party facists, strong emotional lang",19/02/2026,1,
290,290,quote,"Thank you, President Biden !",1,1,1,1,1,1,1,1,8,Neutral comment,19/02/2026,1,
291,291,reply,"@krassenstein @MrIrrelevant459 I have seen 2
Obama and Biden",1,1,1,1,1,1,1,1,8,"context unclear, no AAPA language",19/02/2026,1,
292,292,reply,@AlvinIpswitch @Mary_J_Robbins @OgAmMenace @harris_wins What do you think should have happened after Biden dropped out?  A brokered convention?  Another primary?,1,1,1,1,1,1,1,1,8,Opening conversation as to what how new dem primary candidate should have been picked,19/02/2026,1,
293,293,tweet,"Reports: Biden Team Unhappy With How He Was Treated - and There's Talk of 'Revenge'
https://t.co/pXKl0yWQ9j",2,1,1,1,1,1,1,2,10,Article Headline with emotional targeted language ,19/02/2026,1,
294,294,reply,@KamalaHQLies Anyone who votes for Harris can never again lay claim to being a moderate or conservative….. you’re just another communist sympathizer like Hanoi Jane,3,1,1,1,1,2,1,1,,Claiming all Kamala supporter are communists - distrust in fellow citizens,19/02/2026,1,
295,295,tweet,"Joe Biden Committed Impeachment offenses, Defrauds US #biden #impeach #d... https://t.co/1DduiD1JlS via @YouTube",2,1,1,1,1,1,1,3,11,Article headline about Joe biden polcies using emotional speculative language,19/02/2026,1,
296,296,reply,"@JJohnsonLaw only seniors?

Biden-Harris made sure that insulin cost was capped only for seniors on Medicare?  The disabled on Medicare got no relief on their insulin cost?",1,1,1,1,1,1,1,1,8,Comment on biden harris policy but no AAPA emotioanl language used,19/02/2026,1,
297,297,reply,@VP Is this a fucking parody post? You and Biden have fuct us since day one!,3,1,1,1,1,1,1,1,,Anti dem language towards dem candidate,19/02/2026,1,
298,298,reply,@guypbenson Kamala Harris will be Biden 2.0 and Obama 3.0,1,1,1,1,1,1,1,1,8,"Comment in support of Kamala, no anti partisan language used",19/02/2026,1,
299,299,quote,".@nytimes Honestly… it was a black job before Biden. She doesn’t ”suggest it”, it’s fact. And the next Presidency is a #BlackJobs too. Awful title.",2,1,1,1,1,1,1,1,9,"Comment disagreeing with Kamala campaign, exxagerated language",19/02/2026,1,
300,300,quote,"You were cheerleading Gaza genocide and shamed every peace loving European. Netanyahu & Biden are child killers & history will also judge you as a supporter of genocide with 21,000 slaughtered in just 9 months. How do you vultures & vampires sleep at night?",1,1,1,1,1,3,2,2,,"emotional and exxaggerated language used , comment is more on US poltical leaders on the whole",,1,
401,401,reply,@CollinRugg @Johnny_Joey People won’t forget this.,1,1,1,1,1,1,1,1,8,neutral,20/02/2026,1,
402,402,reply,@2Jackie65747271 Have a wonderful birthday day JJ 🙏😄☀️☕️🇺🇸♥️,1,1,1,1,1,1,1,1,8,neutral,20/02/2026,1,
403,403,quote,Dementia in a damaged character looks like that…,3,1,1,1,1,1,1,2,11,Speculaing biden dementia,20/02/2026,1,
404,404,reply,@KariLake I am so enjoying this fireside chat! https://t.co/L1wYdTZF5L,1,1,1,1,1,1,1,1,8,neutral,20/02/2026,1,
405,405,reply,"@KimberlyKenney4 @CPAC if you would like to be more on point you should have said it started with taxation way back when, that is when all the very rich lost a lot of their money through property taxes and lost their mansions, could not pay the help, lot of good jobs lost with that also. theft/greed",,,,,,,,,0,,20/02/2026,1,
406,406,reply,@catturd2 American citizens are not first under this administration and we’ve all known it for a long time,,,,,,,,,0,,20/02/2026,1,
407,407,reply,@libbage55 @johncusack So glad 🙂,1,1,1,1,1,1,1,1,8,neutral,20/02/2026,1,
408,408,reply,@lsferguson @debbiros716 @GOP Democrats run the house and the senate and the governor. I think it’s the first time in 20 or 40 years and this is what you get.,2,1,1,1,2,1,1,1,10,"contect unclear as to what ‘this is what you get’ means, but clearly unhappy with state of affaits for GOP",20/02/2026,1,
409,409,reply,"@DvdndDiplomats I looked at it and decided to pass. Wish you had discussed their debt. Their level of debt is what has kept me out of them. Otherwise there is much to like.

Is it just me or were you missing the normal data sheets that you flash up during the video? I really like those.",1,1,1,1,1,1,1,1,8,neutral,20/02/2026,1,
410,410,quote,I can’t really boycott them since I never went there in the first place. I can assure everybody that I’ll never go there.,1,1,1,1,1,1,1,1,8,Contect is unclear about who they are boycotting,20/02/2026,1,
411,411,reply,"@SamJuneau @WallStreetApes @GOP @HouseGOP @SenateGOP @SpeakerJohnson I know! What are they doing? It would appear they're on a campaign to create maximum anxiety then wait for another ""disaster"" real or manufactured to convince us that we're not safe and the only ones who can
protect us from the situation they created are other democrats? They",2,1,1,1,3,1,1,1,11,Agreeining about not buying into dem policy claims ,20/02/2026,1,
412,412,reply,@DonaldJTNewsX You should fit right in.,2,1,1,1,1,1,1,1,9,Seems like snarky remark towards someone of opposite party bu again context unclear,20/02/2026,1,
413,413,tweet,The UK is letting rapists out of jail to make room for Christians who pray silently.,1,1,1,1,1,1,1,1,8,not in context of US,20/02/2026,1,
414,414,reply,@USABorn55 We see you,1,1,1,1,1,1,1,1,8,"no context, language is neutral",20/02/2026,1,
415,415,reply,"@pak_madness @mehdirhasan At the very least, Biden’s pretending like he gives a shit about Palestinians and a peaceful solution. Maybe he actually does. Trump won’t even bother to pretend. Point being: if you think Biden’s bad for Palestine…Trump’ll be worse.",3,1,1,1,2,2,1,2,13,Praising Biden stance on palestine compared to trump ,20/02/2026,1,
416,416,reply,@KantInEast How many Olympic medals have you got?,1,1,1,1,1,1,1,1,8,"Whether this relates to election is unclear, mocking language but other than that neutral to this context",20/02/2026,1,
417,417,quote,"Safe and effective coming for the 2024 elections.

https://t.co/ijyMRgaG8s",1,1,1,1,1,1,1,3,10,"Video about global viromen project, skepticism about this project from rep politician, but actual tweet is quite neutral but sharing content of perhaps a biased eval of a politicised fact to help rep candidates",20/02/2026,1,
418,418,reply,@elonmusk Literally last month everyone was saying he was too old to run and now that Trump is losing to Kamala magats want Biden back. Oh the hypocrisy of @elonmusk and the magats,3,1,1,1,2,1,2,1,12,Calling maga supporters ‘MAGAts’,20/02/2026,1,
419,419,reply,@EdKrassen They’ve done such an amazing job wasting our tax dollars and brainwashing our children. Shut it down!!,3,1,1,1,1,3,1,1,12,"Likey about Biden admin, quite critical commentry ",20/02/2026,1,
420,420,reply,"@KamalaHQ @realDonaldTrump Nope, Trump is not. YOU ARE A LYING WHO'RE!  A FUCKING LIAR! You and Walz are filthy fucking traitors. You are a who're, Walz is a pimp! https://t.co/OUAQULyglJ",3,1,1,1,3,1,1,1,12,Extreme name calling of dem candidates,20/02/2026,1,
421,421,reply,"@wolfclass @RBReich @BillAckman Wrong Leftart, looks like we’re headed for another depression because of Biden.  Trump had companies pay for their innovation. You leftarts will never learn.  Obama’s Solyndra is repeating. https://t.co/zQS4EmkaAS",3,1,1,1,2,1,1,2,12,Claimin to be heading into a depression because of Biden and using sland ‘leftard’ ,20/02/2026,1,
422,422,reply,@JMMalyon @MJMcKean That was my guess,1,1,1,1,1,1,1,1,8,neutral,20/02/2026,1,
423,423,reply,@JoyceWhiteVance What did he do exactly?  Did you watch the entire clip or cherry pick shit again trying to make something out of nothing? It’s same game plan time after time and is so predictable! It’s the only thing you can do cause you have zero policies to stand on that will help America be,3,1,1,1,2,1,1,1,11,retaliation against user from other party,20/02/2026,1,
424,424,reply,@DefiantBaptist He never should have been in the race.  2028 was his time,1,1,1,1,1,1,1,1,8,unclear who they are talking about,20/02/2026,1,
425,425,reply,"@Manhattva What % of voters who voted for Biden in 2020 were voting “for” Biden as opposed to voting against Trump? That same segment of the population now has a more viable anti-Trump candidate. 100% manufactured yes, by the R’s and Trump.",2,1,1,1,1,1,1,1,9,Speculatiion of dem voters,20/02/2026,1,
