llm_annotation_id,tweet_id,llm_id,llm_name_version,post_type,text,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,total_score,date,annotation_session
76,76,1,gpt-4o-2024-08-06,quote,"@emilthrockmore @MikeSington Here are multiple angles and videos MAGA 🤡🤡🤡's:

https://t.co/EykCo3fvZI",2,Partisan name-calling with 'MAGA 🤡🤡🤡'.,2,Partisan name-calling with 'MAGA 🤡🤡🤡'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling with 'MAGA 🤡🤡🤡'.,2,Partisan name-calling with 'MAGA 🤡🤡🤡'.,2,Partisan name-calling with 'MAGA 🤡🤡🤡'.,1,No biased evaluation of politicized facts.,13,2026-02-26 12:14:35,20260226_1204
77,77,1,gpt-4o-2024-08-06,reply,"@Socket1Sophie Did a news feature back in the 80s when there was the switch from DHSS to Housing Benefit. 
We had a property company and met the Conservative Minister in Parliament to try and sort the shambles.",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:14:41,20260226_1204
78,78,1,gpt-4o-2024-08-06,reply,"@elonmusk @AutismCapital After the assassination attempt I did a Google search. 

Could not find a conservative outlet but I found two or three links to Al Jazeera...

Been using Duck-Duck-Go a little more since then",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,"Mentions skepticism of media bias, indicating partial presentation of facts.",9,2026-02-26 12:14:47,20260226_1204
79,79,1,gpt-4o-2024-08-06,reply,@atensnut No that's what they performed on Donald Trump after his fifth scourge child,2,The tweet uses emotion or exaggeration by referring to 'fifth scourge child'.,1,There is no support for undemocratic practices or related factors.,1,There is no support for partisan violence or related factors.,1,There is no support for undemocratic candidates or related factors.,1,There is no opposition to bipartisanship or related factors.,1,There is no social distrust or related factors.,1,There is no social distance or related factors.,1,There is no biased evaluation of politicized facts or related factors.,9,2026-02-26 12:14:55,20260226_1204
80,80,1,gpt-4o-2024-08-06,reply,@realLizUSA Holy crap. The RNC actually did something in support of election integrity. This is a first.,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:15:03,20260226_1204
81,81,1,gpt-4o-2024-08-06,tweet,Abortion  is already illegal in 1/3 of states because of Donald Trump. We can’t let the GOP fill any more seats until Trump is history ... https://t.co/yU3j0UvzuU via @YouTube,2,"The tweet expresses strong opposition to the GOP, indicating emotion or exaggeration.",1,The tweet does not show support for undemocratic practices.,1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet suggests opposition to GOP filling seats, indicating emotion or exaggeration.",1,The tweet does not express social distrust in general.,2,"The tweet increases distrust towards the GOP, indicating social distance.",2,The tweet presents a politicized fact about abortion laws with a partisan stance.,12,2026-02-26 12:15:10,20260226_1204
82,82,1,gpt-4o-2024-08-06,quote,The DNC Convention is helping Trump 😂🖕🏼🇺🇸 #MAGA #Trump2024IsTheOnlyChoice #DemocratsAreDestroyingAmerica,2,The tweet includes emotion and exaggeration with 'DemocratsAreDestroyingAmerica'.,2,The tweet includes emotion and exaggeration with 'DemocratsAreDestroyingAmerica'.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The tweet includes emotion and exaggeration with 'DemocratsAreDestroyingAmerica'.,2,The tweet includes emotion and exaggeration with 'DemocratsAreDestroyingAmerica'.,2,The tweet includes terms that increase distrust with 'DemocratsAreDestroyingAmerica'.,2,The tweet includes emotion and exaggeration with 'DemocratsAreDestroyingAmerica'.,14,2026-02-26 12:15:15,20260226_1204
83,83,1,gpt-4o-2024-08-06,tweet,"Donald Trump golf course set to have the highest green fees on the planet in 2025

#Trump #DonaldTrump @TrumpTurnberry @TrumpGolf 
https://t.co/ajbOiCEaHN",1,The tweet does not contain partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional language.,1,The tweet does not show support for partisan violence or contain partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or emotional language.,1,The tweet does not contain language opposing bipartisanship or emotional language.,1,The tweet does not contain language that indicates social distrust or emotional language.,1,The tweet does not contain language that indicates social distance or emotional language.,1,The tweet does not present biased evaluation of politicized facts or contain emotional language.,8,2026-02-26 12:15:23,20260226_1204
84,84,1,gpt-4o-2024-08-06,reply,@The_Real_BiM @terrymbs2 @AdorablePodcast @RossGilroy @memequeenkimmy @SecularSmurf @OsingaPeter @America1Eagle1 @TreatHunterDog @56tweets4 @petewoodward0 @OnlyaMoment3 @hellosf77 @NewfMom29 @edielizzard1 @L331024 @zypisfy @scottstocker4 @ReganLieutenant @EMNODAERTTONOD @IZMKS44 @Jetson77 @UndeC08 @justasimplema20 @BettyBoop8209 @Woody4123 @BuckSatanLives @Missy10013Kathy @AdamTarver6 @cherylhart00 @carolyn_from @NatashaForTrump @TastyMorsel6 @mccuan_lois @Sofie_Z1 @AnnoyedTaurus @Theresa51332 @MsPeabiddy @bubba6186422393 @GnosticMessiah @lucy_neuwirth @BobBComedy @ThereseOSulliv2 @RaylynCurtis @RightDaisy @doggebukser @GrishamHun11462 @zipthwung @warmachineofgod sore loser... Trump and his kult of maga morons is DONE... https://t.co/m2oVznwFzn,3,The tweet includes partisan name-calling ('kult of maga morons') and emotional language ('sore loser').,1,The tweet does not show support for undemocratic practices or include relevant name-calling or exaggeration related to undemocratic practices.,1,The tweet does not show support for partisan violence or include relevant name-calling or exaggeration related to violence.,1,The tweet does not show support for undemocratic candidates or include relevant name-calling or exaggeration related to such candidates.,2,The tweet includes name-calling ('kult of maga morons') which reduces trust.,2,The tweet includes name-calling ('kult of maga morons') which reduces trust.,2,The tweet includes terms that increase distrust and prejudice ('kult of maga morons').,1,The tweet does not present politicized facts or discuss controversial issues with a partisan stance.,13,2026-02-26 12:15:32,20260226_1204
85,85,1,gpt-4o-2024-08-06,reply,@the_1_Barber @brui4ns1 @JoeyMannarinoUS Trump is a scumbag. Been that way since the 80s. He's not fit for any public office bc he's not about serving others. He's about himself. He and Maga cult will be studied in future yrs to determine how he manipulated so many to join his movement. It truly is a psychological study,3,Partisan name-calling ('scumbag') and emotional language ('Maga cult').,2,Partisan name-calling ('scumbag') and emotional language ('Maga cult').,1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,2,Emotional language ('Maga cult') suggests opposition to bipartisanship.,2,Emotional language ('Maga cult') suggests social distrust.,2,Language ('Maga cult') increases social distance.,2,Emotional language ('Maga cult') suggests biased evaluation.,15,2026-02-26 12:15:38,20260226_1204
86,86,1,gpt-4o-2024-08-06,tweet,If y'all are an American and a Christian. Y'all will vote for Donald Trump.,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:15:43,20260226_1204
87,87,1,gpt-4o-2024-08-06,reply,@RosenforNevada Trump2024,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or name-calling present.,1,No support for partisan violence or name-calling present.,2,"Support for a candidate known for undemocratic practices, but no name-calling or exaggeration.",1,No opposition to bipartisanship or name-calling present.,1,No social distrust or name-calling present.,1,No social distance or name-calling present.,1,No biased evaluation of politicized facts or name-calling present.,9,2026-02-26 12:15:49,20260226_1204
88,88,1,gpt-4o-2024-08-06,reply,"@rattlecans I wrote a piece - a little bit touching on this exact subject- for my Substack a while back. In that I was decrying the demise of this fine old English conservative tradition, being replaced by Farage empty US populist shite.
The English tradition of conservatism is shrivelling",2,The tweet uses emotional language like 'demise' and 'shite' which indicates exaggeration.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,The tweet uses emotional language like 'demise' and 'shite' which indicates exaggeration.,2,The tweet uses emotional language like 'demise' and 'shite' which indicates exaggeration.,1,There is no language indicating social distance or related exaggeration.,2,The tweet presents a biased evaluation of political traditions with emotional language like 'demise' and 'shite'.,12,2026-02-26 12:15:56,20260226_1204
89,89,1,gpt-4o-2024-08-06,reply,@DWPippy It seems he also owns several members of the GOP Congress.,2,"The tweet implies control over GOP members, suggesting emotion or exaggeration.",1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,"The implication of ownership reduces trust, indicating emotion or exaggeration.",2,"The implication of ownership reduces trust, indicating emotion or exaggeration.",1,No terms increasing social distance are evident.,1,No biased evaluation of politicized facts is evident.,11,2026-02-26 12:16:03,20260226_1204
90,90,1,gpt-4o-2024-08-06,reply,@lsferguson Yes you are right! I feel the same way Steve! I pray @realDonaldTrump wins! Our Country is in Bad shape because of the MSM and corrupt politicians from the evil traitors in the Deep State communist @DNC and RINO @GOP ! Patriots who love our great Country will vote for Trump!🙏🇺🇲 https://t.co/slOonOY6Zf,3,"The tweet includes partisan name-calling ('evil traitors', 'Deep State communist @DNC', 'RINO @GOP') and emotional language ('Patriots who love our great Country').",2,The tweet does not explicitly support undemocratic practices but includes partisan name-calling and emotional language.,1,There is no support for partisan violence in the tweet.,2,"The tweet shows support for Trump, who is often associated with undemocratic practices, but does not include name-calling or exaggeration in this context.",3,"The tweet includes name-calling and emotional language that reduces trust ('evil traitors', 'Deep State communist @DNC', 'RINO @GOP').",3,"The tweet includes name-calling and emotional language that reduces trust ('evil traitors', 'Deep State communist @DNC', 'RINO @GOP').",3,"The tweet uses terms that increase distrust and prejudice ('evil traitors', 'Deep State communist @DNC', 'RINO @GOP') and includes emotional language.",3,"The tweet presents a biased evaluation of politicized facts with emotional language ('MSM and corrupt politicians', 'evil traitors').",20,2026-02-26 12:16:15,20260226_1204
91,91,1,gpt-4o-2024-08-06,reply,@RealCandaceO The problem is that Progressives are a moving target and the GOP are slow to adapt. The right still operate as if it is still a contest between Republicans and Democrats. Fortunately Progressives react like super-balls in a small room. Quirky but manageable.,2,"The tweet uses 'Progressives' in a potentially derogatory manner, suggesting they are 'quirky' and 'manageable', which indicates emotion or exaggeration.",1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,"The tweet suggests a lack of understanding or collaboration with 'Progressives', indicating emotion or exaggeration.",2,"The tweet uses terms that reduce trust in 'Progressives', indicating emotion or exaggeration.",2,"The tweet uses terms that increase distrust or distance towards 'Progressives', indicating emotion or exaggeration.",1,There is no biased evaluation of politicized facts or related emotion or exaggeration.,12,2026-02-26 12:16:24,20260226_1204
92,92,1,gpt-4o-2024-08-06,reply,"@AmericaPapaBear She’s not Donald Trump.
I say this frustrated.. because I’m a huge Trump fan.
Trump needs to shut up and be optimistic",1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,8,2026-02-26 12:16:31,20260226_1204
93,93,1,gpt-4o-2024-08-06,reply,"@GNQ__ MAGA brainwashing ok.

The problem is, you see 99% of current issues through the lens of your own sexuality and ignore everything else. You’re young. You have a lot of maturing to do.",2,The tweet includes emotion or exaggeration by mentioning 'MAGA brainwashing'.,1,There is no support for undemocratic practices or related factors.,1,There is no support for partisan violence or related factors.,1,There is no support for undemocratic candidates or related factors.,2,The tweet includes emotion or exaggeration by mentioning 'MAGA brainwashing'.,2,The tweet includes emotion or exaggeration by mentioning 'MAGA brainwashing'.,2,"The tweet includes terms that increase distrust or prejudice, such as 'MAGA brainwashing'.",1,There is no biased evaluation of politicized facts or related factors.,12,2026-02-26 12:16:38,20260226_1204
94,94,1,gpt-4o-2024-08-06,reply,"@MichaelSteele @susanrwncomau @MichaelSteele you are not a Conservative not a Republican, & not even a RINO.  You're just trying to take over for Mitt Romney and get some attention as the 'conservative' CNN hauls out with their propaganda.  It's shameful and disgusting.",2,"The tweet includes partisan name-calling ('not a Conservative', 'not a Republican', 'not even a RINO').",2,The tweet uses emotion and exaggeration ('shameful and disgusting') but does not support undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet includes name-calling and reduces trust ('not a Conservative', 'not a Republican').",2,"The tweet includes name-calling and reduces trust ('not a Conservative', 'not a Republican').",2,"The tweet includes terms that increase distrust ('propaganda', 'shameful and disgusting').",2,The tweet uses emotion and exaggeration ('shameful and disgusting') but does not present politicized facts.,14,2026-02-26 12:16:44,20260226_1204
95,95,1,gpt-4o-2024-08-06,reply,"@texan_maga Why call it MPOX and not Monkey Pox? 
 Remember those monkeys that escaped in PA??  They were being transferred from one laboratory to another when the truck wrecked and they issued a state of emergency over it until all the monkeys were caught dead or alive???  Just",1,The tweet does not contain partisan name-calling or emotional exaggeration related to partisanship.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,The tweet does not show support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,1,The tweet does not show opposition to bipartisanship or related name-calling or exaggeration.,1,There is no social distrust or related name-calling or exaggeration.,1,"The tweet does not express social distance or related distrust, emotion, or events.",1,The tweet does not present biased evaluation of politicized facts or related emotion or exaggeration.,8,2026-02-26 12:16:51,20260226_1204
96,96,1,gpt-4o-2024-08-06,reply,"@thestustustudio @ChicagoDNC24 @FBI They’re honestly haters, chant for hate-war-intifada, hate America, w major effort to impress terrorist jihadhi they’re not infidels. 😂

Sans masks, their parasitic facade holds a day job while being misogynistic racists. 

The jihadi infidel cult like MAGA hopes for Trump? https://t.co/fWkuFRKwkH",3,"The tweet includes partisan name-calling ('MAGA') and uses emotional language ('haters', 'parasitic facade').",2,The tweet does not show support for undemocratic practices but includes partisan name-calling ('MAGA') and emotional language ('hate-war-intifada').,2,The tweet does not show support for partisan violence but includes emotional language ('hate-war-intifada').,1,The tweet does not show support for undemocratic candidates.,3,The tweet includes name-calling ('MAGA') and emotional language ('parasitic facade').,3,The tweet includes terms that reduce trust ('parasitic facade') and uses emotional language ('misogynistic racists').,3,The tweet uses terms that increase distrust and hate ('misogynistic racists') and includes emotional language ('hate-war-intifada').,2,The tweet presents a biased view with emotional language ('jihadi infidel cult like MAGA').,19,2026-02-26 12:16:59,20260226_1204
97,97,1,gpt-4o-2024-08-06,reply,"@NJ_Timothy Nick.

Why don't you just face facts?

May, Johnson and Sunak wilfully sent the Conservative Party up the swanny.

The UK is now firmly in the grip of the Deep State as a result.

@reformparty_uk know this, as do the majority of former Tory voters.",1,The tweet does not contain partisan name-calling or emotional exaggeration directed at opposing partisans.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional exaggeration related to undemocratic practices.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,The tweet does not show support for undemocratic candidates or contain related name-calling or exaggeration.,2,The tweet uses terms like 'Deep State' which can reduce trust and suggest opposition to collaboration.,2,The mention of 'Deep State' implies a level of social distrust through exaggeration.,2,The tweet suggests distrust and distance by mentioning 'Deep State' but lacks further exaggeration or events.,2,The tweet presents a biased view of political facts by suggesting the UK is controlled by the 'Deep State'.,12,2026-02-26 12:17:09,20260226_1204
98,98,1,gpt-4o-2024-08-06,tweet,Opinion | Elon Musk and Donald Trump share the worst similarities https://t.co/dD6t0G3QvA via @msnbc,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:17:16,20260226_1204
99,99,1,gpt-4o-2024-08-06,reply,"@GuntherEagleman House GOP wasted two years and millions of taxpayer dollars producing a report that didn’t even recommend impeachment and you’re like “Yeah, please feed me some more bullshit”.",2,The tweet uses emotional language ('bullshit') which indicates exaggeration.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,The tweet does not show support for partisan violence or use partisan name-calling.,1,The tweet does not show support for undemocratic candidates or use partisan name-calling.,2,The tweet uses emotional language ('bullshit') which indicates exaggeration.,2,The tweet uses emotional language ('bullshit') which indicates exaggeration.,1,The tweet does not use terms that increase distrust or social distance.,2,"The tweet presents a biased evaluation of a political report, using emotional language ('bullshit').",12,2026-02-26 12:17:24,20260226_1204
100,100,1,gpt-4o-2024-08-06,reply,"@Lynnebf_2846 @RNC Fake poll, fake news.",1,No partisan name-calling or emotional language present.,2,Emotion or exaggeration present with 'fake news'.,1,No support for violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,2,Emotion or exaggeration present with 'fake news'.,2,Emotion or exaggeration present with 'fake news'.,1,No terms increasing distrust or emotional language present.,2,Emotion or exaggeration present with 'fake news'.,12,2026-02-26 12:17:30,20260226_1204
101,200,1,gpt-4o-2024-08-06,tweet,Donald Trump to be sentenced to prison in September: Fox News columnist https://t.co/uuqmFigWjD https://t.co/lF9XBbI08n,1,The tweet does not contain partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or emotional language.,1,The tweet does not show support for partisan violence or contain partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or emotional language.,1,The tweet does not contain language opposing bipartisanship or emotional language.,1,The tweet does not contain language that indicates social distrust or emotional language.,1,The tweet does not contain language that indicates social distance or emotional language.,1,The tweet does not present a biased evaluation of politicized facts or contain emotional language.,8,2026-02-26 12:17:38,20260226_1204
102,201,1,gpt-4o-2024-08-06,reply,@realKyleKeegan I have never heard one person make fun of Biden having a stutter. Seems something the left bring out to make excuses for his in ability to thread a coherent sentence off prompter and sometimes on prompter,2,The tweet includes emotion or exaggeration by suggesting the left makes excuses for Biden's speech.,1,There is no support for undemocratic practices or related factors in the tweet.,1,There is no support for partisan violence or related factors in the tweet.,1,There is no support for undemocratic candidates or related factors in the tweet.,2,"The tweet includes emotion or exaggeration, reducing trust in the opposing party.",2,"The tweet includes emotion or exaggeration, which can reduce social trust.",2,The tweet uses language that increases distrust or prejudice against the left.,2,"The tweet presents a biased evaluation of Biden's speech abilities, suggesting excuses are made.",13,2026-02-26 12:17:46,20260226_1204
103,202,1,gpt-4o-2024-08-06,reply,@Luther97777506 @HFI_Research Biden/Harris are though because they are turning a blind eye to all their oil sales. They care more about the oil price than Iran using that money to literally fund terrorism.,2,The tweet uses emotion or exaggeration by implying Biden/Harris prioritize oil prices over terrorism.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,The tweet does not show support for partisan violence or use partisan name-calling.,1,The tweet does not show support for undemocratic candidates.,2,The tweet uses emotion or exaggeration by suggesting negligence towards terrorism funding.,2,The tweet uses emotion or exaggeration by implying negligence towards terrorism funding.,1,The tweet does not use terms that increase distrust or social distance.,2,The tweet presents a biased evaluation of politicized facts by suggesting Biden/Harris ignore terrorism funding.,12,2026-02-26 12:17:53,20260226_1204
104,203,1,gpt-4o-2024-08-06,quote,"This is homophobic, racist, and Islamophobic.

The IOF kills queer Palestinians with bombs supplied by Biden, Harris, and Blinken.

You are trying to justify voting for a genocidal baby killer when you haven't even TRIED to make this administration stop.",3,"The tweet uses strong language and name-calling, such as 'genocidal baby killer', indicating both partisan name-calling and emotion/exaggeration.",3,"The tweet accuses the administration of supporting undemocratic practices like genocide, with strong emotional language.",2,The tweet does not explicitly support violence but uses strong emotional language and name-calling.,3,"The tweet criticizes the administration for undemocratic practices and uses strong language, indicating support for undemocratic candidates.",3,The tweet uses strong language that reduces trust and includes emotional exaggeration.,3,The tweet uses terms that reduce trust and includes emotional exaggeration.,3,The tweet uses language that increases distrust and includes emotional exaggeration.,3,The tweet presents a biased evaluation of political facts with strong emotional language.,23,2026-02-26 12:18:00,20260226_1204
105,204,1,gpt-4o-2024-08-06,reply,"@JoeyMannarinoUS Raise your hand if you were forced to eat your poor furry, four-legged emergency food supply under the Biden/Harris campaign, and look forward to fornicating with your new one this November! 🖐️",2,"The tweet uses exaggeration with 'forced to eat your poor furry, four-legged emergency food supply'.",2,The tweet uses exaggeration but does not show support for undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The tweet uses exaggeration which can reduce trust.,2,The tweet uses exaggeration which can reduce trust.,2,The tweet uses language that increases distrust and exaggeration.,2,The tweet uses exaggeration but does not present politicized facts.,14,2026-02-26 12:18:06,20260226_1204
106,205,1,gpt-4o-2024-08-06,reply,@simonateba @KamalaHarris @realDonaldTrump She needs the least amount of direct exposure.  She'll stay in the basement like Biden... No questions asked.,2,The tweet uses emotion or exaggeration by implying Kamala Harris will avoid exposure like Biden.,1,There is no support for undemocratic practices in the tweet.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet uses exaggeration suggesting avoidance of exposure, which can reduce trust.",2,"The tweet uses exaggeration suggesting avoidance of exposure, which can reduce trust.",1,There is no language that increases social distance in the tweet.,2,The tweet partially presents a political fact with a partisan stance by comparing Harris to Biden's campaign strategy.,12,2026-02-26 12:18:15,20260226_1204
107,206,1,gpt-4o-2024-08-06,reply,"@iAnonPatriot @GuntherEagleman Yes, but will they certify it? They are already talking about( Sen. Raskin) not doing so. Just like Maduro in Venezuela they will lose magnificently but refuse to go. I really think they will impeach Biden and make Harris the incumbent and then cancel the election due to war.",2,The tweet uses exaggeration by comparing the situation to Venezuela and implies distrust in the opposing party's actions.,3,The tweet suggests undemocratic practices by implying refusal to certify election results and canceling elections.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,The tweet implies distrust in the democratic process and exaggerates potential actions.,2,The tweet uses exaggeration and implies distrust in political figures and processes.,2,The tweet increases distrust and distance by suggesting undemocratic actions by the opposing party.,3,"The tweet presents a biased evaluation of political facts with exaggeration, comparing the situation to Venezuela.",16,2026-02-26 12:18:22,20260226_1204
108,207,1,gpt-4o-2024-08-06,tweet,"Common sense!

 slams Harris as 'naive' on Iran, blasts VP for not being tough on Hamas https://t.co/8H3oJ5OT7w #FoxNews",2,The tweet includes partisan name-calling by labeling Harris as 'naive'.,2,The tweet uses partisan name-calling ('naive') but does not show support for undemocratic practices.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,2,The tweet includes name-calling ('naive') which reduces trust.,2,"The use of 'naive' introduces emotion or exaggeration, reducing trust.",1,There is no language that increases social distance or related factors.,1,The tweet does not present biased evaluation of politicized facts.,12,2026-02-26 12:18:29,20260226_1204
109,208,1,gpt-4o-2024-08-06,tweet,Donald Trump and his elections staff rapidly adjusting to Kamala Harris' candidacy... https://t.co/mgyuLyA6gn,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:18:35,20260226_1204
110,209,1,gpt-4o-2024-08-06,reply,"@harris_wins An American citizen must have duties, responsibilities, and benefits. 
As for me, who is half a world away from Washington DC, I have to do the opposite: rights, responsibilities, and then the duties of an American citizen. 
Current US President Joe Biden",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:18:41,20260226_1204
111,210,1,gpt-4o-2024-08-06,tweet,at Kamala Harris rally in Las Vegas she said she would not tax tips.  Nice job copying donald trump.  @KamalaHarris,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-02-26 12:18:46,20260226_1204
112,211,1,gpt-4o-2024-08-06,reply,@acnewsitics Kamala gaffs more than Joe Biden even though she’s younger like you like them lol,2,The tweet uses sarcasm and exaggeration ('gaffs more than Joe Biden') which indicates emotion.,1,There is no support for undemocratic practices or related name-calling/emotion.,1,There is no support for partisan violence or related name-calling/emotion.,1,There is no support for undemocratic candidates or related name-calling/emotion.,1,There is no opposition to bipartisanship or related name-calling/emotion.,1,There is no social distrust or related name-calling/emotion.,1,There is no social distance or related name-calling/emotion.,2,The tweet presents a biased evaluation of Kamala Harris's competence with sarcasm.,10,2026-02-26 12:18:51,20260226_1204
113,212,1,gpt-4o-2024-08-06,quote,Phuk this Biden-Harris liberal ass agenda!!!!!,3,Contains partisan name-calling ('liberal ass') and emotional language ('Phuk this').,2,"Contains emotional language ('Phuk this'), but no support for undemocratic practices.",1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,2,"Contains emotional language ('Phuk this'), but no explicit opposition to bipartisanship.",2,"Contains emotional language ('Phuk this'), but no general social distrust.",2,"Contains language that increases distance ('liberal ass'), but no events or further emotional language.",1,No biased evaluation of politicized facts or related language.,14,2026-02-26 12:18:57,20260226_1204
114,213,1,gpt-4o-2024-08-06,reply,"@SitaRose27 @acnewsitics You bet we approve!  You approved of Biden and the man was a zombie. Still is now you put up the evil twins.  You better hope they lose, if not communism will be at your door!  They are elites do it won’t bother them, you better hope you are an elite too.",3,"Partisan name-calling ('zombie', 'evil twins') and emotional exaggeration ('communism will be at your door').",2,Emotional exaggeration ('communism will be at your door') without explicit support for undemocratic practices.,1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,3,Name-calling and emotional exaggeration reduce trust and oppose bipartisanship.,3,Name-calling and emotional exaggeration reduce social trust.,2,"Terms increase distrust and distance ('evil twins', 'communism').",3,Biased evaluation with emotional exaggeration ('communism will be at your door').,18,2026-02-26 12:19:05,20260226_1204
115,214,1,gpt-4o-2024-08-06,reply,@CBSNews They don't need him. This is just for politics to say Biden administration negotiated a peace plan. They have already negotiated without him and he's going to steal the credit for Kamala Harris election.,2,Emotion or exaggeration is present in the claim that Biden will 'steal the credit'.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion or exaggeration is present in the claim about stealing credit.,1,No general social distrust is evident.,1,No terms increasing social distance are evident.,2,Emotion or exaggeration is present in the claim about stealing credit.,11,2026-02-26 12:19:11,20260226_1204
