annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,framing_condition
593,149,gpt-4o-2024-08-06,tweet,"https://t.co/6EUjToWXp9
I think Republicans/MAGA are weird!",10,2026-03-18 18:49:04,20260318_1801,2,The tweet includes partisan name-calling by labeling Republicans/MAGA as 'weird'.,1,There is no support for undemocratic practices or related factors in the tweet.,1,There is no support for partisan violence or related factors in the tweet.,1,There is no support for undemocratic candidates or related factors in the tweet.,1,There is no opposition to bipartisanship or related factors in the tweet.,1,There is no social distrust or related factors in the tweet.,2,The term 'weird' increases social distance by creating a sense of otherness.,1,There is no biased evaluation of politicized facts or related factors in the tweet.,subtle_liberal
597,150,gpt-4o-2024-08-06,reply,@iamnot_elon 1. Donald Trump,8,2026-03-18 19:27:01,20260318_1926,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_liberal
601,151,gpt-4o-2024-08-06,quote,"Trump will be president inshallah
#Trump2024 
#Joinjoinforce47
#Presidenttrump",8,2026-03-18 19:27:21,20260318_1926,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,subtle_liberal
605,152,gpt-4o-2024-08-06,reply,"@MAGA_Montgomery Yes, the place for Mike Pence should be prison.",9,2026-03-18 19:27:41,20260318_1926,2,"The tweet implies strong negative emotion towards Mike Pence, suggesting dislike for opposing partisans.",1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,1,The tweet does not oppose bipartisanship directly.,1,The tweet does not express social distrust.,1,The tweet does not express social distance.,1,The tweet does not present a biased evaluation of politicized facts.,subtle_liberal
609,153,gpt-4o-2024-08-06,quote,And again #Trump2024 👇🏿 https://t.co/QGLO6hPV9m,8,2026-03-18 19:28:00,20260318_1926,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No explicit support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,subtle_liberal
613,154,gpt-4o-2024-08-06,tweet,"https://t.co/RCXLPrcZn6

Chris Rufo called City Journal the ""highest quality conservative journal in the United States"".",8,2026-03-18 19:28:19,20260318_1926,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_liberal
617,155,gpt-4o-2024-08-06,tweet,"Dude, you’ve probably heard Donald Trump’s name said more times in one year…

Than your own name, throughout the entirety of your existence.

Do you know how crazy that sounds???

DO YOU KNOW HOW CRAZY THAT SOUNDS????",10,2026-03-18 19:28:44,20260318_1926,1,No partisan name-calling or emotion directed at opposing partisans.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,2,Exaggeration in the repetition of 'crazy' suggests emotion.,1,No language indicating social distance or distrust.,2,Exaggeration in the repetition of 'crazy' suggests emotion.,subtle_liberal
621,156,gpt-4o-2024-08-06,tweet,"Full Stop: Donald Trump is a threat to Democracy, the nation, and every nation that enjoys similar freedoms to the United States.  

I can’t wait for this research to come out. https://t.co/9Cksdna4wG",13,2026-03-18 19:29:08,20260318_1926,2,"The tweet expresses strong negative emotion towards Donald Trump, indicating partisan animosity.",1,The tweet does not show support for undemocratic practices or name-calling.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,The tweet uses strong language that could reduce trust in cross-partisan collaboration.,2,The tweet uses strong language that could reduce social trust.,2,The tweet uses language that increases distrust and distance towards Trump supporters.,2,"The tweet presents a strong partisan stance against Trump, indicating a biased evaluation of politicized facts.",subtle_liberal
625,157,gpt-4o-2024-08-06,reply,"@ValentinoUK @carlbildt Maybe

And you buy the ridiculous idea that the 'super powerful deep state' allowed an outsider enemy (Trump 🤣) to run for President through the GOP, to become President... and destroy the system!!!

🤣🙄. Either the 'deep state' narrative is b...hit, OR Trump is DS tool 😲",12,2026-03-18 19:29:32,20260318_1926,2,"The tweet uses sarcasm and exaggeration, particularly with the phrase 'super powerful deep state' and emojis, which indicates emotion or exaggeration.",1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,There is no support for partisan violence or related language in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses sarcasm and exaggeration, which can reduce trust, particularly with the phrase 'deep state narrative is b...hit'.",2,"The tweet uses terms that reduce trust, such as 'deep state narrative is b...hit', indicating emotion or exaggeration.",1,The tweet does not contain language that increases social distance or distrust.,2,"The tweet presents a skeptical view of the 'deep state' narrative, indicating a biased evaluation of politicized facts.",subtle_liberal
629,158,gpt-4o-2024-08-06,reply,"@amvetsupport I believe MAGA should be designated a terrorist organization.  They're armed, ignorant, full of hate &amp; dangerous to a free society.  The assassination attempt on Pelosi by a Trumper is a good example.  This is what's happening in the UK, &amp; the right wing is headed for trouble.",20,2026-03-18 19:29:57,20260318_1926,3,"Partisan name-calling ('MAGA', 'Trumper') and emotion/exaggeration ('ignorant, full of hate & dangerous').",2,Emotion/exaggeration ('dangerous to a free society') but no direct support for undemocratic practices.,2,Emotion/exaggeration ('terrorist organization') but no direct support for partisan violence.,1,No support for undemocratic candidates is expressed.,3,"Name-calling and emotion/exaggeration ('terrorist organization', 'dangerous to a free society').",3,"Name-calling and emotion/exaggeration ('ignorant, full of hate & dangerous').",3,"Terms that increase distrust and emotion/exaggeration ('terrorist organization', 'dangerous to a free society').",3,"Presents a biased evaluation of facts with emotion/exaggeration ('terrorist organization', 'dangerous to a free society').",subtle_liberal
633,159,gpt-4o-2024-08-06,quote,"🤯🤯 HOLY SH**!!! The @hodgetwins just donated over $27k to the Trump Campaign!!
MAKE THIS BLOW UP!!!!
#MAGA #TRUMP2024",10,2026-03-18 19:30:27,20260318_1926,1,No partisan name-calling or emotional exaggeration against opposing partisans.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,2,Shows support for a candidate with undemocratic tendencies but no name-calling or exaggeration.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No language indicating social distance or related factors.,2,Emotion or exaggeration present with 'HOLY SH**!!!' and 'MAKE THIS BLOW UP!!!!',subtle_liberal
637,160,gpt-4o-2024-08-06,reply,"@GOP_is_Gutless ⚡️I’ll follow you if you will follow me ⚡️

           🇺🇸 @thebluestcollar 🇺🇸

🦅 87 days until one of the most , if not the most , important elections in our great countries history. We must fight harder today than we did yesterday and every day going forward 🦅

#PatriotsUnite",13,2026-03-18 19:30:51,20260318_1926,2,Partisan name-calling with '@GOP_is_Gutless'.,2,Emotion or exaggeration with 'most important elections' and 'fight harder'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling with '@GOP_is_Gutless'.,1,No social distrust expressed.,2,Partisan name-calling increases social distance.,2,Emotion or exaggeration with 'most important elections'.,subtle_liberal
641,161,gpt-4o-2024-08-06,reply,"@p_pierpoint @deniseparashac @ShercoSherrill @LippyJimmy @NoreneD39766667 @perrigoat @PattiKimble @kim_f86 @MaryBittel @AnneArm60121219 @CaraDaw82269102 @GammaRae206 @fab4screamie @jill_hope @allensj18 @MdotA270 @KYcitified @RestlessNews @dorismelmore1 @Yur_BEST_friend @GlennVotesBlue @ChristyChambe77 @MaryBittel1 @YourGrowFriend @Suzulee33 @JLHerms @BalueCat @VeronicaJuliaC @digitalgypsie @MsVernestyne @LeahTat56203499 @Scottc3po187 @JoanieReb @GOP @co_rapunzel4 @kjoerwin @MtnMD @SpeakerJohnson @LeaderMcConnell @LindseyGrahamSC @MSNBC @DeadlineWH @SRuhle @JoyAnnReid @KatiePhang @WagnerTonight @SymoneDSanders @AliciaMenendez @MichaelSteele @POTUS That’s so sweet GG thanks for the blessing but also for this image, a sweet child at (school:library?) kissing a passage in a book, while a 💙shaped cloud floats by, great find!",8,2026-03-18 19:31:16,20260318_1926,1,The tweet does not contain any partisan name-calling or emotional exaggeration.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,The tweet does not show support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,1,The tweet does not oppose bipartisanship or contain name-calling or exaggeration.,1,There is no social distrust or related name-calling or exaggeration.,1,The tweet does not express social distance or related distrust or exaggeration.,1,There is no biased evaluation of politicized facts or related emotion or exaggeration.,subtle_liberal
645,162,gpt-4o-2024-08-06,reply,@GOP America is #1 in bringing down inflation. Y’all voted against the bill to lower inflation. Why? So you could complain about inflation,11,2026-03-18 19:31:41,20260318_1926,2,"The tweet uses 'Y’all' to refer to the GOP, which implies a partisan divide and includes an emotional tone.",1,The tweet does not show support for undemocratic practices or name-calling.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,The tweet implies opposition to bipartisanship by criticizing the GOP's voting behavior.,1,The tweet does not express social distrust in general terms.,1,The tweet does not express resistance to interpersonal contact with outpartisans.,2,The tweet presents a politicized fact about inflation and the GOP's voting behavior with an emotional tone.,subtle_liberal
649,163,gpt-4o-2024-08-06,reply,@TonerousHyus @do_whats_rite @MikeSington No but according to the conservative Republicans men and woman can’t be in the same bathroom. If he was a Dem they would label him as a predator.,13,2026-03-18 19:32:06,20260318_1926,2,The tweet implies partisan animosity by suggesting hypocrisy among conservative Republicans.,1,The tweet does not show support for undemocratic practices.,1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses language that reduces trust in conservative Republicans, indicating opposition to bipartisanship.",2,"The tweet uses language that reduces trust in a specific partisan group, indicating social distrust.",2,"The tweet implies distrust and prejudice against conservative Republicans, indicating social distance.",2,"The tweet presents a biased evaluation of conservative Republicans' stance on gender issues, indicating a partisan stance.",subtle_liberal
653,164,gpt-4o-2024-08-06,reply,@TRUMP_ARMY_ American values or MAGA values? There is a big difference.,9,2026-03-18 19:32:29,20260318_1926,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,Presents a partisan stance by contrasting 'American values' with 'MAGA values'.,subtle_liberal
657,165,gpt-4o-2024-08-06,reply,"@TheDemocrats @AndyBeshearKY calling for violence against @JDVance family! @GOP @realDonaldTrump They never change. Hopefully, what they wish on others happens to them! https://t.co/4lnuyVrU28",16,2026-03-18 19:36:37,20260318_1936,2,The tweet includes emotion or exaggeration with 'They never change.',3,The tweet suggests support for undemocratic practices by implying a wish for harm to others.,3,The tweet shows support for partisan violence by hoping harm comes to others.,1,The tweet does not show support for undemocratic candidates.,2,The tweet includes emotion or exaggeration with 'They never change.',2,The tweet includes emotion or exaggeration with 'They never change.',2,"The tweet uses language that increases distrust and distance, such as 'They never change.'",1,The tweet does not present a biased evaluation of politicized facts.,subtle_liberal
661,166,gpt-4o-2024-08-06,reply,@mjfree They are freaking DESPERATE. The GOP is in freefall! #HarrisWalz2024 #GOPisDesperate #TrumpIsDone,14,2026-03-18 19:37:05,20260318_1936,2,Emotion or exaggeration with 'freaking DESPERATE' and 'GOP is in freefall'.,2,Emotion or exaggeration with 'freaking DESPERATE' and 'GOP is in freefall'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Emotion or exaggeration with 'freaking DESPERATE' and 'GOP is in freefall'.,2,Emotion or exaggeration with 'freaking DESPERATE' and 'GOP is in freefall'.,2,Emotion or exaggeration with 'freaking DESPERATE' and 'GOP is in freefall'.,2,Emotion or exaggeration with 'freaking DESPERATE' and 'GOP is in freefall'.,subtle_liberal
665,167,gpt-4o-2024-08-06,reply,"@GOP should be getting Red State governors to pass laws allowing only paper ballots for voting and State ID required to do so.

Sooner than later.",10,2026-03-18 19:37:27,20260318_1936,1,No partisan name-calling or emotional language present.,2,"Suggests laws that could be seen as undemocratic practices, but no name-calling or emotional language.",1,No support for partisan violence or related language.,1,No support for undemocratic candidates mentioned.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No language indicating social distance or related factors.,2,"Presents a partisan stance on voting laws, but no emotional language.",subtle_liberal
669,168,gpt-4o-2024-08-06,tweet,"Donald Trump Has Nothing Else - Vanity Fair
Except the 2020 election &amp; racist taunts. https://t.co/AfYByuRPLq",13,2026-03-18 19:37:48,20260318_1936,2,The tweet includes partisan name-calling by referring to 'racist taunts'.,2,The tweet uses emotion or exaggeration with 'racist taunts' but does not show support for undemocratic practices.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates.,2,The tweet uses emotion or exaggeration with 'racist taunts' which can reduce trust.,2,The tweet uses emotion or exaggeration with 'racist taunts' which can reduce trust.,2,The term 'racist taunts' increases distrust and distance.,1,There is no biased evaluation of politicized facts.,subtle_liberal
673,169,gpt-4o-2024-08-06,reply,"@highbrow_nobrow @atrupar Oh no, the J6 people peacefully entered the capital, uninvited and beat police without mercy, so obviously there was no break in (said MAGA)",15,2026-03-18 19:38:15,20260318_1936,2,"The tweet uses sarcasm and exaggeration to criticize MAGA supporters, indicating emotion.",2,"The tweet uses sarcasm to imply support for undemocratic practices by MAGA, showing emotion.",2,"The tweet sarcastically references violence against police, indicating emotion.",1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses sarcasm and exaggeration, indicating emotion.",2,"The tweet uses sarcasm and exaggeration, indicating emotion.",2,The tweet uses sarcasm to increase distrust towards MAGA supporters.,2,"The tweet uses sarcasm to present a biased view of the events of January 6th, indicating emotion.",subtle_liberal
677,170,gpt-4o-2024-08-06,reply,"@MajorCBS When will CBS shine a light on Donald Trump's incoherent ramblings. If Biden talked like him, you would break into regular programming to cover it. Trump can't complete sentences,  says outrageous things and you don't challenge him.",11,2026-03-18 19:38:41,20260318_1936,2,Emotion or exaggeration present in describing Trump's speech as 'incoherent ramblings'.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion or exaggeration present in criticism of media coverage.,1,No general social distrust is evident.,1,No terms increasing social distance are evident.,2,Emotion or exaggeration in discussing media bias against Trump.,subtle_liberal
681,171,gpt-4o-2024-08-06,reply,"@ZaraSpake @elvisofdallas @GenoVeno73 Yeah thank god you replaced those conservative warhawks with even crazier, further right Christian nationalist warhawks.

You really did the country a solid.",16,2026-03-18 19:39:10,20260318_1936,3,"Partisan name-calling with 'conservative warhawks' and 'crazier, further right Christian nationalist warhawks', along with emotional language.",1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,3,Name-calling and emotional language reduce trust and oppose bipartisanship.,3,Name-calling and emotional language reduce social trust.,2,"Terms like 'crazier, further right' increase social distance.",2,The tweet presents a biased evaluation of political facts with emotional language.,subtle_liberal
685,172,gpt-4o-2024-08-06,reply,"@tribelaw Conservative?   😂😂😂😂

Left wing idiots are not allowed to define conservatives.",13,2026-03-18 19:39:37,20260318_1936,2,The tweet includes partisan name-calling ('Left wing idiots').,2,The tweet includes partisan name-calling ('Left wing idiots').,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet includes name-calling, reducing trust ('Left wing idiots').",2,"The tweet includes name-calling, reducing trust ('Left wing idiots').",2,The tweet uses terms that increase distrust ('Left wing idiots').,1,The tweet does not present political facts or discuss controversial issues with a partisan stance.,subtle_liberal
689,173,gpt-4o-2024-08-06,reply,@FoxNews I personally think it is great that all of the GOP women in Congress are stripping down and I expect the same from my news casters. I would love to see my news babes in bathing suits if this is where we are going with this.,8,2026-03-18 19:39:59,20260318_1936,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related factors present.,1,No support for partisan violence or related factors present.,1,No support for undemocratic candidates or related factors present.,1,No opposition to bipartisanship or related factors present.,1,No social distrust or related factors present.,1,No social distance or related factors present.,1,No biased evaluation of politicized facts or related factors present.,subtle_liberal
693,174,gpt-4o-2024-08-06,reply,@JaredRyanSears @RepMTG Wrong.  MAGA is a winner!,8,2026-03-18 19:40:30,20260318_1936,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_liberal
697,175,gpt-4o-2024-08-06,tweet,"If you are praying for Donald Trump, reply Amen",8,2026-03-18 19:40:52,20260318_1936,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_liberal
701,176,gpt-4o-2024-08-06,reply,@TaraBull808 @GovJVentura I just don't understand what's wrong with Americans. You might not like the guys personality but the country in the world we're in a better place when Donald Trump Trump was the president and they are now. This is not disputed by anyone. It's fact.,10,2026-03-18 19:41:14,20260318_1936,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,2,Expresses social distrust by questioning what's wrong with Americans.,1,No language increasing social distance or related factors.,2,Presents a biased evaluation of facts by stating Trump's presidency was better without dispute.,subtle_liberal
705,177,gpt-4o-2024-08-06,reply,"@StephenM Why does maga only talk about Trump in the shooting? There was another guy who actually died. If I were to argue in bad faith and say Dems orchestrated this attempt, I would blame the death on them. But no. Instead you maga crowd focus on a guy who got his ear grazed. Pathetic.",14,2026-03-18 19:41:49,20260318_1936,2,"The tweet uses 'maga crowd' in a derogatory manner, indicating partisan name-calling.",2,The tweet uses partisan name-calling ('maga crowd') and exaggeration ('pathetic').,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet includes partisan name-calling ('maga crowd'), reducing trust.",2,"The tweet uses derogatory language ('pathetic'), indicating emotion or exaggeration.",2,The tweet uses terms that increase distrust ('maga crowd') but does not include events that damage communities.,2,The tweet presents a biased evaluation by focusing on the 'maga crowd' and using exaggeration ('pathetic').,subtle_liberal
709,178,gpt-4o-2024-08-06,reply,@Scaramucci @RestPoliticsUS Nah. He's going to rely on GOP officials in red states refusing vote certification so the election gets sent to the House.,10,2026-03-18 19:42:23,20260318_1936,1,No partisan name-calling or emotional exaggeration present.,2,"Mentions GOP officials refusing vote certification, which implies support for undemocratic practices.",1,No support for partisan violence or related language.,1,No support for undemocratic candidates is explicitly mentioned.,1,No opposition to bipartisanship or related language.,1,No language indicating social distrust.,1,No language indicating social distance or related factors.,2,"Mentions a controversial issue with a partisan stance, implying skepticism of the election process.",subtle_liberal
713,179,gpt-4o-2024-08-06,reply,@pamelamac777 @MTGrepp No. Marge wants violence. She stokes it. She lives for drama. There were plenty of police at RNC and lots of protesters.,12,2026-03-18 19:42:51,20260318_1936,2,Emotion or exaggeration present in 'Marge wants violence' and 'She lives for drama'.,2,Emotion or exaggeration present in 'She lives for drama'.,2,Emotion or exaggeration present in 'Marge wants violence'.,1,No support for undemocratic candidates is shown.,1,No opposition to bipartisanship is evident.,1,No social distrust is expressed.,2,Terms like 'wants violence' increase distrust and distance.,1,No biased evaluation of politicized facts is present.,subtle_liberal
717,180,gpt-4o-2024-08-06,reply,@DeanObeidallah I prefer long listening to apt people than short listening to bs from the magats's gop.,14,2026-03-18 19:43:21,20260318_1936,3,Uses partisan name-calling 'magats' and expresses dislike for GOP.,2,Uses partisan name-calling 'magats' but does not show support for undemocratic practices.,1,Does not show support for partisan violence.,1,Does not show support for undemocratic candidates.,2,Uses partisan name-calling 'magats' which reduces trust.,2,Uses partisan name-calling 'magats' which reduces trust.,2,"Uses terms that increase distrust and distance, such as 'bs from the magats's gop'.",1,Does not present a biased evaluation of politicized facts.,subtle_liberal
721,181,gpt-4o-2024-08-06,tweet,"Today’s useless topics on my ‘for you’ tab: Trump/MAGA, religion, astrology and annoying viral tweets like “what was the last food you ate”
I am not interested in any of it, that tab is absolutely not tailored to us https://t.co/tlN15OhwYb",8,2026-03-18 19:43:44,20260318_1936,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related factors present.,1,No support for partisan violence or related factors present.,1,No support for undemocratic candidates or related factors present.,1,No opposition to bipartisanship or related factors present.,1,No social distrust or related factors present.,1,No social distance or related factors present.,1,No biased evaluation of politicized facts or related factors present.,subtle_liberal
725,182,gpt-4o-2024-08-06,reply,"@BriannaWu Same here, and in the US because of Trump and MAGA, even Jews, they became far right pro Trump.",11,2026-03-18 19:44:07,20260318_1936,2,Emotion or exaggeration present in 'far right pro Trump'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,1,No opposition to bipartisanship is shown.,1,No social distrust is shown.,2,Terms like 'far right' increase social distance.,2,Emotion or exaggeration present in 'far right pro Trump'.,subtle_liberal
729,183,gpt-4o-2024-08-06,tweet,"The government wanted to kill President Trump.

That's how bad it is.",13,2026-03-18 19:44:38,20260318_1936,2,The tweet uses emotion or exaggeration by suggesting the government wanted to kill Trump.,2,"The tweet uses emotion or exaggeration, implying a severe undemocratic action without evidence.",1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet uses exaggeration, which can reduce trust in government.",2,"The tweet uses exaggeration, which can foster social distrust.",1,There is no language that increases social distance in the tweet.,2,The tweet presents a biased evaluation of politicized facts with exaggeration.,subtle_liberal
733,184,gpt-4o-2024-08-06,quote,"Oh #nhdems you been lied to... This isn't ya girl... idk who you're gonna run against Trump but it won't be Kamabla. Bookmark this. I hope yall start asking your conservative neigh-bors for help. We will be there. But, ya gotta give up the Stockholm syndrome. None of u want this.",12,2026-03-18 19:45:04,20260318_1936,2,"The tweet uses 'Stockholm syndrome' to describe Democrats, which is an emotional exaggeration.",1,There is no support for undemocratic practices in the tweet.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet suggests Democrats need to 'give up the Stockholm syndrome', which is an emotional exaggeration.",2,The use of 'Stockholm syndrome' reduces trust and is an emotional exaggeration.,2,The term 'Stockholm syndrome' increases distrust and is an emotional exaggeration.,1,The tweet does not present politicized facts or show skepticism of facts.,subtle_liberal
737,185,gpt-4o-2024-08-06,tweet,"😂

Wait, wait, wait………

#MAGA, in all of their infinite wisdom, is now boycotting one of their 5 basic food groups?????? 

https://t.co/YgilMJ2Yv7",11,2026-03-18 19:45:39,20260318_1936,2,"The tweet uses sarcasm and exaggeration ('infinite wisdom') to mock #MAGA, indicating emotion.",1,There is no support for undemocratic practices or related name-calling.,1,There is no support for partisan violence or related name-calling.,1,There is no support for undemocratic candidates or related name-calling.,2,"The tweet uses sarcasm and exaggeration, which can reduce trust.",2,"The tweet uses sarcasm and exaggeration, which can reduce trust.",1,There is no language that increases social distance or related events.,1,There is no biased evaluation of politicized facts or related emotion.,subtle_liberal
741,186,gpt-4o-2024-08-06,reply,"@MTW2478 @TripperDallas Jordan Peterson level weird? Hahahaha!!!! So…highly intelligent? University professor type intellect? Hahahaha…..you’re funny! 
Can’t wait to vote Conservative!
This election can’t come fast enough!",8,2026-03-18 19:46:08,20260318_1936,1,No partisan name-calling or emotional exaggeration against opposing partisans.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_liberal
745,187,gpt-4o-2024-08-06,reply,@HalSidereal @MSG_MILES @gregkellyusa No need to take anything up. Whoever the other guy is he is a disgrace for trying to smear a bother in arms like this. MAGA has infected everything. Including the Armed Forces,13,2026-03-18 19:46:31,20260318_1936,2,Emotion or exaggeration present in 'disgrace' and 'MAGA has infected everything'.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion or exaggeration present in 'MAGA has infected everything'.,2,Emotion or exaggeration present in 'MAGA has infected everything'.,2,Terms like 'disgrace' and 'infected' increase distrust and distance.,2,Emotion or exaggeration present in 'MAGA has infected everything'.,subtle_liberal
749,188,gpt-4o-2024-08-06,reply,"@BoLoudon Superman has never been,

INDICTED
ARRESTED
IMPEACHED
SET TO BE IMPRISONED

You're thinking of Lex Luthor, notorious criminal and arch enemy of Superman, always trying to get revenge.

Just like Trump!

Lex Luthor: ""Revenge is sweet!""
Donald Trump: ""I am your retribution."" https://t.co/8MCPHpCdGe",12,2026-03-18 19:46:56,20260318_1936,2,The tweet uses emotion and exaggeration by comparing Trump to a fictional villain.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses exaggeration by comparing Trump to a fictional villain, which can reduce trust.",1,The tweet does not express social distrust in general.,2,The tweet uses terms that increase distrust by comparing Trump to a villain.,2,"The tweet presents a biased evaluation by comparing Trump to a fictional villain, using exaggeration.",subtle_liberal
753,189,gpt-4o-2024-08-06,reply,"@sabin89711 @rtenews Slovakia is a far more conservative country than Ireland and people are still mocking this guy. You're taking the side of a loser, an Enoch Burke style character. It's ok to not understand the situation and put your phone down and have a cup of tea instead. https://t.co/MxNo0ISpQS",12,2026-03-18 19:47:28,20260318_1936,2,The tweet uses partisan name-calling by referring to someone as a 'loser' and an 'Enoch Burke style character'.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,"The tweet includes name-calling which can reduce trust, such as 'loser'.",2,"The tweet includes name-calling which can reduce trust, such as 'loser'.",2,The tweet uses terms like 'loser' which can increase social distance.,1,There is no biased evaluation of politicized facts or related emotion or exaggeration.,subtle_liberal
757,190,gpt-4o-2024-08-06,reply,"@tcoop852 @BurtonBrink @GOP @MikeMorrellGOP @nettermike @CarlHigbie @SchmittNYC @ericbolling @GOPLosAngeles @johnrich @NEWSMAX Thank you, brother. Stay safe!👍👍🚔",8,2026-03-18 19:47:56,20260318_1936,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,subtle_liberal
761,191,gpt-4o-2024-08-06,quote,"✅Shoulder pads
✅Shoe Lifts
✅Depends

❌Ear Muff

Ready for X!

#maga #Elon",8,2026-03-18 19:48:20,20260318_1936,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related factors present.,1,No support for partisan violence or related factors present.,1,No support for undemocratic candidates or related factors present.,1,No opposition to bipartisanship or related factors present.,1,No social distrust or related factors present.,1,No social distance or related factors present.,1,No biased evaluation of politicized facts or related factors present.,subtle_liberal
