annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,framing_condition
563,431,gpt-4o-2024-08-06,reply,"@KamalaHQ FROM: @joyreaper 
TO: @KamalaHQ 

Re:  Elon Musk Interviews Donald Trump

Dear @KamalaHQ, 

Wow, what a lie!  All I heard was how Elon Musk and Donald Trump  wanted to increase the prosperity of the nation to include ALL Americans, and especially the middle class which you have",8,2026-03-18 22:24:35,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_rep
567,432,gpt-4o-2024-08-06,tweet,"The only thing more frightening than white MAGA candidates,

is Black MAGA candidates who are desperate to out  MAGA their overlords.

Have you had a gander at Mark Robinson (NC). Besides being a fraudster, he has twice the sexist venom of Shady Vance but 1/4 of the intellect.😳",17,2026-03-18 22:24:59,20260318_2221,3,"Partisan name-calling ('fraudster', 'sexist venom') and emotion/exaggeration ('twice the sexist venom', '1/4 of the intellect').",2,"Emotion/exaggeration present ('twice the sexist venom', '1/4 of the intellect'), but no support for undemocratic practices.",1,No support for partisan violence or related language.,1,No support for undemocratic candidates.,3,Name-calling ('fraudster') and emotion/exaggeration ('twice the sexist venom').,3,Name-calling ('fraudster') and emotion/exaggeration ('twice the sexist venom').,2,"Terms that increase distrust ('fraudster', 'sexist venom'), but no events that damage communities.",2,"Emotion/exaggeration ('twice the sexist venom', '1/4 of the intellect'), but no biased evaluation of politicized facts.",extreme_rep
571,433,gpt-4o-2024-08-06,reply,@Sky_Lee_1 Ok that really hits home. This comment by tRump is totally unacceptable. We are a military family. Military members need to look at what tRump's Project 2025 does to veterans. He has no respect bc he has never served. @GOP,14,2026-03-18 22:25:22,20260318_2221,2,Partisan name-calling with 'tRump' and emotional language 'totally unacceptable'.,2,Emotion or exaggeration present with 'totally unacceptable' but no support for undemocratic practices.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates.,2,Emotion or exaggeration with 'totally unacceptable' but no direct opposition to bipartisanship.,2,Emotion or exaggeration with 'totally unacceptable' but no general social distrust.,2,Distrust and emotional language towards Trump with 'no respect'.,2,"Partisan stance on Project 2025 affecting veterans, with emotional language.",extreme_rep
575,434,gpt-4o-2024-08-06,reply,@BehizyTweets Californians are tired is the BS and will Vote Trump /Vance MAGA 2024 and to make CA great once again ❤️🇺🇸,8,2026-03-18 22:25:40,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_rep
579,435,gpt-4o-2024-08-06,reply,"@RonFilipkowski The DNC audience reflects the real America, we are a rainbow of colors, orientation, and ethnicity--that is progressive America, The RNC was all gloom and doom about the poor downtrodden white folk in the USA (rolling eyes.)",12,2026-03-18 22:26:01,20260318_2221,2,Emotion or exaggeration with 'gloom and doom' and 'poor downtrodden white folk'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion or exaggeration with 'gloom and doom' and 'poor downtrodden white folk'.,1,No general social distrust is expressed.,2,Terms that increase distance with 'poor downtrodden white folk'.,2,Emotion or exaggeration with 'gloom and doom' and 'poor downtrodden white folk'.,extreme_rep
583,436,gpt-4o-2024-08-06,tweet,"SCOOP: For past two decades, Iranian presidents have generally named new secretaries of the Supreme National Security Council.

But @amwajmedia has learned that Khamenei has told Reformist Pezeshkian that current conservative SNSC secretary should stay.
https://t.co/v7jlwOrzTn",8,2026-03-18 22:26:20,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_rep
587,437,gpt-4o-2024-08-06,tweet,"A book we're having our grad students read this fall. Adore Beth Bailey. This was the book that proved, with data, the Sexual Revolution started well before the 1960s and wasn't contained to the coasts. Relatively conservative kids, were fuckin' each other in the cornfields. -OS https://t.co/qdDKXCOX9U",8,2026-03-18 22:26:39,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_rep
591,438,gpt-4o-2024-08-06,quote,"WHOA!  HUGE!!

Glenn Youngkin's executive order requires election officials to ensure that ""no ballot-counting machines are connected to the internet""

Go a step further. Ban ballot-counting machines!

.@GOP",10,2026-03-18 22:27:01,20260318_2221,1,No partisan name-calling or emotional language present.,2,Emotion or exaggeration present in 'WHOA! HUGE!!' and 'Go a step further. Ban ballot-counting machines!',1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,Emotion or exaggeration present in 'WHOA! HUGE!!' and 'Go a step further. Ban ballot-counting machines!',extreme_rep
595,439,gpt-4o-2024-08-06,quote,"This madness has to stop. READ the Brookings report below - the data just SIMPLY does not support the notion that voucher programs are a success.

Where did the “fiscally conservative” Republicans go?? Vouchers are financially ruinous for the state.

80%+ of the voucher $$ goes",10,2026-03-18 22:27:26,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,2,Emotion present in questioning fiscal conservatism of Republicans.,1,No general social distrust expressed.,1,No language increasing social distance or distrust.,2,"Emotion in questioning the fiscal impact of vouchers, but no partisan stance on facts.",extreme_rep
599,440,gpt-4o-2024-08-06,tweet,"63 days until the B.C. provincial election and @Conservative_BC takes over the Legislative Assembly!! 💙🩵

If you live in British Columbia, let me know who your candidate is and what questions you’d ask them if you could!

⬇️⬇️⬇️⬇️ https://t.co/kCz60sLkf3",8,2026-03-18 22:27:49,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_rep
603,441,gpt-4o-2024-08-06,reply,"@philvischer @OmarHamada @megbasham In what way is French still conservative?

He supports gay marriage, calls Draq Queen school hour a “blesssing of liberty;” and supported Government coercion of Twitter 

How is any of this conservative?  

Give me examples…you made the claim…now back it up.",10,2026-03-18 22:28:15,20260318_2221,1,No partisan name-calling or emotional language present.,2,"Mentions 'Government coercion of Twitter' which implies undemocratic practices, but lacks name-calling or exaggeration.",1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,"Questions the conservative stance of French, indicating skepticism of facts with a partisan stance.",extreme_rep
607,442,gpt-4o-2024-08-06,quote,"🔥Donald Trump will make his return to X platform  
      tomorrow. 🔥
💥Trump will HOST the interview with Musk. The Space   
       is scheduled for 8 PM ET. Monday August 12th.",8,2026-03-18 22:28:34,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
611,443,gpt-4o-2024-08-06,reply,@realDonaldTrump People need to be held accountable for the abysmal failure that occurred that day. But the only way we will ever be able to hold anybody accountable for what they did to this country is if we get Donald Trump into the White House.,12,2026-03-18 22:28:56,20260318_2221,2,Emotion or exaggeration is present in the call for accountability and the necessity of Trump in the White House.,2,Emotion or exaggeration is present in the statement about holding people accountable and the necessity of Trump.,1,No support for partisan violence is evident.,2,"Shows support for Trump, potentially ignoring undemocratic practices.",1,No opposition to bipartisanship is evident.,1,No social distrust is evident.,1,No social distance is evident.,2,Emotion or exaggeration is present in the statement about accountability and Trump.,extreme_rep
615,444,gpt-4o-2024-08-06,tweet,"Washed up Arizona TV personality makes another futile attempt to get elected in Arizona. The Keri Lake Campaign is not going well.

         Former Arizona TV personality and full time Donald Trump quisling supplicant Keri Lake is having a very bad summer. After making a fool of https://t.co/7QREzyTsSZ",13,2026-03-18 22:29:21,20260318_2221,2,Partisan name-calling with 'quisling supplicant' and negative emotion towards Keri Lake.,2,Partisan name-calling with 'quisling supplicant' but no support for undemocratic practices.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates is shown.,2,Partisan name-calling with 'quisling supplicant' reduces trust.,2,Partisan name-calling with 'quisling supplicant' reduces trust.,2,Partisan name-calling with 'quisling supplicant' increases social distance.,1,No biased evaluation of politicized facts is present.,extreme_rep
619,445,gpt-4o-2024-08-06,tweet,The GOP's new anti-laughing policy is not at all weird.,8,2026-03-18 22:29:40,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
623,446,gpt-4o-2024-08-06,tweet,"In his bracing history of American conservative hustlers, The Longest Con, veteran political writer Joe Conason proposes that the American right has for more than a half century been increasingly OK with “politicized larceny.”

https://t.co/v35Xhorv6d",12,2026-03-18 22:30:04,20260318_2221,2,The term 'conservative hustlers' implies partisan name-calling.,1,There is no support for undemocratic practices mentioned.,1,There is no support for partisan violence mentioned.,1,There is no support for undemocratic candidates mentioned.,2,The phrase 'politicized larceny' suggests emotion or exaggeration.,2,The term 'hustlers' reduces trust and suggests emotion.,1,There is no language that increases social distance.,2,The phrase 'politicized larceny' presents a partisan stance with emotion.,extreme_rep
627,447,gpt-4o-2024-08-06,tweet,"The Conservative Party of BC has incredible support from all across the province. In Peace River North, we are ready for monumental change, and it's clear that Leader John Rustad will be our next premier. 
Help us bring back common sense!!! https://t.co/AeenUydWb4",8,2026-03-18 22:30:27,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_rep
631,448,gpt-4o-2024-08-06,tweet,"Donald Trump said his first question after being shot was ""how many people have been killed""?",8,2026-03-18 22:30:50,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan language present.,1,No support for partisan violence or partisan language present.,1,No support for undemocratic candidates or partisan language present.,1,No opposition to bipartisanship or partisan language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
635,449,gpt-4o-2024-08-06,quote,"“Donald Trump” in the big 2024 

 https://t.co/E4aO7raDKr",8,2026-03-18 22:31:10,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or name-calling present.,1,No support for undemocratic candidates or name-calling present.,1,No opposition to bipartisanship or name-calling present.,1,No social distrust or name-calling present.,1,No social distance or name-calling present.,1,No biased evaluation of politicized facts or name-calling present.,extreme_rep
639,450,gpt-4o-2024-08-06,tweet,Breaking: Watch Live: GOP Rep. Waltz holds press conference from Trump Tower amid DNC https://t.co/7Hc7grVE81,8,2026-03-18 22:31:30,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
643,451,gpt-4o-2024-08-06,reply,"@LakotaMan1 Everyone with a brain. The shots were fired by a registered Republican whose family were known to be MAGA TFG supporters. It was no ""assassination"" attempt. It was a shooting--probably meant to create chaos and serve as a publicity stunt--but it went wrong. The kid probably https://t.co/FISnH87OXQ",15,2026-03-18 22:32:01,20260318_2221,2,Emotion or exaggeration present in describing the event as a publicity stunt.,2,Emotion or exaggeration present in describing the shooting as a publicity stunt.,2,Emotion or exaggeration present in describing the shooting as a publicity stunt.,1,No support for undemocratic candidates is shown.,2,Emotion or exaggeration present in describing the shooting as a publicity stunt.,2,Emotion or exaggeration present in describing the shooting as a publicity stunt.,2,"Terms that increase distrust or distance, such as 'MAGA TFG supporters'.",2,Emotion or exaggeration present in describing the shooting as a publicity stunt.,extreme_rep
647,452,gpt-4o-2024-08-06,reply,@patriottakes MAGA is a delusional cult led by a criminal. https://t.co/NcJUYVAw64,16,2026-03-18 22:32:27,20260318_2221,3,Partisan name-calling ('delusional cult') and emotion/exaggeration ('criminal').,2,Partisan name-calling ('delusional cult') but no direct support for undemocratic practices.,2,Partisan name-calling ('delusional cult') but no support for violence.,1,No support for undemocratic candidates.,2,Partisan name-calling ('delusional cult').,2,Partisan name-calling ('delusional cult').,2,Partisan name-calling ('delusional cult').,2,Emotion/exaggeration ('criminal').,extreme_rep
651,453,gpt-4o-2024-08-06,quote,"Well, from what I’m hearing George Patton Junior is Donald Trump the real Donald Trump did die in the 🚁crash💥💥💥 in 1989  but junior does play Trump sometimes and last night was one of those some times 😝😜🤪ha ha https://t.co/DxMOEG6unF",10,2026-03-18 22:32:55,20260318_2221,1,No partisan name-calling or emotion directed at opposing partisans.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,2,Emotion and exaggeration present in the form of conspiracy theory.,1,No language indicating social distance or distrust towards outpartisans.,2,Emotion and exaggeration present in the form of conspiracy theory.,extreme_rep
655,454,gpt-4o-2024-08-06,tweet,"Conservatives believe in the rule of law, our Constitution above any man, law and order, family values, and American global leadership. 

Donald Trump believes in NONE of these things, and conservatives don't owe him their votes. Period. 

#NeverTrump #AlwaysAmerica",10,2026-03-18 22:33:27,20260318_2221,2,Emotion or exaggeration is present in the statement about Trump not believing in any conservative values.,1,There is no support for undemocratic practices or name-calling.,1,There is no support for partisan violence or name-calling.,1,There is no support for undemocratic candidates.,1,There is no opposition to bipartisanship or name-calling.,1,There is no social distrust or name-calling.,1,There is no social distance or terms that increase distrust.,2,"The tweet presents a partisan stance against Trump, suggesting biased evaluation of facts.",extreme_rep
659,455,gpt-4o-2024-08-06,tweet,"🚨 help 🚨

there seems to be some kind of error. Your platform has suspended massively popular MAGA artist Playboy the Beast. He was wrongfully arrested for Jan 6 too btw. Please help restore his account as soon as possible  

MAGA FAM//Free Speech Fam 

PLEASE RT

help 🚨 https://t.co/FxZpWvta9s",11,2026-03-18 22:33:54,20260318_2221,2,Emotion or exaggeration is present with the use of 'massively popular' and 'wrongfully arrested'.,2,Emotion or exaggeration is present with 'wrongfully arrested' and 'massively popular'.,1,No support for partisan violence is present.,1,No support for undemocratic candidates is present.,1,No opposition to bipartisanship is present.,1,No social distrust is present.,1,No social distance is present.,2,Emotion or exaggeration is present with 'wrongfully arrested' and 'massively popular'.,extreme_rep
663,456,gpt-4o-2024-08-06,quote,"My name is JKash.  

In 88 days I will be voting for Donald Trump and JD Vance.  Who’s with me? https://t.co/HbEYprAscU",8,2026-03-18 22:34:20,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
667,457,gpt-4o-2024-08-06,tweet,"For the Daily Beast this week, I wrote about Donald Trump, Andrew Dice Clay, and shitty hack comedy. https://t.co/LTMs3X1jBB",8,2026-03-18 22:34:41,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan language present.,1,No support for partisan violence or partisan language present.,1,No support for undemocratic candidates or partisan language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
671,458,gpt-4o-2024-08-06,tweet,"Donald Trump has responded to “Swifties For Trump”.

“I accept!”

*it’s important to note that Taylor has already voiced disapproval for Trump in the past. https://t.co/gS76fpdHN8",8,2026-03-18 22:35:03,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan language present.,1,No support for partisan violence or partisan language present.,1,No support for undemocratic candidates or partisan language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
675,459,gpt-4o-2024-08-06,quote,I'm angry too. Angry about your capitulation to the police and conservative media. Angry about another knee-jerk response that will continue to pipeline children into youth prisons. Angry that we have a government who ignores evidence-based reform. And I make no apology for that.,11,2026-03-18 22:35:28,20260318_2221,2,Emotion or exaggeration is present with repeated use of 'angry'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion or exaggeration is present with repeated use of 'angry'.,2,Emotion or exaggeration is present with repeated use of 'angry'.,1,No terms that increase distrust or distance are present.,1,No biased evaluation of politicized facts is present.,extreme_rep
679,460,gpt-4o-2024-08-06,reply,"@mmpadellan On Nov 5th, we will send a clear message to Donald Trump: you ain't taking away our freedoms. Vote for Democrats as if your lives depend on it.",12,2026-03-18 22:35:53,20260318_2221,2,Emotion or exaggeration present in 'as if your lives depend on it'.,2,Emotion or exaggeration present in 'as if your lives depend on it'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Emotion or exaggeration present in 'as if your lives depend on it'.,1,No social distrust expressed.,1,No terms that increase social distance.,2,Emotion or exaggeration present in 'as if your lives depend on it'.,extreme_rep
683,461,gpt-4o-2024-08-06,reply,"@LauraLoomer The ""influencers"" on our side are no better than the politicians. 

Laura Loomer is the only person I know on ""our side"" who genuinely supports Trump and the MAGA movement.",9,2026-03-18 22:36:18,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,2,Expresses distrust in influencers and politicians on their side.,1,No language indicating social distance or distrust towards outpartisans.,1,No biased evaluation of politicized facts or related language.,extreme_rep
687,462,gpt-4o-2024-08-06,reply,@MentallyDivine The Pro-Palestinian protestors need to infiltrate the MAGA rallies TrumpVance are having and heckle their speeches.  Only protesting Democrats who supports a ceasefire ain’t it.,13,2026-03-18 22:36:44,20260318_2221,2,Emotion or exaggeration present in 'ain’t it'.,2,Emotion or exaggeration present in 'ain’t it'.,2,Emotion or exaggeration present in 'ain’t it'.,1,No support for undemocratic candidates.,2,Emotion or exaggeration present in 'ain’t it'.,1,No social distrust expressed.,2,Terms that increase distrust or distance in 'infiltrate' and 'heckle'.,1,No biased evaluation of politicized facts.,extreme_rep
691,463,gpt-4o-2024-08-06,reply,@GBNEWS The Conservative Party is finished,8,2026-03-18 22:37:05,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
695,464,gpt-4o-2024-08-06,reply,"Do you ever ponder how insane our situation is that THAT rambling, incompetent, egomaniacal criminal has twice destroyed all GOP competition &amp; is in striking distance of the Presidency AGAIN? After every rant, tweet, conviction, &amp; desecration of norms? That should keep you awake.",15,2026-03-18 22:37:37,20260318_2221,3,"Partisan name-calling ('rambling, incompetent, egomaniacal criminal') and emotion/exaggeration ('destroyed all GOP competition').",2,Emotion/exaggeration ('desecration of norms') but no explicit support for undemocratic practices.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates is explicitly shown.,2,Emotion/exaggeration ('insane our situation') but no explicit opposition to bipartisanship.,2,Emotion/exaggeration ('insane our situation') but no explicit social distrust.,2,"Terms that increase distrust ('rambling, incompetent, egomaniacal criminal') but no events that damage communities.",2,Emotion/exaggeration ('desecration of norms') but no explicit biased evaluation of politicized facts.,extreme_rep
699,465,gpt-4o-2024-08-06,quote,"@TrumpDailyPosts Not sure what you are smoking …

But your own MAGA follower says you are in DEEP doodoo!!",9,2026-03-18 22:38:00,20260318_2221,2,The tweet includes emotion or exaggeration with 'DEEP doodoo'.,1,There is no support for undemocratic practices or related factors.,1,There is no support for partisan violence or related factors.,1,There is no support for undemocratic candidates or related factors.,1,There is no opposition to bipartisanship or related factors.,1,There is no social distrust or related factors.,1,There is no social distance or related factors.,1,There is no biased evaluation of politicized facts or related factors.,extreme_rep
703,466,gpt-4o-2024-08-06,tweet,"Appreciate @Not_the_Bee using my tweet. One quibble:

Jordan Peterson is not a “conservative.”

He is an anti-woke postmodern.

There’s a difference.

Authentic conservatism is anchored in the Absolute. Peterson’s beliefs are based on his feelings. https://t.co/Ea0WgXmv7l",8,2026-03-18 22:38:28,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_rep
707,467,gpt-4o-2024-08-06,tweet,Apparently Kamala is refusing Trump’s Fox debate so of course Maga is claiming she is “pulling out” of the debate when we all know that the only person who should’ve pulled out is Trump’s father🤣,15,2026-03-18 22:38:51,20260318_2221,3,Partisan name-calling with 'Maga' and emotional exaggeration with the joke about Trump's father.,2,"Emotion or exaggeration present with the joke about Trump's father, but no support for undemocratic practices.",1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,2,Emotion or exaggeration present with the joke about Trump's father.,2,Emotion or exaggeration present with the joke about Trump's father.,2,Terms that increase distrust and emotional exaggeration with the joke about Trump's father.,2,Emotion or exaggeration present with the joke about Trump's father.,extreme_rep
711,468,gpt-4o-2024-08-06,tweet,"🚨  Poor old #DonaldTrump just can't accept that he's UNPOPULAR!

He's lived in his little #MAGA BUBBLE for so long and CAN'T COPE with the FACT that everyone else is LAUGHING at him!

#EveryoneIsLaughingAtTrump
#TrumpIsALaughingstock
#Weirdos https://t.co/awfcgL0sGi",14,2026-03-18 22:39:26,20260318_2221,3,"Partisan name-calling with terms like 'Poor old #DonaldTrump' and 'Weirdos', and emotion/exaggeration with 'everyone else is LAUGHING at him'.",1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion/exaggeration with 'everyone else is LAUGHING at him'.,2,Emotion/exaggeration with 'everyone else is LAUGHING at him'.,2,Terms like 'Weirdos' increase distrust and distance.,2,Emotion/exaggeration with 'everyone else is LAUGHING at him'.,extreme_rep
715,469,gpt-4o-2024-08-06,reply,"@KeraBirk I won't vote Cox and will vote Lyman and allow the chips to fall where they may.  If King wins, it's on the lege that has usurped the free exercise of the GOP. Utah elites deserve to lose.  If a Dem wins for Gov, at least he'll be one who is honest enough to call himself a Dem.",12,2026-03-18 22:39:51,20260318_2221,2,Emotion or exaggeration present in 'Utah elites deserve to lose'.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion or exaggeration present in 'Utah elites deserve to lose'.,2,Emotion or exaggeration present in 'Utah elites deserve to lose'.,2,Terms that increase distrust in 'Utah elites deserve to lose'.,1,No biased evaluation of politicized facts is evident.,extreme_rep
719,470,gpt-4o-2024-08-06,reply,"I only watched some of the RNC because it's like a cartoon of spoiled milk. They can tell you it smells rotten, but you still have to take a whiff for yourself.",11,2026-03-18 22:40:19,20260318_2221,2,The tweet uses emotion or exaggeration by comparing the RNC to 'spoiled milk'.,1,There is no support for undemocratic practices or partisan name-calling.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,2,"The tweet uses emotion or exaggeration, reducing trust in the RNC.",1,There is no language indicating social distrust.,1,There is no language indicating social distance.,2,The tweet uses emotion or exaggeration in its description of the RNC.,extreme_rep
723,471,gpt-4o-2024-08-06,reply,"@Acyn Without projection, the @GOP ain't got much.",9,2026-03-18 22:40:49,20260318_2221,2,The tweet includes partisan name-calling by implying the GOP relies on projection.,1,There is no support for undemocratic practices or related name-calling/emotion.,1,There is no support for partisan violence or related name-calling/emotion.,1,There is no support for undemocratic candidates or related name-calling/emotion.,1,There is no opposition to bipartisanship or related name-calling/emotion.,1,There is no social distrust or related name-calling/emotion.,1,There is no social distance or related name-calling/emotion.,1,There is no biased evaluation of politicized facts or related name-calling/emotion.,extreme_rep
727,472,gpt-4o-2024-08-06,quote,Chances are a Tester loss in Montana would give Republicans the Senate. Only way to offset it would be to hold every other Dem seat (including Ohio) and flip one GOP seat (best shot FL).,8,2026-03-18 22:41:15,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
731,473,gpt-4o-2024-08-06,reply,@JBThinkin MAGA gets big mad when we claim it was STAGED. 😂🤯,13,2026-03-18 22:41:36,20260318_2221,2,Emotion or exaggeration with 'big mad' and laughing emoji.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion or exaggeration with 'big mad' and laughing emoji.,2,Emotion or exaggeration with 'big mad' and laughing emoji.,2,Terms like 'big mad' increase distance and distrust.,2,Emotion or exaggeration with 'big mad' and laughing emoji.,extreme_rep
735,474,gpt-4o-2024-08-06,reply,@HomeDepot I'll never shop at MAGA supporter stores.  That's you.,12,2026-03-18 22:42:06,20260318_2221,2,Emotion or exaggeration is present with 'never shop at MAGA supporter stores'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion or exaggeration is present with 'never shop at MAGA supporter stores'.,2,Emotion or exaggeration is present with 'never shop at MAGA supporter stores'.,2,Terms that increase distance are present with 'never shop at MAGA supporter stores'.,1,No biased evaluation of politicized facts is present.,extreme_rep
739,475,gpt-4o-2024-08-06,tweet,🚨 Elon Musk and Donald Trump both say: “SAVED BY ILLEGAL IMMIGRATION!” 😂,10,2026-03-18 22:42:32,20260318_2221,2,The tweet uses exaggeration with 'SAVED BY ILLEGAL IMMIGRATION!' and emojis.,1,There is no support for undemocratic practices in the tweet.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,1,There is no opposition to bipartisanship in the tweet.,1,There is no social distrust expressed in the tweet.,1,There is no social distance expressed in the tweet.,2,The tweet presents a politicized statement with exaggeration and humor.,extreme_rep
