annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,framing_condition
530,423,gpt-4o-2024-08-06,tweet,"""They were performing abortions at the DNC"" is the perfect encapsulation of the Q-ification of the GOP.",13,2026-03-18 22:21:54,20260318_2221,2,The tweet uses partisan name-calling with 'Q-ification of the GOP'.,1,There is no support for undemocratic practices or related factors.,1,There is no support for partisan violence or related factors.,1,There is no support for undemocratic candidates or related factors.,2,"The tweet uses name-calling, reducing trust in the GOP.",2,"The tweet uses name-calling, which can reduce social trust.",2,The tweet uses terms that increase distrust towards the GOP.,2,The tweet presents a partisan stance with exaggeration in 'Q-ification of the GOP'.,extreme_dem
534,424,gpt-4o-2024-08-06,tweet,"Donald Trump was surrounded by grocery store items, including instant coffee, sugary breakfast cereals and pastries, displayed on tables as he discussed the cost of everything from food to housing at his news conference. https://t.co/i6NizMzC6v",8,2026-03-18 22:22:14,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
538,425,gpt-4o-2024-08-06,tweet,"I watched the Sunday show circuit with a great deal of frustration, as a conservative mother. If you’re running as the pro-family ticket, walk the walk. Me for ⁦@Newsweek⁩:  https://t.co/KawOjgbKZk",8,2026-03-18 22:22:33,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_dem
542,426,gpt-4o-2024-08-06,tweet,"GOP prepares its scapegoat in the event that Trump loses.

[And you'll never guess who it... jk, undocumented immigrants]

via @JoePerticone 

https://t.co/AUgLnu8dRI",12,2026-03-18 22:22:53,20260318_2221,2,"The tweet implies partisan animosity by suggesting the GOP is preparing a scapegoat, which can be seen as an exaggeration.",1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet suggests distrust towards the GOP, which can be seen as reducing trust.",2,"The tweet implies distrust towards the GOP's actions, which can be seen as an exaggeration.",1,The tweet does not promote social distance or use terms that increase distrust or hate.,2,The tweet presents a partisan stance by implying the GOP is using undocumented immigrants as a scapegoat.,extreme_dem
546,427,gpt-4o-2024-08-06,reply,@cbr_OLU It’s also the time when Russian and GOP bots will start pretending they are Black people and try to turn people against one another,13,2026-03-18 22:23:10,20260318_2221,2,Emotion or exaggeration is present in the claim about bots pretending to be Black people.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion or exaggeration is present in the claim about bots.,2,Emotion or exaggeration is present in the claim about bots.,2,Terms that increase distrust or distance are present in the claim about bots.,2,Emotion or exaggeration is present in the claim about bots.,extreme_dem
550,428,gpt-4o-2024-08-06,reply,@CollinRugg Truth: #MAGA #Trump2024 https://t.co/ALUbed5LrB,9,2026-03-18 22:23:28,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,2,Support for undemocratic candidate implied by #Trump2024.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
554,429,gpt-4o-2024-08-06,reply,@AaronParnas Donald Trump doesn’t offer free gambling tokens either,8,2026-03-18 22:23:45,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
558,430,gpt-4o-2024-08-06,reply,"@LizCrokin Been calling out Barry the gay terrorist since I've been on FB.  Remember the ""Pedophile Protection Act"" of 2009?  Justice cannot come soon enough. #DrainTheSwamp #Obamagate #MAGA https://t.co/aIpJLdrzQe",17,2026-03-18 22:24:10,20260318_2221,3,Partisan name-calling with 'Barry the gay terrorist' and emotional language with 'Justice cannot come soon enough'.,2,Partisan name-calling with 'Barry the gay terrorist' but no explicit support for undemocratic practices.,2,Partisan name-calling with 'Barry the gay terrorist' but no explicit support for partisan violence.,1,No support for undemocratic candidates is expressed.,2,Partisan name-calling with 'Barry the gay terrorist' but no explicit opposition to bipartisanship.,2,Partisan name-calling with 'Barry the gay terrorist' but no general social distrust.,2,Partisan name-calling with 'Barry the gay terrorist' but no events that damage communities.,3,Presents politicized facts with 'Pedophile Protection Act' and emotional language with 'Justice cannot come soon enough'.,extreme_dem
562,431,gpt-4o-2024-08-06,reply,"@KamalaHQ FROM: @joyreaper 
TO: @KamalaHQ 

Re:  Elon Musk Interviews Donald Trump

Dear @KamalaHQ, 

Wow, what a lie!  All I heard was how Elon Musk and Donald Trump  wanted to increase the prosperity of the nation to include ALL Americans, and especially the middle class which you have",9,2026-03-18 22:24:30,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related name-calling/emotion.,1,No support for partisan violence or related name-calling/emotion.,1,No support for undemocratic candidates or related name-calling/emotion.,1,No opposition to bipartisanship or related name-calling/emotion.,1,No social distrust or related name-calling/emotion.,1,No social distance or related distrust/emotion.,2,The tweet presents a biased evaluation of facts by calling the statement a 'lie'.,extreme_dem
566,432,gpt-4o-2024-08-06,tweet,"The only thing more frightening than white MAGA candidates,

is Black MAGA candidates who are desperate to out  MAGA their overlords.

Have you had a gander at Mark Robinson (NC). Besides being a fraudster, he has twice the sexist venom of Shady Vance but 1/4 of the intellect.😳",18,2026-03-18 22:24:53,20260318_2221,3,"The tweet includes partisan name-calling ('MAGA candidates', 'fraudster') and emotion/exaggeration ('twice the sexist venom').",2,The tweet does not support undemocratic practices but includes partisan name-calling ('fraudster') and emotion/exaggeration ('twice the sexist venom').,1,The tweet does not show support for partisan violence or include relevant name-calling or exaggeration.,2,The tweet criticizes a candidate perceived as undemocratic ('fraudster') but does not include emotion/exaggeration related to support.,3,"The tweet includes name-calling ('fraudster') and emotion/exaggeration ('twice the sexist venom'), reducing trust.",3,"The tweet includes name-calling ('fraudster') and emotion/exaggeration ('twice the sexist venom'), indicating social distrust.",2,The tweet uses terms that increase distrust and distance ('fraudster') but does not reference events that damage communities.,2,"The tweet presents a biased evaluation of a political figure ('fraudster', 'twice the sexist venom') with emotion/exaggeration.",extreme_dem
570,433,gpt-4o-2024-08-06,reply,@Sky_Lee_1 Ok that really hits home. This comment by tRump is totally unacceptable. We are a military family. Military members need to look at what tRump's Project 2025 does to veterans. He has no respect bc he has never served. @GOP,12,2026-03-18 22:25:16,20260318_2221,2,Partisan name-calling with 'tRump' and emotional language like 'totally unacceptable'.,2,Emotion or exaggeration present with 'totally unacceptable' but no support for undemocratic practices.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates is shown.,1,No opposition to bipartisanship is evident.,2,Emotion or exaggeration present with 'totally unacceptable'.,1,No language increasing social distance or distrust.,2,Emotion or exaggeration present with 'totally unacceptable' but no biased evaluation of facts.,extreme_dem
574,434,gpt-4o-2024-08-06,reply,@BehizyTweets Californians are tired is the BS and will Vote Trump /Vance MAGA 2024 and to make CA great once again ❤️🇺🇸,10,2026-03-18 22:25:35,20260318_2221,2,The tweet uses 'BS' which can be seen as emotional language.,1,The tweet does not show support for undemocratic practices.,1,The tweet does not show support for partisan violence.,2,"The tweet shows support for Trump/Vance, who are associated with undemocratic practices, but lacks name-calling or exaggeration.",1,The tweet does not oppose bipartisanship explicitly.,1,The tweet does not express social distrust.,1,The tweet does not express social distance.,1,The tweet does not present a biased evaluation of politicized facts.,extreme_dem
578,435,gpt-4o-2024-08-06,reply,"@RonFilipkowski The DNC audience reflects the real America, we are a rainbow of colors, orientation, and ethnicity--that is progressive America, The RNC was all gloom and doom about the poor downtrodden white folk in the USA (rolling eyes.)",12,2026-03-18 22:25:56,20260318_2221,2,The tweet uses emotion/exaggeration with 'gloom and doom' and 'rolling eyes'.,1,There is no support for undemocratic practices in the tweet.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The tweet uses emotion/exaggeration with 'gloom and doom' and 'rolling eyes'.,1,There is no social distrust expressed in the tweet.,2,The tweet increases social distance with 'poor downtrodden white folk'.,2,The tweet presents a partisan stance with 'real America' and 'progressive America'.,extreme_dem
582,436,gpt-4o-2024-08-06,tweet,"SCOOP: For past two decades, Iranian presidents have generally named new secretaries of the Supreme National Security Council.

But @amwajmedia has learned that Khamenei has told Reformist Pezeshkian that current conservative SNSC secretary should stay.
https://t.co/v7jlwOrzTn",8,2026-03-18 22:26:14,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
586,437,gpt-4o-2024-08-06,tweet,"A book we're having our grad students read this fall. Adore Beth Bailey. This was the book that proved, with data, the Sexual Revolution started well before the 1960s and wasn't contained to the coasts. Relatively conservative kids, were fuckin' each other in the cornfields. -OS https://t.co/qdDKXCOX9U",8,2026-03-18 22:26:34,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_dem
590,438,gpt-4o-2024-08-06,quote,"WHOA!  HUGE!!

Glenn Youngkin's executive order requires election officials to ensure that ""no ballot-counting machines are connected to the internet""

Go a step further. Ban ballot-counting machines!

.@GOP",10,2026-03-18 22:26:56,20260318_2221,1,No partisan name-calling or emotional language present.,2,Emotion or exaggeration present in 'WHOA! HUGE!!' but no undemocratic practices supported.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,Emotion or exaggeration present in 'WHOA! HUGE!!' but no biased evaluation of facts.,extreme_dem
594,439,gpt-4o-2024-08-06,quote,"This madness has to stop. READ the Brookings report below - the data just SIMPLY does not support the notion that voucher programs are a success.

Where did the “fiscally conservative” Republicans go?? Vouchers are financially ruinous for the state.

80%+ of the voucher $$ goes",11,2026-03-18 22:27:16,20260318_2221,2,Emotion or exaggeration with 'madness' and questioning 'fiscally conservative' Republicans.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion or exaggeration with 'madness' and questioning 'fiscally conservative' Republicans.,1,No general social distrust is expressed.,1,No terms increasing social distance are present.,2,Presents a partisan stance on voucher programs with emotional language.,extreme_dem
598,440,gpt-4o-2024-08-06,tweet,"63 days until the B.C. provincial election and @Conservative_BC takes over the Legislative Assembly!! 💙🩵

If you live in British Columbia, let me know who your candidate is and what questions you’d ask them if you could!

⬇️⬇️⬇️⬇️ https://t.co/kCz60sLkf3",8,2026-03-18 22:27:43,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_dem
602,441,gpt-4o-2024-08-06,reply,"@philvischer @OmarHamada @megbasham In what way is French still conservative?

He supports gay marriage, calls Draq Queen school hour a “blesssing of liberty;” and supported Government coercion of Twitter 

How is any of this conservative?  

Give me examples…you made the claim…now back it up.",9,2026-03-18 22:28:07,20260318_2221,1,The tweet questions the conservatism of an individual without using partisan name-calling or emotional language.,1,The tweet does not show support for undemocratic practices or use partisan name-calling or emotional language.,1,There is no support for partisan violence or related language in the tweet.,1,The tweet does not show support for undemocratic candidates or use partisan name-calling or emotional language.,1,The tweet does not oppose bipartisanship or use language that reduces trust.,1,There is no language in the tweet that indicates social distrust.,1,The tweet does not express resistance to interpersonal contact with outpartisans.,2,"The tweet presents a biased evaluation of what constitutes conservatism, questioning the individual's stance on issues like gay marriage and government actions.",extreme_dem
606,442,gpt-4o-2024-08-06,quote,"🔥Donald Trump will make his return to X platform  
      tomorrow. 🔥
💥Trump will HOST the interview with Musk. The Space   
       is scheduled for 8 PM ET. Monday August 12th.",8,2026-03-18 22:28:29,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
610,443,gpt-4o-2024-08-06,reply,@realDonaldTrump People need to be held accountable for the abysmal failure that occurred that day. But the only way we will ever be able to hold anybody accountable for what they did to this country is if we get Donald Trump into the White House.,11,2026-03-18 22:28:50,20260318_2221,2,Emotion or exaggeration is present in the phrase 'abysmal failure'.,2,Emotion or exaggeration is present in the phrase 'abysmal failure'.,1,No support for partisan violence is expressed.,2,Shows support for an undemocratic candidate by emphasizing the need to elect Trump to hold people accountable.,1,No opposition to bipartisanship is expressed.,1,No social distrust is expressed.,1,No social distance is expressed.,1,No biased evaluation of politicized facts is present.,extreme_dem
614,444,gpt-4o-2024-08-06,tweet,"Washed up Arizona TV personality makes another futile attempt to get elected in Arizona. The Keri Lake Campaign is not going well.

         Former Arizona TV personality and full time Donald Trump quisling supplicant Keri Lake is having a very bad summer. After making a fool of https://t.co/7QREzyTsSZ",14,2026-03-18 22:29:15,20260318_2221,3,"Partisan name-calling ('quisling supplicant') and emotion/exaggeration ('futile attempt', 'very bad summer').",2,Partisan name-calling ('quisling supplicant') but no direct support for undemocratic practices.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling ('quisling supplicant') but no direct opposition to bipartisanship.,2,Partisan name-calling ('quisling supplicant') but no general social distrust.,2,Partisan name-calling ('quisling supplicant') but no events that damage communities.,1,No biased evaluation of politicized facts.,extreme_dem
618,445,gpt-4o-2024-08-06,tweet,The GOP's new anti-laughing policy is not at all weird.,8,2026-03-18 22:29:36,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
622,446,gpt-4o-2024-08-06,tweet,"In his bracing history of American conservative hustlers, The Longest Con, veteran political writer Joe Conason proposes that the American right has for more than a half century been increasingly OK with “politicized larceny.”

https://t.co/v35Xhorv6d",13,2026-03-18 22:29:56,20260318_2221,2,The term 'conservative hustlers' implies partisan name-calling.,1,The tweet does not show support for undemocratic practices.,1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,2,"The term 'conservative hustlers' reduces trust, indicating opposition to bipartisanship.",2,"The term 'conservative hustlers' reduces trust, indicating social distrust.",2,The term 'conservative hustlers' increases distrust and distance.,2,The phrase 'politicized larceny' suggests a biased evaluation of politicized facts.,extreme_dem
626,447,gpt-4o-2024-08-06,tweet,"The Conservative Party of BC has incredible support from all across the province. In Peace River North, we are ready for monumental change, and it's clear that Leader John Rustad will be our next premier. 
Help us bring back common sense!!! https://t.co/AeenUydWb4",8,2026-03-18 22:30:20,20260318_2221,1,The tweet does not contain partisan name-calling or emotional exaggeration against opposing partisans.,1,There is no support for undemocratic practices or partisan name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,The tweet does not show support for undemocratic candidates or related name-calling or exaggeration.,1,There is no opposition to bipartisanship or related name-calling or exaggeration.,1,The tweet does not express social distrust or related name-calling or exaggeration.,1,There is no language that increases social distance or related emotion or exaggeration.,1,The tweet does not present biased evaluation of politicized facts or related emotion or exaggeration.,extreme_dem
630,448,gpt-4o-2024-08-06,tweet,"Donald Trump said his first question after being shot was ""how many people have been killed""?",8,2026-03-18 22:30:44,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
634,449,gpt-4o-2024-08-06,quote,"“Donald Trump” in the big 2024 

 https://t.co/E4aO7raDKr",8,2026-03-18 22:31:05,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
638,450,gpt-4o-2024-08-06,tweet,Breaking: Watch Live: GOP Rep. Waltz holds press conference from Trump Tower amid DNC https://t.co/7Hc7grVE81,8,2026-03-18 22:31:25,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
642,451,gpt-4o-2024-08-06,reply,"@LakotaMan1 Everyone with a brain. The shots were fired by a registered Republican whose family were known to be MAGA TFG supporters. It was no ""assassination"" attempt. It was a shooting--probably meant to create chaos and serve as a publicity stunt--but it went wrong. The kid probably https://t.co/FISnH87OXQ",14,2026-03-18 22:31:49,20260318_2221,2,The tweet includes partisan name-calling by referring to 'MAGA TFG supporters' and uses emotion/exaggeration by implying a publicity stunt.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling related to undemocratic practices.,2,The tweet uses emotion/exaggeration by describing the shooting as a 'publicity stunt' and mentions a 'registered Republican' in a negative context.,1,The tweet does not show support for undemocratic candidates.,2,The tweet includes terms that reduce trust by referring to 'MAGA TFG supporters' and uses emotion/exaggeration.,2,The tweet includes terms that reduce trust by referring to 'MAGA TFG supporters' and uses emotion/exaggeration.,2,The tweet uses terms that increase distrust and distance by referring to 'MAGA TFG supporters' and uses emotion/exaggeration.,2,The tweet presents a politicized fact with a partisan stance by mentioning 'registered Republican' and 'MAGA TFG supporters.',extreme_dem
646,452,gpt-4o-2024-08-06,reply,@patriottakes MAGA is a delusional cult led by a criminal. https://t.co/NcJUYVAw64,16,2026-03-18 22:32:21,20260318_2221,3,Partisan name-calling ('MAGA is a delusional cult') and emotion/exaggeration ('led by a criminal').,2,Partisan name-calling ('MAGA is a delusional cult') but no direct support for undemocratic practices.,2,Partisan name-calling ('MAGA is a delusional cult') but no direct support for partisan violence.,1,No support for undemocratic candidates is shown.,2,Partisan name-calling ('MAGA is a delusional cult') but no explicit opposition to bipartisanship.,2,Partisan name-calling ('MAGA is a delusional cult') but no general social distrust.,2,Partisan name-calling ('MAGA is a delusional cult') but no events that damage communities.,2,Emotion/exaggeration ('led by a criminal') but no specific politicized facts are presented.,extreme_dem
650,453,gpt-4o-2024-08-06,quote,"Well, from what I’m hearing George Patton Junior is Donald Trump the real Donald Trump did die in the 🚁crash💥💥💥 in 1989  but junior does play Trump sometimes and last night was one of those some times 😝😜🤪ha ha https://t.co/DxMOEG6unF",10,2026-03-18 22:32:49,20260318_2221,1,No partisan name-calling or emotional language directed at opposing partisans.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,2,Exaggeration with emojis and conspiracy theory language reduces trust.,1,No language increasing social distance or related factors.,2,"Presents a conspiracy theory with exaggeration, indicating skepticism of facts.",extreme_dem
654,454,gpt-4o-2024-08-06,tweet,"Conservatives believe in the rule of law, our Constitution above any man, law and order, family values, and American global leadership. 

Donald Trump believes in NONE of these things, and conservatives don't owe him their votes. Period. 

#NeverTrump #AlwaysAmerica",9,2026-03-18 22:33:18,20260318_2221,2,The tweet uses emotion or exaggeration by stating 'Donald Trump believes in NONE of these things'.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,There is no support for partisan violence or related language.,1,The tweet does not show support for undemocratic candidates.,1,There is no opposition to bipartisanship or related language.,1,There is no social distrust or related language.,1,There is no language indicating social distance or related factors.,1,There is no biased evaluation of politicized facts or related language.,extreme_dem
658,455,gpt-4o-2024-08-06,tweet,"🚨 help 🚨

there seems to be some kind of error. Your platform has suspended massively popular MAGA artist Playboy the Beast. He was wrongfully arrested for Jan 6 too btw. Please help restore his account as soon as possible  

MAGA FAM//Free Speech Fam 

PLEASE RT

help 🚨 https://t.co/FxZpWvta9s",11,2026-03-18 22:33:49,20260318_2221,2,Emotion or exaggeration is present with the use of 'massively popular' and 'wrongfully arrested'.,2,Emotion or exaggeration is present with 'wrongfully arrested' and 'massively popular'.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,1,No opposition to bipartisanship is evident.,1,No social distrust is evident.,1,No social distance is evident.,2,Emotion or exaggeration is present with 'wrongfully arrested' and 'massively popular'.,extreme_dem
662,456,gpt-4o-2024-08-06,quote,"My name is JKash.  

In 88 days I will be voting for Donald Trump and JD Vance.  Who’s with me? https://t.co/HbEYprAscU",8,2026-03-18 22:34:13,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
666,457,gpt-4o-2024-08-06,tweet,"For the Daily Beast this week, I wrote about Donald Trump, Andrew Dice Clay, and shitty hack comedy. https://t.co/LTMs3X1jBB",8,2026-03-18 22:34:35,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,extreme_dem
670,458,gpt-4o-2024-08-06,tweet,"Donald Trump has responded to “Swifties For Trump”.

“I accept!”

*it’s important to note that Taylor has already voiced disapproval for Trump in the past. https://t.co/gS76fpdHN8",8,2026-03-18 22:34:58,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_dem
674,459,gpt-4o-2024-08-06,quote,I'm angry too. Angry about your capitulation to the police and conservative media. Angry about another knee-jerk response that will continue to pipeline children into youth prisons. Angry that we have a government who ignores evidence-based reform. And I make no apology for that.,11,2026-03-18 22:35:20,20260318_2221,2,Emotion is present with repeated use of 'angry'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion is present with repeated use of 'angry'.,2,Emotion is present with repeated use of 'angry'.,1,No terms that increase social distance are present.,1,No biased evaluation of politicized facts is present.,extreme_dem
678,460,gpt-4o-2024-08-06,reply,"@mmpadellan On Nov 5th, we will send a clear message to Donald Trump: you ain't taking away our freedoms. Vote for Democrats as if your lives depend on it.",11,2026-03-18 22:35:46,20260318_2221,2,Emotion or exaggeration present in 'as if your lives depend on it'.,1,No support for undemocratic practices or name-calling.,1,No support for partisan violence or name-calling.,1,No support for undemocratic candidates or name-calling.,2,Emotion or exaggeration present in 'as if your lives depend on it'.,1,No social distrust or name-calling.,2,Emotion or exaggeration present in 'as if your lives depend on it'.,1,No biased evaluation of politicized facts or name-calling.,extreme_dem
682,461,gpt-4o-2024-08-06,reply,"@LauraLoomer The ""influencers"" on our side are no better than the politicians. 

Laura Loomer is the only person I know on ""our side"" who genuinely supports Trump and the MAGA movement.",9,2026-03-18 22:36:12,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related name-calling/emotion.,1,No support for partisan violence or related name-calling/emotion.,2,Shows support for an undemocratic candidate by endorsing the MAGA movement.,1,No opposition to bipartisanship or related name-calling/emotion.,1,No social distrust or related name-calling/emotion.,1,No social distance or related distrust/emotion.,1,No biased evaluation of politicized facts or related emotion.,extreme_dem
686,462,gpt-4o-2024-08-06,reply,@MentallyDivine The Pro-Palestinian protestors need to infiltrate the MAGA rallies TrumpVance are having and heckle their speeches.  Only protesting Democrats who supports a ceasefire ain’t it.,13,2026-03-18 22:36:36,20260318_2221,2,Emotion or exaggeration present in 'heckle their speeches'.,2,Emotion or exaggeration present in 'heckle their speeches'.,2,Emotion or exaggeration present in 'heckle their speeches'.,1,Does not show support for undemocratic candidates.,2,Emotion or exaggeration present in 'heckle their speeches'.,1,Does not show social distrust.,2,Terms that increase distrust or distance in 'infiltrate the MAGA rallies'.,1,Does not present biased evaluation of politicized facts.,extreme_dem
690,463,gpt-4o-2024-08-06,reply,@GBNEWS The Conservative Party is finished,8,2026-03-18 22:36:59,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_dem
694,464,gpt-4o-2024-08-06,reply,"Do you ever ponder how insane our situation is that THAT rambling, incompetent, egomaniacal criminal has twice destroyed all GOP competition &amp; is in striking distance of the Presidency AGAIN? After every rant, tweet, conviction, &amp; desecration of norms? That should keep you awake.",16,2026-03-18 22:37:31,20260318_2221,3,"The tweet uses partisan name-calling ('rambling, incompetent, egomaniacal criminal') and emotional exaggeration ('destroyed all GOP competition').",2,The tweet does not support undemocratic practices but uses partisan name-calling and emotional language.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates.,3,"The tweet uses name-calling and emotional language, reducing trust in cross-partisan collaboration.",2,The tweet uses emotional language that could reduce trust ('insane our situation').,2,The tweet uses terms that increase distrust and emotional language.,2,The tweet presents a biased evaluation of political facts with emotional language.,extreme_dem
698,465,gpt-4o-2024-08-06,quote,"@TrumpDailyPosts Not sure what you are smoking …

But your own MAGA follower says you are in DEEP doodoo!!",9,2026-03-18 22:37:56,20260318_2221,2,The tweet includes emotion or exaggeration with 'Not sure what you are smoking'.,1,There is no support for undemocratic practices or related name-calling.,1,There is no support for partisan violence or related name-calling.,1,There is no support for undemocratic candidates or related name-calling.,1,There is no opposition to bipartisanship or related name-calling.,1,There is no social distrust or related name-calling.,1,There is no social distance or related name-calling.,1,There is no biased evaluation of politicized facts or related name-calling.,extreme_dem
