annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,framing_condition
989,538,gpt-4o-2024-08-06,reply,"@DonaldJTrumpJr Donald Trump is a rapist. 
Pass it on. 🔥 https://t.co/kKq1qoLNVc",14,2026-03-18 23:06:56,20260318_2221,2,Partisan name-calling is present with the term 'rapist'.,2,"Partisan name-calling is present, but no support for undemocratic practices.",1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Partisan name-calling reduces trust.,2,Partisan name-calling reduces trust.,2,Partisan name-calling increases social distance.,2,The statement presents a biased evaluation of a politicized fact.,subtle_conserv
993,539,gpt-4o-2024-08-06,tweet,"DONALD TRUMP, PLEASE LET ME RICH https://t.co/DrQk8QHxvj",8,2026-03-18 23:07:18,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,subtle_conserv
997,540,gpt-4o-2024-08-06,reply,"@JoshEakle @ProjectLiberal Hey MAGA here.. just thought you might want to know...
Last month Melania Trump raised almost 2 million bucks for LGBT rights at a fund raiser in Mar Lago. Also, we love science. Science is how we know that the babies you try to kill are human lives. That brings us to women's",13,2026-03-18 23:07:41,20260318_2221,2,The tweet includes emotion or exaggeration with phrases like 'babies you try to kill'.,1,There is no support for undemocratic practices or related name-calling.,1,There is no support for partisan violence or related name-calling.,1,There is no support for undemocratic candidates or related name-calling.,2,The tweet includes emotion or exaggeration with phrases like 'babies you try to kill'.,2,The tweet includes emotion or exaggeration with phrases like 'babies you try to kill'.,2,The tweet uses terms that increase distrust or prejudice with phrases like 'babies you try to kill'.,2,The tweet presents a politicized fact with a partisan stance regarding science and abortion.,subtle_conserv
1001,541,gpt-4o-2024-08-06,tweet,"Donald Trump said he is a person of common sense…

…is he really?",8,2026-03-18 23:08:04,20260318_2221,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,There is no support for undemocratic practices or related language.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,1,There is no opposition to bipartisanship or related language.,1,There is no social distrust or related language.,1,There is no social distance or related language.,1,There is no biased evaluation of politicized facts or related language.,subtle_conserv
1005,542,gpt-4o-2024-08-06,tweet,"would be cool if everyone named their children like the Targaryens so like Donald Trump would have kids named Daenal, Doenald, Denalla, Baenol and Lonna",8,2026-03-18 23:08:25,20260318_2221,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,There is no support for undemocratic practices or related language.,1,The tweet does not support or mention partisan violence.,1,There is no support for undemocratic candidates or related language.,1,The tweet does not oppose bipartisanship or contain related language.,1,There is no language indicating social distrust.,1,The tweet does not indicate social distance or related language.,1,There is no biased evaluation of politicized facts or related language.,subtle_conserv
1009,543,gpt-4o-2024-08-06,tweet,"DONALD TRUMP LIVE!!
https://t.co/Uhnof0jizk",8,2026-03-18 23:08:49,20260318_2221,1,The tweet does not contain partisan name-calling or emotional language.,1,There is no support for undemocratic practices or emotional language.,1,The tweet does not show support for partisan violence or contain emotional language.,1,There is no support for undemocratic candidates or emotional language.,1,The tweet does not oppose bipartisanship or contain emotional language.,1,There is no social distrust or emotional language present.,1,The tweet does not promote social distance or contain emotional language.,1,There is no biased evaluation of politicized facts or emotional language.,subtle_conserv
1013,544,gpt-4o-2024-08-06,tweet,"Regardless of party, regardless of office, regardless of state or federal seat… every elected official plays a part in taking action - or inaction - in what happens in our state. I denounce Ryan Walters, I applaud our state GOP members for placing policy over politics, and I https://t.co/akzDAkQnZF",8,2026-03-18 23:09:09,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1017,545,gpt-4o-2024-08-06,reply,"6/15
Brittany Watts miscarried at 21 weeks. Instead of receiving care, she was charged with a felony. This is what criminalizing pregnancy looks like in America today. This is what the GOP wants for every state.
#WeAreNotGoingBack
https://t.co/DoaQVHZ3ko",13,2026-03-18 23:09:33,20260318_2221,2,"The tweet attributes negative intentions to the GOP, which indicates emotion or exaggeration.",2,The tweet does not support undemocratic practices but uses emotion or exaggeration against the GOP.,1,There is no indication of support for partisan violence.,1,There is no support for undemocratic candidates.,2,"The tweet uses language that reduces trust in the GOP, indicating opposition to bipartisanship.",1,The tweet does not express general social distrust.,2,"The tweet increases distrust towards the GOP, satisfying factor A.",2,"The tweet presents a politicized issue with a partisan stance, indicating a biased evaluation of facts.",subtle_conserv
1021,546,gpt-4o-2024-08-06,reply,"@RpsAgainstTrump What you’re calling AI I am calling MD(maga denial). We watched it live and plenty of personal video by spectator to back up the crowd video.  This is what gaslighting looks like. Sell a lie as truth until it’s believed by its cult. 
#TrumpMeltdown 
#harris2024
#gaslighting",14,2026-03-18 23:09:59,20260318_2221,2,The tweet uses emotion and exaggeration with terms like 'gaslighting' and 'cult'.,2,"The tweet uses emotion and exaggeration with terms like 'gaslighting' and 'cult', but does not show support for undemocratic practices.",1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,2,The tweet uses emotion and exaggeration with terms like 'gaslighting' and 'cult'.,2,"The tweet uses terms that reduce trust, such as 'gaslighting' and 'cult'.",2,"The tweet uses terms that increase distrust and distance, such as 'gaslighting' and 'cult'.",2,The tweet presents a biased evaluation of facts with terms like 'gaslighting' and 'cult'.,subtle_conserv
1025,547,gpt-4o-2024-08-06,reply,@harris_wins This is a very condemnable comment by Donald Trump; it cannot be condemned enough.,8,2026-03-18 23:10:22,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1029,548,gpt-4o-2024-08-06,quote,The thing that bugs me the most about Cox's decision here is that he didn't Disagree Better with Trump. He capitulated. The same way he capitulated and signed harmful legislation pushed by MAGA folks in the past couple years.,12,2026-03-18 23:10:44,20260318_2221,2,The tweet uses emotion or exaggeration with terms like 'capitulated' and 'harmful legislation'.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,There is no support for partisan violence or related language.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses emotion or exaggeration, reducing trust in bipartisanship.",2,"The tweet uses emotion or exaggeration, reducing trust in political figures.",1,There is no language that increases social distance or distrust.,2,The tweet presents a biased evaluation of political actions with terms like 'capitulated' and 'harmful legislation'.,subtle_conserv
1033,549,gpt-4o-2024-08-06,reply,@LauraLoomer Even the Amish are tired of it!  MAGA 🇺🇸 https://t.co/uhE6mp46Rw,8,2026-03-18 23:11:08,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1037,550,gpt-4o-2024-08-06,tweet,"Why is David Crisafulli so uninspiring?

Is it because he is full of aspiration and empty of inspiration? Just another unimaginative conservative with little to offer.",11,2026-03-18 23:11:32,20260318_2221,2,The tweet includes partisan name-calling by labeling the individual as 'unimaginative conservative'.,1,There is no support for undemocratic practices or related language.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,2,"The tweet uses name-calling which reduces trust, referring to the individual as 'unimaginative conservative'.",1,There is no language indicating social distrust.,2,The tweet uses terms that increase distance by calling the individual 'unimaginative conservative'.,1,There is no biased evaluation of politicized facts or related language.,subtle_conserv
1041,551,gpt-4o-2024-08-06,tweet,"GOP candidate suggests raising retirement age amid Social Security shortfall in new video
https://t.co/D0KDQntYcC",8,2026-03-18 23:11:58,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,subtle_conserv
1045,552,gpt-4o-2024-08-06,tweet,"Trump White House press secretary Stephanie Grisham will speak at the DNC this week, one of several Republican voices meant to highlight the “extremism” of Donald Trump.  https://t.co/bPgE5yZ3vg",8,2026-03-18 23:12:22,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1049,553,gpt-4o-2024-08-06,quote,Plausible deniability for a gay conservative journalist,8,2026-03-18 23:12:49,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related factors present.,1,No support for partisan violence or related factors present.,1,No support for undemocratic candidates or related factors present.,1,No opposition to bipartisanship or related factors present.,1,No social distrust or related factors present.,1,No social distance or related factors present.,1,No biased evaluation of politicized facts or related factors present.,subtle_conserv
1053,554,gpt-4o-2024-08-06,reply,"@OccupyDemocrats Outside of America’s enemies, no one is looking forward to a second Donald Trump term.",13,2026-03-18 23:13:11,20260318_2221,2,The tweet uses emotion or exaggeration by implying that only America's enemies would look forward to a Trump term.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,The tweet uses emotion or exaggeration by suggesting a stark division between Trump supporters and others.,2,The tweet uses emotion or exaggeration by implying distrust of those who support Trump.,2,"The tweet implies social distance by suggesting only enemies would support Trump, increasing distrust.",2,"The tweet presents a biased evaluation by implying only enemies would support Trump, using exaggeration.",subtle_conserv
1057,555,gpt-4o-2024-08-06,tweet,"Chile, Criteria poll:

Presidential election

Matthei (UDI, conservative): 38% (+4)
Bachelet (PS, centre-left): 22% (-3)
J.A. Kast (REP, right): 21% (+2)
Vallejo (PCCh, left): 10% (-1)
...

(+/- vs. 28 June - 1 July 2024)

Fieldwork: 1-5 August 2024
Sample size: 1,000

#Chile https://t.co/B3RRixEjwf",8,2026-03-18 23:13:34,20260318_2221,1,The tweet is a neutral presentation of polling data without partisan name-calling or emotional language.,1,There is no support for undemocratic practices or emotional language in the tweet.,1,The tweet does not show support for partisan violence or use emotional language.,1,The tweet does not show support for undemocratic candidates or use emotional language.,1,There is no opposition to bipartisanship or emotional language in the tweet.,1,The tweet does not exhibit social distrust or use emotional language.,1,The tweet does not promote social distance or use emotional language.,1,The tweet presents polling data without bias or emotional language.,subtle_conserv
1061,556,gpt-4o-2024-08-06,tweet,".
Hello World,

can you see the HUGE difference between DNC and RNC ?

Do not boo . . . vote blue !

💠       🗳️       💠 https://t.co/xQgCkFCeYk",8,2026-03-18 23:13:55,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling/emotion.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1065,557,gpt-4o-2024-08-06,reply,@Acyn MAGA could never rise above gutter politics,12,2026-03-18 23:14:17,20260318_2221,2,The term 'gutter politics' implies emotion or exaggeration.,1,There is no support for undemocratic practices or related factors.,1,There is no support for partisan violence or related factors.,1,There is no support for undemocratic candidates or related factors.,2,"The term 'gutter politics' reduces trust, indicating opposition to bipartisanship.",2,"The term 'gutter politics' reduces trust, indicating social distrust.",2,The term 'gutter politics' increases distrust and distance.,1,There is no biased evaluation of politicized facts or related factors.,subtle_conserv
1069,558,gpt-4o-2024-08-06,tweet,"The Conservative Party of #Canada has removed a video from its social media pages after it was discovered that it featured #Russian fighter jets instead of Canadian ones. 

CBC News reported that the video, which was posted on the social media platform X, was intended to showcase https://t.co/JRBMohKfDJ",8,2026-03-18 23:14:39,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1073,559,gpt-4o-2024-08-06,reply,"@BrainStorm_Joe The Hodge Twins...🤣

They are playing checkers while Anons are playing chess. 

While I like the fact they support Trump, anyone who is a critical thinker knows they are the equivalent of MAGA Mainstream Media.

Stay in your lane guys...@hodgetwins https://t.co/2n8xJ2hRa7",12,2026-03-18 23:15:04,20260318_2221,2,The tweet uses emotion or exaggeration by implying superiority of 'Anons' over 'The Hodge Twins'.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,"The tweet suggests staying in one's lane, which implies a resistance to collaboration.",1,There is no general social distrust expressed in the tweet.,2,The tweet implies social distance by suggesting 'stay in your lane'.,2,The tweet presents a biased evaluation by labeling 'The Hodge Twins' as 'MAGA Mainstream Media'.,subtle_conserv
1077,560,gpt-4o-2024-08-06,quote,With a former Conservative prime minister. Unlike Green-voting Rory's.,8,2026-03-18 23:15:29,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1081,561,gpt-4o-2024-08-06,tweet,"MAGA is trying to get Walz Covid trending so they can accuse Coach Walz of having a covid denier arrested. 
The woman went to jail for ignoring a court order but MAGA doesn't concern themselves with facts.  Use the words and hashtags #WaltCovid to take over their hashtag. https://t.co/kh8Q9oLSRh",16,2026-03-18 23:15:53,20260318_2221,3,The tweet uses partisan name-calling ('MAGA') and exaggeration ('doesn't concern themselves with facts').,2,The tweet uses partisan name-calling ('MAGA') but does not show support for undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet uses partisan name-calling ('MAGA'), which reduces trust.",2,"The tweet uses partisan name-calling ('MAGA'), which reduces trust.",2,The tweet uses terms that increase distrust ('MAGA doesn't concern themselves with facts').,3,The tweet presents a biased evaluation of facts ('MAGA doesn't concern themselves with facts') and uses exaggeration.,subtle_conserv
1085,562,gpt-4o-2024-08-06,tweet,Standing Strong for the North Shore: BC Conservative candidates committed to common sense and a brighter future!  #bcpoli #WestVanCapilanoConservatives #northshore #votebcconservative https://t.co/nY538yNTUt,8,2026-03-18 23:16:17,20260318_2221,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1089,563,gpt-4o-2024-08-06,tweet,"""Israel looks ‘tiny’ on the map compared to other countries in the Middle East. Is there a way to get more? It’s so tiny.""

~ Donald Trump

The more Arabs' attacks, the more Israel expands. Attacking Israel and losing wars have consequences. https://t.co/F5VHtgF14U",12,2026-03-18 23:16:41,20260318_2221,1,The tweet does not contain partisan name-calling or emotional exaggeration against opposing partisans.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or exaggeration.,2,The tweet implies support for violence by suggesting that attacks lead to territorial expansion.,1,The tweet does not show support for undemocratic candidates or contain partisan name-calling or exaggeration.,1,The tweet does not oppose bipartisanship or contain name-calling or exaggeration.,2,The tweet contains language that could reduce trust by implying that attacks have consequences.,2,The tweet uses language that could increase distrust or distance by discussing attacks and consequences.,2,The tweet presents a biased evaluation of geopolitical facts by suggesting territorial expansion as a consequence of attacks.,subtle_conserv
1093,564,gpt-4o-2024-08-06,tweet,Donald Trump got tag teamed the Obamas. https://t.co/HGQO3ELljc,8,2026-03-18 23:17:05,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,subtle_conserv
1097,565,gpt-4o-2024-08-06,tweet,"Happy Election Day! 🗳️ 

I 💙 seeing our ballot drop box open right next to the library. If you’re in MKE, you can drop off your absentee ballot until 6pm tonight. 

Otherwise, vote in person today until 8pm. 

Remember: vote NO on the GOP amendments. https://t.co/Bf5U6GvrK5",9,2026-03-18 23:17:28,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No language increasing social distance or related factors.,2,"Mentions voting 'NO' on GOP amendments, indicating a partisan stance.",subtle_conserv
1101,566,gpt-4o-2024-08-06,tweet,"Bottom line, if you don't absolutely suffer from the legitimate mental illness that is Trump derangement syndrome, you now have a positive opinion of Donald Trump after this Elon Musk interview.",13,2026-03-18 23:17:49,20260318_2221,2,"The tweet uses the term 'Trump derangement syndrome', which is partisan name-calling.",2,The tweet uses partisan name-calling with 'Trump derangement syndrome' but does not show support for undemocratic practices.,1,There is no support for partisan violence in the tweet.,1,The tweet does not show support for undemocratic candidates.,2,The use of 'Trump derangement syndrome' reduces trust and indicates opposition to bipartisanship.,2,"The term 'Trump derangement syndrome' reduces trust, indicating social distrust.",2,The term 'Trump derangement syndrome' increases social distance by fostering prejudice.,1,The tweet does not present a biased evaluation of politicized facts.,subtle_conserv
1105,567,gpt-4o-2024-08-06,tweet,I’ll be back tomorrow &amp; each day to follow back 400 more of yall until it cuts me off. I WILL get yall. TY again for being patient &amp; MAGA ❤️🇺🇸,8,2026-03-18 23:18:17,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1109,568,gpt-4o-2024-08-06,quote,"The GOP are not happy about this 
McCabe’s  explanation of how to open an investigation into previous wrong doings 
COULD end Thomas’s career
on the high court
As disappointing as he is
He NEEDS to be removed 

#ResistanceUnited
#DemVoice1
#ProudBlue",11,2026-03-18 23:18:38,20260318_2221,2,The tweet uses emotion or exaggeration with phrases like 'As disappointing as he is'.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,There is no support for partisan violence or related language.,1,The tweet does not show support for undemocratic candidates.,2,The tweet uses emotion or exaggeration with phrases like 'He NEEDS to be removed'.,1,There is no language indicating social distrust.,1,There is no language indicating social distance.,2,"The tweet partially presents political facts with a partisan stance, suggesting bias.",subtle_conserv
1113,569,gpt-4o-2024-08-06,tweet,"Donald Trump's New Ad, he speaks about Kamala bankrupting our country, bring down prices, destroy inflation and bringing back the American Dream.  November 5th is the most important day in the history of America.
Make America Great Again.
@realDonaldTrump @DonaldJTrumpJr https://t.co/KdtSpI61el",9,2026-03-18 23:18:59,20260318_2221,1,No partisan name-calling or emotional exaggeration against opposing partisans.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No language increasing social distance or related factors.,2,Emotion or exaggeration present in describing the election as the most important day in history.,subtle_conserv
1117,570,gpt-4o-2024-08-06,tweet,Donald Trump’s troubles are just beginning: https://t.co/V1nWnI0TXH,8,2026-03-18 23:19:23,20260318_2221,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,subtle_conserv
1121,571,gpt-4o-2024-08-06,tweet,I’m convinced “conservative” women trying to justify being naked on the internet are actually just retarded feminists who desperately need simp validation and it’s hilarious.,15,2026-03-18 23:19:47,20260318_2221,3,Partisan name-calling ('retarded feminists') and emotion/exaggeration ('desperately need simp validation').,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,3,Name-calling ('retarded feminists') and emotion/exaggeration ('desperately need simp validation').,3,Name-calling ('retarded feminists') and emotion/exaggeration ('desperately need simp validation').,2,Terms that increase distrust and prejudice ('retarded feminists').,1,No biased evaluation of politicized facts is evident.,subtle_conserv
1125,572,gpt-4o-2024-08-06,tweet,"I'd like to introduce an emerging MAGA Patriot @Michele17725967. This patriot's voice resonates with truth &amp; should be amplified. Let's come together &amp; make Donald Trump's election a reality! Lastly, join the MAGA Follow Follow-Back Community pinned to my profile! https://t.co/b2ugeWClAJ",8,2026-03-18 23:20:07,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1129,573,gpt-4o-2024-08-06,tweet,"Today I’ve set out a conservative vision to fix Scotland’s schools.

• A new Curriculum for Aspiration.
• Remove disruptive pupils, for everyone’s benefit.
• Empower our headteachers.
• Break the grip of teaching unions.

Read more 👇
https://t.co/zD76Uku9o2 https://t.co/WVqXNU1fwH",8,2026-03-18 23:20:31,20260318_2221,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,The tweet does not show support for undemocratic practices or contain partisan name-calling or exaggeration.,1,There is no support for partisan violence or related language in the tweet.,1,The tweet does not show support for undemocratic candidates or contain related language.,1,There is no opposition to bipartisanship or related language in the tweet.,1,The tweet does not express social distrust or contain related language.,1,There is no language in the tweet that increases social distance or related factors.,1,The tweet does not present a biased evaluation of politicized facts or contain related language.,subtle_conserv
1133,574,gpt-4o-2024-08-06,reply,"@SteveShith74796 @kabongodan99 @NotYourRock @mrs_socialista Blue and red maga are so similar now, it’s getting hard to tell them apart by their tweets and emojis in name",8,2026-03-18 23:20:53,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No language indicating social distance or distrust.,1,No biased evaluation of politicized facts or related language.,subtle_conserv
1137,575,gpt-4o-2024-08-06,reply,"@elonmusk Unless you were a MAGA supporter on 1/8/21
You still haven't reinstated those accts 
Also your team stopped my monetization without warning or reason, and refuses to answer my support appeals.   Be Better",9,2026-03-18 23:21:16,20260318_2221,2,Mentions 'MAGA supporter' which implies partisan name-calling.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,1,No opposition to bipartisanship is evident.,1,No social distrust is evident.,1,No social distance is evident.,1,No biased evaluation of politicized facts is evident.,subtle_conserv
1141,576,gpt-4o-2024-08-06,tweet,"Are Black and Latino voters being swayed by identity politics.   
  Bronx voters sound off.    #Trump2024♥️🇺🇸 https://t.co/36m6lUWro3",8,2026-03-18 23:21:40,20260318_2221,1,The tweet does not contain partisan name-calling or emotional exaggeration.,1,There is no support for undemocratic practices or related language.,1,There is no support for partisan violence or related language.,1,There is no support for undemocratic candidates or related language.,1,The tweet does not oppose bipartisanship or contain related language.,1,The tweet does not express social distrust or related language.,1,The tweet does not express social distance or related language.,1,The tweet does not present a biased evaluation of politicized facts.,subtle_conserv
1145,577,gpt-4o-2024-08-06,tweet,"Let's help this Patriot @sam_rozzwell get to 1500.

MAGA UNITE NOW MORE THAN EVER https://t.co/kNjQ9C3mxZ",8,2026-03-18 23:22:10,20260318_2221,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,subtle_conserv
1149,578,gpt-4o-2024-08-06,reply,@GOP The GOP is anti-American. 🖕 https://t.co/9YXUuYqzc8,14,2026-03-18 23:22:33,20260318_2221,3,The tweet includes partisan name-calling ('anti-American') and emotion (middle finger emoji).,2,The tweet includes partisan name-calling ('anti-American').,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,The tweet includes partisan name-calling ('anti-American').,2,The tweet includes partisan name-calling ('anti-American').,2,The tweet includes terms that increase distrust ('anti-American').,1,There is no biased evaluation of politicized facts in the tweet.,subtle_conserv
1153,579,gpt-4o-2024-08-06,reply,"@yashar What makes me laugh is 
Donald Trump is really the one getting help from Russia

That reverse psychology is not working 🤣🤣🤣🤣🤣🤣🤣",10,2026-03-18 23:23:00,20260318_2221,2,The tweet uses emotion and exaggeration with laughter emojis to mock Trump.,1,There is no support for undemocratic practices or related factors.,1,There is no support for partisan violence or related factors.,1,There is no support for undemocratic candidates or related factors.,1,There is no opposition to bipartisanship or related factors.,1,There is no social distrust or related factors.,1,There is no social distance or related factors.,2,The tweet presents a partisan stance on Trump's alleged ties with Russia.,subtle_conserv
1157,580,gpt-4o-2024-08-06,tweet,"I would plead with you to read this piece from someone who does not consider himself a conservative, @CCamosy, but who nonetheless highlights how @Tim_Walz supports infanticide. He is a force for brutalism. It is unconscionable to me that a follower of Jesus Christ can knowingly",14,2026-03-18 23:23:27,20260318_2221,2,The tweet uses emotional language by describing Tim Walz as a 'force for brutalism'.,2,"The tweet uses emotional language, but does not explicitly support undemocratic practices.",1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,2,"The tweet uses emotional language that could reduce trust, such as 'force for brutalism'.",2,"The tweet uses emotional language that could reduce trust, such as 'force for brutalism'.",2,"The tweet uses language that increases distrust, such as 'force for brutalism'.",2,"The tweet presents a controversial issue with a partisan stance, using emotional language.",subtle_conserv
1161,581,gpt-4o-2024-08-06,quote,"Good morning, Wednesday morning, mainly to @MichelleObama, who made conservative heads explode with “the affirmative action of generational wealth.” 🙂‍↕️",10,2026-03-18 23:23:53,20260318_2221,2,The phrase 'made conservative heads explode' suggests emotion or exaggeration.,1,There is no support for undemocratic practices or related factors.,1,There is no support for partisan violence or related factors.,1,There is no support for undemocratic candidates or related factors.,2,The phrase 'made conservative heads explode' suggests emotion or exaggeration.,1,There is no indication of social distrust.,1,There is no language that increases social distance.,1,There is no biased evaluation of politicized facts.,subtle_conserv
