row_id,date,post_type,keyword_category,language,like_count,retweet_count,reply_count,quote_count,view_count,text,hashtags,tweet_id,retweeted_tweet,quoted_tweet,url,user,raw_content,in_reply_to_screen_name,dataset_split,sampling_strategy,sampled_at
42,2024-08-21,reply,republican,en,1,0,0,0,0,"@ruffydfire The only flaws in Trump are personal flaws. Donald Trump is a pervert, Donald Trump is a felon because of tax evasion. Can you talk about his performance as a president of America and how it impacted the lives of the American people. He without sin should cast the first stone.",[],1826238372081456128,False,False,https://twitter.com/AdetayoJOseph4/status/1826238372081455260,"""{'id': 1301228284072656898, 'id_str': '1301228284072656898', 'url': 'https://twitter.com/Adetayo JOseph', 'username': 'Adetayo JOseph', 'rawDescription': '', 'created': datetime.datetime(2020, 9, 2, 18, 39, 54, tzinfo=datetime.timezone.utc), 'followersCount': 117, 'friendsCount': 475, 'statusesCount': 13940, 'favouritesCount': 17202, 'listedCount': 0, 'mediaCount': 2, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@ruffydfire The only flaws in Trump are personal flaws. Donald Trump is a pervert, Donald Trump is a felon because of tax evasion. Can you talk about his performance as a president of America and how it impacted the lives of the American people. He without sin should cast the first stone.",ruffydfire,,topic_diversified,2026-02-17 12:12:19.135327
43,2024-08-16,reply,republican,en,0,0,0,0,0,@MattWalshBlog @RealBrysonGray Make America Great Again Country - Donald Trump AI is better.,[],1824500650895610368,False,False,https://twitter.com/MithaLaw/status/1824500650895610324,"""{'id': 1637636270762459136, 'id_str': '1637636270762459136', 'url': 'https://twitter.com/Sam Mitha', 'username': 'Sam Mitha', 'rawDescription': 'Political Corruption | Civil Rights | Medical Fraud https://t.co/NrERAl4KBe | https://t.co/PyUrHeaHim', 'created': datetime.datetime(2023, 3, 20, 2, 5, 9, tzinfo=datetime.timezone.utc), 'followersCount': 6793, 'friendsCount': 1025, 'statusesCount': 41482, 'favouritesCount': 0, 'listedCount': 94, 'mediaCount': 1946, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1837712913546518528/S3F4RXxh_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@MattWalshBlog @RealBrysonGray Make America Great Again Country - Donald Trump AI is better.,MattWalshBlog,,topic_diversified,2026-02-17 12:12:19.135327
44,2024-08-09,reply,republican,en,2,1,0,0,0,@galacticaactual This is one of the many reasons we have the 2nd Amendment in the States. The want us to be compliant little slaves. Absolute power corrupts absolutely so we can't give them that power over us. They work for us not the other way around. #MAGA,"""[{'indices': [253, 258], 'text': 'MAGA'}]""",1821919481586680064,False,False,https://twitter.com/marinelawyer82/status/1821919481586679943,"""{'id': 1703936558213074944, 'id_str': '1703936558213074944', 'url': 'https://twitter.com/Lambo', 'username': 'Lambo', 'rawDescription': 'USMC Veteran. Veterans Rights Attorney.', 'created': datetime.datetime(2023, 9, 19, 0, 59, 1, tzinfo=datetime.timezone.utc), 'followersCount': 3222, 'friendsCount': 3641, 'statusesCount': 1833, 'favouritesCount': 3075, 'listedCount': 1, 'mediaCount': 73, 'location': 'USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1825364888509681664/EHNzPsxh_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@galacticaactual This is one of the many reasons we have the 2nd Amendment in the States. The want us to be compliant little slaves. Absolute power corrupts absolutely so we can't give them that power over us. They work for us not the other way around. #MAGA,galacticaactual,,topic_diversified,2026-02-17 12:12:19.135327
45,2024-08-18,reply,republican,en,0,0,0,0,0,"@Orangadan1 @iamharaldur One can both believe in socialism and be resistant to change (conservative). The two are separate considerations. The Nazis were highly conservative, they hated the changes they saw in German society and wanted to wind back the clock.",[],1825068368053027072,False,False,https://twitter.com/SweetSciencePhD/status/1825068368053027079,"""{'id': 884319440803737600, 'id_str': '884319440803737600', 'url': 'https://twitter.com/Sweet Science Lab', 'username': 'Sweet Science Lab', 'rawDescription': 'Founding member of the Brown Fleece Appreciation Society.', 'created': datetime.datetime(2017, 7, 10, 7, 52, 39, tzinfo=datetime.timezone.utc), 'followersCount': 469, 'friendsCount': 366, 'statusesCount': 11630, 'favouritesCount': 24969, 'listedCount': 4, 'mediaCount': 1323, 'location': 'Sydney', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/884321910410039297/YsAARsAV_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@Orangadan1 @iamharaldur One can both believe in socialism and be resistant to change (conservative). The two are separate considerations. The Nazis were highly conservative, they hated the changes they saw in German society and wanted to wind back the clock.",Orangadan1,,topic_diversified,2026-02-17 12:12:19.135327
46,2024-08-15,reply,republican,en,0,0,0,0,0,"@MTGrepp NIKKI  SAYS';  TRUMP DOESN'T QUALIFY FOR PRESIDENT,' BUT SHE DOESN'T  CARE ABOUT AMERICA PEOPLE  SHE CARE ABOUT HER JOB.SAME ALL GOP TRUMP'S  SLAVES. SO SHE IS VOTING FOR SOMEONE  DOESN'T  QUALIFY. THIS IS GREAT . https://t.co/FJ3JrirnB5",[],1824018412773028096,False,False,https://twitter.com/SicklahWhite/status/1824018412773027978,"""{'id': 924181294774231040, 'id_str': '924181294774231040', 'url': 'https://twitter.com/ROSALBA WHITE', 'username': 'ROSALBA WHITE', 'rawDescription': '', 'created': datetime.datetime(2017, 10, 28, 7, 49, 25, tzinfo=datetime.timezone.utc), 'followersCount': 40, 'friendsCount': 71, 'statusesCount': 9736, 'favouritesCount': 1066, 'listedCount': 0, 'mediaCount': 6039, 'location': '7838 DAY Creek Blvd ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1474117038457057286/aFHyblA8_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@MTGrepp NIKKI  SAYS';  TRUMP DOESN'T QUALIFY FOR PRESIDENT,' BUT SHE DOESN'T  CARE ABOUT AMERICA PEOPLE  SHE CARE ABOUT HER JOB.SAME ALL GOP TRUMP'S  SLAVES. SO SHE IS VOTING FOR SOMEONE  DOESN'T  QUALIFY. THIS IS GREAT . https://t.co/FJ3JrirnB5",SicklahWhite,,topic_diversified,2026-02-17 12:12:19.135327
47,2024-08-18,reply,republican,en,0,0,0,0,0,@Concern70732755 You are just making things up to suit your incredible conservative bias.,[],1825148379887748096,False,False,https://twitter.com/AlSmith96467308/status/1825148379887747250,"""{'id': 738630157, 'id_str': '738630157', 'url': 'https://twitter.com/Al Smith', 'username': 'Al Smith', 'rawDescription': 'Retired educator..Runner.. Proud Liberal..Traveller... Grandfather..Internet D.J. on https://t.co/UISKbYSPj9 Prolific collector of Vintage Vinyl.', 'created': datetime.datetime(2012, 8, 5, 14, 0, 54, tzinfo=datetime.timezone.utc), 'followersCount': 359, 'friendsCount': 857, 'statusesCount': 13688, 'favouritesCount': 623, 'listedCount': 24, 'mediaCount': 4, 'location': 'Brampton Ontario', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/423932615419105280/iTgDUMER_normal.jpeg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@Concern70732755 You are just making things up to suit your incredible conservative bias.,Concern70732755,,topic_diversified,2026-02-17 12:12:19.135327
48,2024-08-12,tweet,republican,en,2,0,0,0,0,".@megynkelly you spray out your #Trump @GOP cult #propaganda, while The Huckster himself (incl his latest, unhinged @AI generated crowd imagery lies) is fully, publicly, displaying his “mental health” issues &amp; uncontrolled pathologies. He IS running for #USA president! #democracy","""[{'indices': [32, 38], 'text': 'Trump'}, {'indices': [49, 60], 'text': 'propaganda'}, {'indices': [258, 262], 'text': 'USA'}, {'indices': [274, 284], 'text': 'democracy'}]""",1822840164097626368,False,False,https://twitter.com/MediaActive/status/1822840164097626570,"""{'id': 32340937, 'id_str': '32340937', 'url': 'https://twitter.com/Peter Clarke EQUALITY JUSTICE PEACE', 'username': 'Peter Clarke EQUALITY JUSTICE PEACE', 'rawDescription': 'Former ABC broadcast journalist. Pioneered Australian *national* radio talkback. Podcaster @transitzonepod JOURNALISM FUTURES/INTERVIEWING/WILDLIFE PHOTOGRAPHY.', 'created': datetime.datetime(2009, 4, 17, 7, 32, tzinfo=datetime.timezone.utc), 'followersCount': 4231, 'friendsCount': 3808, 'statusesCount': 89368, 'favouritesCount': 2570, 'listedCount': 242, 'mediaCount': 4476, 'location': 'Melbourne, Wurundjeri Land.', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1250282328955314178/kJOAD1xz_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",".@megynkelly you spray out your #Trump @GOP cult #propaganda, while The Huckster himself (incl his latest, unhinged @AI generated crowd imagery lies) is fully, publicly, displaying his “mental health” issues &amp; uncontrolled pathologies. He IS running for #USA president! #democracy",,,topic_diversified,2026-02-17 12:12:19.135327
49,2024-08-13,reply,republican,en,0,0,0,0,0,@RKGold @TheJordanRachel Like all Trump supporters😂😂😂😂 the Donald Trump reform immigration to make it harder to work illegally?,[],1823501823728345600,False,False,https://twitter.com/TonyTonyonearth/status/1823501823728345572,"""{'id': 581636472, 'id_str': '581636472', 'url': 'https://twitter.com/Tony b', 'username': 'Tony b', 'rawDescription': '', 'created': datetime.datetime(2012, 5, 16, 5, 42, 17, tzinfo=datetime.timezone.utc), 'followersCount': 69, 'friendsCount': 150, 'statusesCount': 9689, 'favouritesCount': 1445, 'listedCount': 2, 'mediaCount': 1187, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/825828360077004802/58kEbrSB_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@RKGold @TheJordanRachel Like all Trump supporters😂😂😂😂 the Donald Trump reform immigration to make it harder to work illegally?,RKGold,,topic_diversified,2026-02-17 12:12:19.135327
50,2024-08-08,quote,republican,en,1,0,1,0,0,"the HAMAS wing of Congress must go....
same with the MAGA wing.....",[],1821335763956412928,False,True,https://twitter.com/dwsjca/status/1821335763956412776,"""{'id': 41019113, 'id_str': '41019113', 'url': 'https://twitter.com/Dark Thanos\\uea00\ud83c\uddfa\ud83c\uddf2\ud83d\udc0a', 'username': 'Dark Thanos\\uea00\ud83c\uddfa\ud83c\uddf2\ud83d\udc0a', 'rawDescription': '*West Philadelphia born & raised, Mt Airy is where I spent most of my days* @Sixers @NHLFlyers @Eagles #FlyEaglesFly #USArmy #DeSantis2028 \ud83d\ude33\u270c\ufe0f\ud83e\udd14\ud83d\udc41\ufe0f\\u200d\ud83d\udde8\ufe0f\ud83d\ude0e\ud83d\udc80\u2620\ufe0f', 'created': datetime.datetime(2009, 5, 19, 1, 9, 53, tzinfo=datetime.timezone.utc), 'followersCount': 2818, 'friendsCount': 1765, 'statusesCount': 114276, 'favouritesCount': 124828, 'listedCount': 29, 'mediaCount': 23955, 'location': \""People's Republic of Florida \"", 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1663717720536252417/w2qouZM3_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","the HAMAS wing of Congress must go....
same with the MAGA wing.....",,,topic_diversified,2026-02-17 12:12:19.135327
51,2024-08-16,reply,republican,en,4,0,0,0,0,"@GOP_Democracy @SykesCharlie @daveweigel No, they’re in a cult",[],1824489620635021312,False,False,https://twitter.com/astoriacub7/status/1824489620635021351,"""{'id': 765613527604334592, 'id_str': '765613527604334592', 'url': 'https://twitter.com/Astoriacub7', 'username': 'Astoriacub7', 'rawDescription': '', 'created': datetime.datetime(2016, 8, 16, 18, 17, 44, tzinfo=datetime.timezone.utc), 'followersCount': 194, 'friendsCount': 495, 'statusesCount': 19608, 'favouritesCount': 26929, 'listedCount': 13, 'mediaCount': 7656, 'location': 'Queens, NY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1321494557784244225/m1G3rG9H_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@GOP_Democracy @SykesCharlie @daveweigel No, they’re in a cult",GOP_Democracy,,topic_diversified,2026-02-17 12:12:19.135327
52,2024-08-15,reply,republican,en,8,4,4,1,0,"@thetrueshelby These are actual MAGA posts and billboards.

Mike Fuckabee AKA Mike #Hypocrite https://t.co/X2RnmBgEQF","""[{'indices': [83, 93], 'text': 'Hypocrite'}]""",1824068289284423936,False,False,https://twitter.com/DaysonRick/status/1824068289284423784,"""{'id': 1428407587255422979, 'id_str': '1428407587255422979', 'url': \""https://twitter.com/Rick's thinking about it\ud83c\udf35\"", 'username': \""Rick's thinking about it\ud83c\udf35\"", 'rawDescription': '#VoteBlue\ud83d\uddf34 #Democracy\ud83d\udc99\ud83d\udc99\\n\\nWithout music life would be a mistake. ~Friedrich Nietzsche\\n\\nTennis with Chris Rea \ud83d\udfe6\\n\\nhttps://t.co/sniO2FMgZN', 'created': datetime.datetime(2021, 8, 19, 17, 25, tzinfo=datetime.timezone.utc), 'followersCount': 2478, 'friendsCount': 2503, 'statusesCount': 23753, 'favouritesCount': 22848, 'listedCount': 5, 'mediaCount': 8632, 'location': '@daysonrick@mindly.social', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1513346554425487360/HLTguV-A_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@thetrueshelby These are actual MAGA posts and billboards.

Mike Fuckabee AKA Mike #Hypocrite https://t.co/X2RnmBgEQF",thetrueshelby,,topic_diversified,2026-02-17 12:12:19.135327
53,2024-08-09,reply,republican,en,0,0,0,0,0,@Lynnebf_2846 @RNC They are liars.,[],1821716958221627904,False,False,https://twitter.com/valerie54614327/status/1821716958221627669,"""{'id': 1150477347017166850, 'id_str': '1150477347017166850', 'url': 'https://twitter.com/val', 'username': 'val', 'rawDescription': '', 'created': datetime.datetime(2019, 7, 14, 18, 49, 9, tzinfo=datetime.timezone.utc), 'followersCount': 51, 'friendsCount': 148, 'statusesCount': 1496, 'favouritesCount': 5383, 'listedCount': 0, 'mediaCount': 23, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1150477558540046336/ojX8-Lfi_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@Lynnebf_2846 @RNC They are liars.,Lynnebf_2846,,topic_diversified,2026-02-17 12:12:19.135327
54,2024-08-11,reply,republican,en,1,0,1,0,0,"@N00saGirl Yep! Funny how Kamala's ""platform"" is finally dropping next week—right after the Trump hack news. Coincidence? Maybe she just needed some ""inspiration"" from the GOP. Plagiarism runs deep in the Dems, and Kamala's just keeping the tradition alive.",[],1822561759439269888,False,False,https://twitter.com/DavidJonWolf/status/1822561759439269892,"""{'id': 1732273771493609472, 'id_str': '1732273771493609472', 'url': 'https://twitter.com/David Wolf', 'username': 'David Wolf', 'rawDescription': 'Married Father of 3 | Air Force Vet \ud83c\uddfa\ud83c\uddf8 | Pacific NW \ud83c\udf32 | Proud Conservative | Always ready to challenge woke ideas with facts & civil debate.', 'created': datetime.datetime(2023, 12, 6, 5, 40, 46, tzinfo=datetime.timezone.utc), 'followersCount': 324, 'friendsCount': 166, 'statusesCount': 2343, 'favouritesCount': 7048, 'listedCount': 1, 'mediaCount': 187, 'location': 'Washington', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1824470296033685504/s7BvXfX2_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@N00saGirl Yep! Funny how Kamala's ""platform"" is finally dropping next week—right after the Trump hack news. Coincidence? Maybe she just needed some ""inspiration"" from the GOP. Plagiarism runs deep in the Dems, and Kamala's just keeping the tradition alive.",N00saGirl,,topic_diversified,2026-02-17 12:12:19.135327
55,2024-08-18,reply,republican,en,0,0,0,0,0,"@goddeketal I used to have Eric Carmen follow me. He was a great singer, and a great conservative.",[],1825307154263560448,False,False,https://twitter.com/FreginRichard/status/1825307154263560546,"""{'id': 1587985741501431809, 'id_str': '1587985741501431809', 'url': 'https://twitter.com/Richard Fregin', 'username': 'Richard Fregin', 'rawDescription': 'MAGA attorney from Scottsdale', 'created': datetime.datetime(2022, 11, 3, 1, 51, 53, tzinfo=datetime.timezone.utc), 'followersCount': 1667, 'friendsCount': 1324, 'statusesCount': 4261, 'favouritesCount': 5838, 'listedCount': 0, 'mediaCount': 1, 'location': 'Scottsdale, AZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1587986146482524160/o24KafP9_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@goddeketal I used to have Eric Carmen follow me. He was a great singer, and a great conservative.",goddeketal,,topic_diversified,2026-02-17 12:12:19.135327
56,2024-08-14,reply,republican,en,0,0,0,0,0,@elonmusk we love Donald Trump to be President of USA. Elon Musk is a special guest of honor.,[],1823616171750392320,False,False,https://twitter.com/RajaSR90709287/status/1823616171750392230,"""{'id': 1344586051118006273, 'id_str': '1344586051118006273', 'url': 'https://twitter.com/RajaSR', 'username': 'RajaSR', 'rawDescription': '', 'created': datetime.datetime(2020, 12, 31, 10, 8, 17, tzinfo=datetime.timezone.utc), 'followersCount': 28, 'friendsCount': 44, 'statusesCount': 12612, 'favouritesCount': 7012, 'listedCount': 0, 'mediaCount': 3162, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@elonmusk we love Donald Trump to be President of USA. Elon Musk is a special guest of honor.,elonmusk,,topic_diversified,2026-02-17 12:12:19.135327
57,2024-08-12,reply,republican,en,0,0,0,0,0,"@heatfan_YG71 @RepMTG Probably true because in this case, the “no matter what“ happens to be Donald Trump.",[],1822842588971552768,False,False,https://twitter.com/hgoldenberg1911/status/1822842588971552807,"""{'id': 2637938613, 'id_str': '2637938613', 'url': 'https://twitter.com/MightyGP', 'username': 'MightyGP', 'rawDescription': 'Retired physician, retired Republican, fiscal moderate, social progressive. Embarrassed & Horrified American, never Trumper', 'created': datetime.datetime(2014, 6, 24, 15, 36, 15, tzinfo=datetime.timezone.utc), 'followersCount': 154, 'friendsCount': 102, 'statusesCount': 5847, 'favouritesCount': 101, 'listedCount': 0, 'mediaCount': 2, 'location': 'Arizona', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@heatfan_YG71 @RepMTG Probably true because in this case, the “no matter what“ happens to be Donald Trump.",heatfan_YG71,,topic_diversified,2026-02-17 12:12:19.135327
58,2024-08-12,reply,republican,en,2,0,0,0,0,@highbrow_nobrow @AccountableGOP Deflect &amp; Deny. That should be the new MAGA motto.,[],1822833380725068032,False,False,https://twitter.com/tomatorose13/status/1822833380725067781,"""{'id': 1853720209, 'id_str': '1853720209', 'url': 'https://twitter.com/Rose \ud83c\uddfa\ud83c\uddf8\ud83e\udd85', 'username': 'Rose \ud83c\uddfa\ud83c\uddf8\ud83e\udd85', 'rawDescription': 'Blue voter since 1976. Liberal Feminist. When We Fight We Win.                                DM = Instant Block', 'created': datetime.datetime(2013, 9, 11, 8, 5, 33, tzinfo=datetime.timezone.utc), 'followersCount': 1732, 'friendsCount': 1794, 'statusesCount': 23422, 'favouritesCount': 5586, 'listedCount': 0, 'mediaCount': 327, 'location': 'Texas for Now. Born in PA.', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1680079501655433216/7vC1eG7K_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@highbrow_nobrow @AccountableGOP Deflect &amp; Deny. That should be the new MAGA motto.,highbrow_nobrow,,topic_diversified,2026-02-17 12:12:19.135327
59,2024-08-12,reply,republican,en,11,2,0,0,0,"@RpsAgainstTrump @seatedinperil My favorite was #26, truly gives the perspective of the enormity at stake https://t.co/SWG4a73VUf",[],1822890445359224064,False,False,https://twitter.com/kotipup/status/1822890445359223271,"""{'id': 2324665842, 'id_str': '2324665842', 'url': 'https://twitter.com/Jenny for Harris/Walz \ud83c\uddfa\ud83c\uddf8\ud83d\uddfd\ud83e\udeb7', 'username': 'Jenny for Harris/Walz \ud83c\uddfa\ud83c\uddf8\ud83d\uddfd\ud83e\udeb7', 'rawDescription': 'Mom to an Angel. Healthcare and accessibility passionate, promoting awareness for Neurofibromatosis & Moyamoya. Vote 4 Democrats to save lives & democracy', 'created': datetime.datetime(2014, 2, 3, 2, 27, 44, tzinfo=datetime.timezone.utc), 'followersCount': 1850, 'friendsCount': 3239, 'statusesCount': 12878, 'favouritesCount': 187344, 'listedCount': 0, 'mediaCount': 567, 'location': 'Maryland, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1849675889769873408/GZOUNkPl_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@RpsAgainstTrump @seatedinperil My favorite was #26, truly gives the perspective of the enormity at stake https://t.co/SWG4a73VUf",RpsAgainstTrump,,topic_diversified,2026-02-17 12:12:19.135327
60,2024-08-09,reply,republican,en,0,0,0,0,0,"@GuntherEagleman it started cause the white man didn't like seeing a black man become commander in chief. it's how we get to project 2025, Trump puppet wants to implement..    but gop Maga supporting an old weak man who yells on X and rambles wil be disappointed just like his loss in 2020.",[],1822029936334663936,False,False,https://twitter.com/rebecca_orozco/status/1822029936334663979,"""{'id': 472381627, 'id_str': '472381627', 'url': 'https://twitter.com/rebecca orozco', 'username': 'rebecca orozco', 'rawDescription': '', 'created': datetime.datetime(2012, 1, 23, 21, 59, 56, tzinfo=datetime.timezone.utc), 'followersCount': 169, 'friendsCount': 148, 'statusesCount': 7266, 'favouritesCount': 18134, 'listedCount': 0, 'mediaCount': 270, 'location': 'Chicago, IL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1486882212054196225/sqIn7eye_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@GuntherEagleman it started cause the white man didn't like seeing a black man become commander in chief. it's how we get to project 2025, Trump puppet wants to implement..    but gop Maga supporting an old weak man who yells on X and rambles wil be disappointed just like his loss in 2020.",GuntherEagleman,,topic_diversified,2026-02-17 12:12:19.135327
61,2024-08-10,reply,republican,en,0,0,0,0,0,@akafacehots Yeah Yeah yeah and Hillary’s emails…  MAGA  ploys  are  so predictable and  stale.,[],1822315371027702272,False,False,https://twitter.com/JerryT78531127/status/1822315371027702146,"""{'id': 914855244, 'id_str': '914855244', 'url': 'https://twitter.com/Jerry T', 'username': 'Jerry T', 'rawDescription': '', 'created': datetime.datetime(2012, 10, 30, 15, 21, 2, tzinfo=datetime.timezone.utc), 'followersCount': 116, 'friendsCount': 48, 'statusesCount': 556, 'favouritesCount': 1541, 'listedCount': 0, 'mediaCount': 25, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@akafacehots Yeah Yeah yeah and Hillary’s emails…  MAGA  ploys  are  so predictable and  stale.,akafacehots,,topic_diversified,2026-02-17 12:12:19.135327
62,2024-08-18,reply,republican,en,4,1,0,0,0,"@RonFilipkowski That's more than weird, that's a threat. Can you even imagine a time before MAGA where someone would drive down the road with something like that on their vehicle? 

Trump and his followers have changed America for the worse.",[],1825142050230349568,False,False,https://twitter.com/PetRep/status/1825142050230349935,"""{'id': 48843504, 'id_str': '48843504', 'url': 'https://twitter.com/America Is Great', 'username': 'America Is Great', 'rawDescription': 'People do not seem to realize that their opinion of the world is also a confession of their character.\\n\\n\ud83d\udc99 #HarrisWalz2024, anti-fascist \ud83d\udc99 #NoDemUnder1K \ud83c\uddfa\ud83c\udde6', 'created': datetime.datetime(2009, 6, 19, 22, 0, 33, tzinfo=datetime.timezone.utc), 'followersCount': 9428, 'friendsCount': 9941, 'statusesCount': 8513, 'favouritesCount': 2238, 'listedCount': 22, 'mediaCount': 3194, 'location': 'USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1761382272576692225/crQYbIDW_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@RonFilipkowski That's more than weird, that's a threat. Can you even imagine a time before MAGA where someone would drive down the road with something like that on their vehicle? 

Trump and his followers have changed America for the worse.",RonFilipkowski,,topic_diversified,2026-02-17 12:12:19.135327
63,2024-08-13,reply,republican,en,0,0,1,0,0,@JaniceTibbetts1 @quadcarl_carl @patriotmary4 @realDonaldTrump I did Google it and Yahoo Finance tells a completely different story. It states Trump will leave it unchanged and the retirement age will not be changed either. Nikki Haley had proposed that.,[],1823359395851342080,False,False,https://twitter.com/Greg57106Ga/status/1823359395851342200,"""{'id': 1574446371222048768, 'id_str': '1574446371222048768', 'url': 'https://twitter.com/Greg Adams', 'username': 'Greg Adams', 'rawDescription': '', 'created': datetime.datetime(2022, 9, 26, 17, 11, 15, tzinfo=datetime.timezone.utc), 'followersCount': 224, 'friendsCount': 119, 'statusesCount': 2574, 'favouritesCount': 1590, 'listedCount': 0, 'mediaCount': 2, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1710474159438856192/1cJA1nJZ_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@JaniceTibbetts1 @quadcarl_carl @patriotmary4 @realDonaldTrump I did Google it and Yahoo Finance tells a completely different story. It states Trump will leave it unchanged and the retirement age will not be changed either. Nikki Haley had proposed that.,JaniceTibbetts1,,topic_diversified,2026-02-17 12:12:19.135327
