row_id,post_type,text,keyword_category,hashtags,like_count,date
591,tweet,"During the Elon Musk &amp; Donald Trump Interview, Trump Promised To End The Weaponization Of Government &amp; George Soros District Attorneys! https://t.co/T804RK73X8",republican,[],75,2024-08-14
592,tweet,So what do you do in between times when you’re not filming  invaders climbing the border wall? Turn up the music &amp; dance. 🕺 💥🇺🇸🤣🤣🤣💥😃 #KamalaBorderCzar #Trump2024NowMorethanEver #MAGA https://t.co/vlJiXpOqV8,republican,"""[{'indices': [137, 154], 'text': 'KamalaBorderCzar'}, {'indices': [155, 180], 'text': 'Trump2024NowMorethanEver'}, {'indices': [181, 186], 'text': 'MAGA'}]""",74,2024-08-16
593,reply,@hollycookID The MAGA comments in this thread. 😂😂,republican,[],464,2024-08-20
594,tweet,"Not a single Republican Former President of the United States has ever endorsed Donald Trump for President. 

And not a single living Republican Former President OR Vice President is endorsing Donald Trump for President in 2024. Not even HIS former Vice President.",republican,[],138,2024-08-19
595,tweet,GOP candidate suggests raising retirement age amid Social Security shortfall in new video https://t.co/3jNYAPuTdJ,republican,[],65,2024-08-13
596,reply,"(PS3) ...Saudi Arabia—a country Musk and Trump *love* and which *progressives* are the most suspicious of in terms of its autocratic social policies—has a worse history of slavery than America, and therefore we get a pass under a moral relativism the GOP has fought for decades...",republican,[],91,2024-08-09
597,quote,"Except it’s not 1,000,000 as the actual registration data shows. But good job falling for GOP news releases",republican,[],72,2024-08-13
598,reply,"@USA_Polling It's going to be about turnout and the momentum. Harris is going to have both. Trump just thinks that people are going to just go out and vote. No one asks ""How is Trump going to bring prices down?"" or ""Why dose MAGA go after women's rights and transgender people's rights?""",republican,[],140,2024-08-17
599,reply,"@DougWahl1 In a parade sure. Like MAGA does, nope.",republican,[],87,2024-08-11
600,reply,"@RKonson @Sargon_of_Akkad @PolitlcsUK Extreme politics, what was extreme about them?

What’s wrong with supporting Donald trump?

Please provide evidence of her budget crashing the economy?",republican,[],115,2024-08-14
601,reply,"@RepMTG 1776? It’ll be like 2000 BC when it comes to women’s rights if Donald Trump gets elected.  But don’t worry, Roevember is coming. 

#HarrisWalz2024 https://t.co/R48UZ94dZk",republican,"""[{'indices': [139, 154], 'text': 'HarrisWalz2024'}]""",263,2024-08-11
602,reply,@patriot_dx @hathawayjapan @krassenstein So you lied and posted a fake picture knowingly....what the fuck is wrong with you MAGA trolls?,republican,[],66,2024-08-19
603,tweet,"Recently found out that 35% of marriages in between first-cousins. This feudal practice concentrates land and wealth in an increasingly inbred families, removing collaborative incentive in rural Egypt and maintaining conservative social and cultural values",republican,[],52,2024-08-09
604,reply,@akafacehots @realDonaldTrump He was a right wing and MAGA crazy,republican,[],56,2024-08-17
605,reply,"@BarristerSecret A lot of ordinary people seem to think Judges are totally free to hand down whatever sentence they want. Never mind the fact the Sentencing Council and its guidelines exist. I'm a conservative and all for harsher punishments for murder, child rape and terror, but those have to be",republican,[],55,2024-08-10
606,quote,Hey Tudor — idiots like Trump and your Maga mouth breathers turned a lot of people into Democrat voters.,republican,[],94,2024-08-12
607,quote,These white supremacists are the core of the Republican party.  Neo Nazis Love Trump. White supremacists Love Trump. I wonder why that is?  #DemsUnited #DemVoice1 #ResistanceUnited #ProudBlue,republican,"""[{'indices': [140, 151], 'text': 'DemsUnited'}, {'indices': [152, 162], 'text': 'DemVoice1'}, {'indices': [163, 180], 'text': 'ResistanceUnited'}, {'indices': [181, 191], 'text': 'ProudBlue'}]""",191,2024-08-21
608,reply,"An altercation broke out at a recent Donald Trump campaign office opening in Valdosta when a conservative activist confronted a Republican state legislator who sponsored changes to the state’s election laws, according to interviews and a police report. https://t.co/cvOulM6TnD",republican,[],416,2024-08-08
609,tweet,"Republican strategist Susan Del Percio wrote a scathing criticism of Donald Trump and his flailing campaign today for MSNBC.

“The campaign team should not be blamed for Trump's inadequacies, but their job is to figure out how to house-train him. One way might be to remind him https://t.co/3FxcIcNXKd",republican,[],322,2024-08-13
610,reply,@DefiyantlyFree Fanni is misusing tax payer dollars on the case against Donald Trump.,republican,[],159,2024-08-04
611,reply,"@LangmanVince At the RNC convention no one was lecturing, being hateful, etc. it was about joy love and peace. 

At the DNC it’s about racism, killing babies, hate, division, etc.",republican,[],327,2024-08-21
612,tweet,BREAKING: Donald Trump on assassination attempt - it was a hard hit &amp; it wasn’t pleasant.,republican,[],102,2024-08-13
613,reply,"@PaulIngrassia I don’t understand it when conservative talkshow hosts say that Pennsylvanians like Governor Shapiro, there are so many of us that know that he was involved in the fraud with the 2020 election in PA, among other crimes that he has been trying to cover up.",republican,[],174,2024-08-09
614,tweet,"🚂 TRUMP PATRIOT TRAIN 🚂

 🔥🚀 🇺🇸FOLLOW ME 👊 🚀
👊TURN ON NOTIFICATIONS 🇺🇸

 🇺🇸👊 NO ACCOUNT SHOULD HAVE LESS THAN 50k FOLLOWERS🇺🇸👊

🚀 🇺🇸👊 DROP YOUR  X 🆔 OR AN EMOJI DOWN BELOW AND FOLLOW EVERYONE WHO LIKES IT 🇺🇸👊 🚀

🇺🇸👊 REPOST SO IT FORMS A CHAIN ⛓️ 🇺🇸👊 https://t.co/npY2189NdG",republican,[],184,2024-08-13
615,quote,"Who the fuck are you kidding?

Trump sacrificed 2 #Maga sheep during his #StagedAssassinationAttempt 

Where’s the medical report?

There isn’t one.

A month later. https://t.co/JRnLJBL7la",republican,"""[{'indices': [50, 55], 'text': 'Maga'}, {'indices': [73, 100], 'text': 'StagedAssassinationAttempt'}]""",208,2024-08-13
616,reply,"@iamxtynah @donlemon Watches video of people saying they like and want Donald Trump then:

""people don’t like and want Donald Trump as President""

Typical Democrat, this is why you'll lose and spend November doing this 🤣 https://t.co/HSHvm1dsd7",republican,[],135,2024-08-20
617,tweet,"NEW: In his year-long prosecution of Donald Trump for trying to subvert the 2020 election, Jack Smith asked for exactly *zero* delays – until Thursday.

It comes as he and DOJ absorb the impact of the Supreme Court's immunity ruling.

w/ @joshgerstein 

https://t.co/XxqypO99rb https://t.co/ULFq8fDJzI",republican,[],331,2024-08-09
618,tweet,"Hahahahaha

Populists decided to jettison 75% of our conservative principles — everything from moral commitments to constitutional integrity to economic principles — and now they wanna get upset that people gonna vote different or refuse to vote https://t.co/HcpdRpQkTJ",republican,[],60,2024-08-11
619,quote,how far are we from the GOP trying to push back on this slogan by invoking stalin's order no. 227 https://t.co/PAAEMKjPBb,republican,[],89,2024-08-18
620,quote,"There is never such a thing as a principled MAGA.

Even when Trump flip flops, they will kowtow.",republican,[],66,2024-08-18
621,tweet,"I’m sure the feminists and gender blenders loved it, but for me as a conservative woman, watching Doug Emhoff play the role of supporting actor in his speech at the DNC last night, praising his wife’s strength and leadership and explaining how she was the person he had entrusted",republican,[],308,2024-08-21
622,tweet,Donald Trump is so damn quick. Like being funny is so easy for him.  https://t.co/Hz62pNoe6e,republican,[],133,2024-08-21
623,tweet,"Let's help this Patriot @rodsrevivalhour get to 1000.

MAGA UNITE NOW MORE THAN EVER https://t.co/SsR9B9RoGe",republican,[],225,2024-08-09
624,tweet,Live look-in at the Donald Trump campaign: https://t.co/WhfLvA03Jp,republican,[],259,2024-08-12
625,tweet,"You don’t get ahead by tearing other people down. It’s shortsighted. You get ahead by actually doing the fucking work and building yourself up in a legitimate way.

Look at Trump and the GOP, tearing down Biden only to get a new nominee who will ultimately cost them the election.",republican,[],291,2024-08-10
626,tweet,"Unlike those celebrities, I follow back!

#PatriotsUnite #Trump2024",republican,"""[{'indices': [42, 56], 'text': 'PatriotsUnite'}, {'indices': [57, 67], 'text': 'Trump2024'}]""",77,2024-08-21
627,reply,@NuclearMAGALady Thank goodness it’s not Donald Trump!,republican,[],84,2024-08-11
628,quote,"Your political activism will always a threat to the conservative and savage minds,
Stay strong our ideal @SabihaBaloch_ ❤️",republican,[],64,2024-08-18
629,reply,"@RobertKennedyJr The sensible, pro-peace choice is Trump.",republican,[],51,2024-08-13
630,tweet,OK IF YOU ARE ALL READY TO HEAR @GenFlynn tell us straight UP who was responsible for what happened to him and listen to him when he says President Trump has a real fight on his hands. We have to get @realDonaldTrump back in the White House with a conservative congress. #MAGA2024 https://t.co/lzkjsAINGs,republican,"""[{'indices': [271, 280], 'text': 'MAGA2024'}]""",268,2024-08-19
631,tweet,"He’s back!!!! 

Let the meltdowns commence!! 

#MAGA 
#Trump2024 
#TrumpVance2024 https://t.co/qndFphvsaJ",republican,"""[{'indices': [47, 52], 'text': 'MAGA'}, {'indices': [54, 64], 'text': 'Trump2024'}, {'indices': [66, 81], 'text': 'TrumpVance2024'}]""",234,2024-08-12
632,tweet,When Ivanka looks like this and Trump's niece looks like this you can see why Mary is so hateful! https://t.co/eUpSJucwVv,republican,[],331,2024-08-20
633,tweet,"Honest question…

Should Donald Trump appoint RFK Jr. as CIA Director in his next administration? https://t.co/gvnhnushqS",republican,[],147,2024-08-21
634,quote,"Pulte signaled that Taylor Swift was likely working with white hats, same with Kanye West

A lot of MAGA psyop accounts are losing their minds right now, probably",republican,[],61,2024-08-19
635,tweet,"STOP reposting e whores
it doesn't matter if they're ""conservative"" or you're trying to prove a point",republican,[],57,2024-08-16
636,quote,How do MAGA evangelicals support this? Every sperm is sacred right? 🤔,republican,[],83,2024-08-19
637,tweet,Suddenly almost overnight my feed is filled with alleged conservative ethots. Why? Who knows but I’ve blocked more people today than my entire history on Twitter.,republican,[],87,2024-08-17
638,reply,"@RonFilipkowski The poor grandmas out there bankrupt from this overvalued Meme stock. But at least they have MAGA Hats, flags, shoes,diapers,bibles and beach towels left.",republican,[],179,2024-08-13
639,reply,@GuntherEagleman @MattWallace888 @RepLuna If we have to see men dressed as women who hold office why can’t we have beautiful pictures of the real women holding office? Now let’s see @laurenboebert !!!!! MAGA,republican,[],83,2024-08-15
640,reply,@RVCJ_FB Donald Trump's reply to kim is just a typical and aggressive wrestler style 😎,republican,[],84,2024-08-19
641,tweet,"🇺🇲MAGA small accounts🇺🇲

🇺🇲Drop your handles🇺🇲

🇺🇲Unite Against Tyranny🇺🇲

🇺🇸Say No To Wokeness🇺🇸

🇺🇸Fight Communism🇺🇸

Let's roll!!  🔥  🚂  🚂  🚂

#PatriotsUnite 
#TrumpVance2024 https://t.co/u72pFA2KM6",republican,"""[{'indices': [146, 160], 'text': 'PatriotsUnite'}, {'indices': [162, 177], 'text': 'TrumpVance2024'}]""",1103,2024-08-11
642,reply,@Masquerade99999 @CrayonMurders Andrew Tate admitting to being a pedo completely explains why maga's in love with him.,republican,[],532,2024-08-21
643,tweet,"If you are praying for Donald Trump, reply Amen https://t.co/6a3MaP4aTx",republican,[],41852,2024-08-09
644,tweet,"BREAKING: Per Donald Trump, Elon has broken every record in the book tonight",republican,[],12725,2024-08-13
645,tweet,"Donald Trump says he will flee to Venezuela if he loses.

Vote accordingly.",republican,[],36039,2024-08-13
646,tweet,Donald Trump is on X spaces praising Communist Dictator Maduro (Venezuela),republican,[],524,2024-08-13
647,tweet,"MAGA accounts under 100k drop your handles! 🇺🇸

Let's Make America Great Again! 🇺🇸 

Retweet! Help each other grow! https://t.co/dTMxKlMmMl",republican,[],643,2024-08-15
648,tweet,How will MAGA react if Juan Merchan puts Trump in jail September 18th?,republican,[],2760,2024-08-16
649,tweet,"Trump &amp; MAGA Republicans' Project 2025 lays out how they would try to weaken worker protections &amp; make it harder to form unions.

Democrats believe in the fundamental right to join a union. Republicans don't—&amp; it's written right there in their agenda for a second Trump admin. https://t.co/LYL4iOKjrv",republican,[],597,2024-08-09
650,reply,@ProjectLincoln When he beat Donald Trump.,republican,[],522,2024-08-20
651,tweet,"Former President Donald Trump often says “millions” of immigrants who came illegally were formerly in jail or prison. Data shows that some had criminal records, but it is nowhere near millions. https://t.co/I1ADQAVqJT",republican,[],929,2024-08-13
652,tweet,"President Donald Trump and Elon Musk Just May Save Western Civilization.

This is brilliant conversation. Common sense. Love of country. Wants US to prosper. Wants the people of the US to prosper.

#MakeAmericaGreatAgain
#MAGA 

#TrumpOnX https://t.co/gdhJauX7YM",republican,"""[{'indices': [198, 220], 'text': 'MakeAmericaGreatAgain'}, {'indices': [221, 226], 'text': 'MAGA'}, {'indices': [229, 238], 'text': 'TrumpOnX'}]""",515,2024-08-13
653,tweet,"Pennsylvania truly is MAGA Country. The amount of people here would fill up 10 of Kamala’s rallies

Donald Trump is MY President 

https://t.co/3S2Tu0oGdY",republican,[],752,2024-08-17
654,reply,The sad thing about out the modern GOP is that a conservative party that once encouraged people to be skeptical of government and not make idols of leaders like Obama has now become joined at the hip to a single politician who must be blindly adored and can never be criticized.,republican,[],535,2024-08-10
655,tweet,"If Kemi Badenoch is the answer then the Conservative party is asking all the wrong questions.

Why the election of the former Business Secretary would condemn the Conservatives to an even longer spell in opposition than most now assume

https://t.co/vF47ohvRLi",republican,[],826,2024-08-14
656,tweet,"My name is Alex. 

In 81 days, I will be voting for Donald Trump and JD Vance.

Who’s with me? https://t.co/XvDrhOlDYc",republican,[],1329,2024-08-15
657,tweet,"Elon Musk is very influential.

He hosted Ron DeSantis on X and it was a disaster.

He hosted Vivek Ramaswamy on X and it was a disaster.

He hosted trump on X and it wash a dishaster.",republican,[],12123,2024-08-14
658,tweet,"🚨The RNC out-raises the DNC in fundraising, bringing in $30.9M compared to the DNC's $30.8M🚨",republican,[],863,2024-08-21
659,tweet,Good morning to my MAGA friends 🇺🇸 https://t.co/oZ3sfCBbQ3,republican,[],2220,2024-08-09
660,tweet,"🇺🇸 Calling all MAGA GOD Fearing Patriots 🇺🇸

🇺🇸Trump Train🇺🇸

🇺🇸👇 Drop your handle in the comments 👇🇺🇸

🇺🇸💪Grow These  Accounts UNITED We Are Strong 💪🇺🇸

🇺🇸🇺🇸Follow Fellow Patriots🇺🇸🇺🇸

🇺🇸 #WWG1WGA🇺🇸

 🇺🇸#IFBAP 💯🇺🇸 https://t.co/nBg6S6iiAb",republican,"""[{'indices': [189, 197], 'text': 'WWG1WGA'}, {'indices': [204, 210], 'text': 'IFBAP'}]""",543,2024-08-21
661,reply,"@Peter_Wehner I was a MAGA activist and pundit, and left MAGA, in 2022, after 7 years in it. If The Atlantic might consider a personal piece from me, Peter, let me know, please.  

What MAGA Americans need to see is others like them—who support(ed) Trump and MAGA for what they thought were the",republican,[],623,2024-08-10
662,tweet,"No one is more demure than Luke Skywalker tonight. 

“You know my message to MAGA? Go force yourself.”
 @MarkHamill delivering remarks opening night at the DNC. 👇🤌 https://t.co/6thXAEEvYR",republican,[],3881,2024-08-19
663,tweet,Donald Trump needs to go the fuck away. For good.,republican,[],2104,2024-08-15
664,tweet,This DNC roll call makes the RNC look like a goddamn real estate insurance seminar.,republican,[],2054,2024-08-21
665,reply,@RepNancyMace You’ll never convince any MAGA that they’re not both the victim and hero in everything. Go ahead and apply this to every word Mace says and see for yourself.,republican,[],2991,2024-08-16
666,tweet,"🚨WOW🚨

Investigative journalist Julie Kelly reveals bombshell revelations in new surveillance footage indicating plot by Feds to plant DNC pipe bomb

Watch an individual mysteriously emerge from a DC Police car with a bag in-hand 10 minutes after the RNC bomb was discovered... https://t.co/AwOaIJAqi4",republican,[],1334,2024-08-15
667,tweet,"38 DAYS LATER AND WE HAVE NO ANSWERS

38 DAYS LATER WITH ZERO ACCOUNTABILITY

MAGA IS FVCKING DONE WAITING https://t.co/jGG2EDZnJ4",republican,[],1537,2024-08-20
668,tweet,"Is there a MAGA civil war coming led by groypers?

Today on the show we discuss. 
Plus— are the Olympics racist? And JoJo Siwa publicly denounces me…again. 

https://t.co/HQNrR37nEd",republican,[],5907,2024-08-13
669,tweet,"The GOP is so desperate to pander to minorities, it uses degenerate @ScottPresler to register Black fellons to vote. Where's the law and order candidate?!
@NickJFuentes https://t.co/sfMUM41oOs",republican,[],825,2024-08-19
670,reply,"@Acyn To the contrary, Elon, the more people that hear Donald Trump speak the more votes he loses",republican,[],505,2024-08-13
671,tweet,"Donald Trump is all talk and no action when it comes to delivering for autoworkers. 
#StandUpUAW https://t.co/z7IThEsIIG",republican,"""[{'indices': [85, 96], 'text': 'StandUpUAW'}]""",2215,2024-08-12
672,tweet,It's only been one month since the assassination attempt on Donald Trump. 🤯,republican,[],518,2024-08-13
673,tweet,"Say a prayer to protect Donald Trump and all of the MAGA Patriots in Montana for Trump’s Rally 

Democrats will stop at nothing to keep Donald Trump from winning 🙏",republican,[],1222,2024-08-09
674,tweet,"today donald trump and jd vance have bashed:

-all members of the U.S. Military
-all teachers
-all women

are they going to start killing pets at their rallies soon? i don't know how they continue to get more unlikable by the day. OK hate-able.",republican,[],1544,2024-08-14
675,tweet,"I never really thought about this before

There’s one thing EVEN MORE SCARY than the idea that Donald Trump was lying about winning in 2020 or about today’s nutty claim

It is this: That he really believes it 

Trump’s mental health crisis must be urgently covered by the media https://t.co/1tBOz4dhXd",republican,[],5746,2024-08-11
676,quote,"Okay, I was actually assigned a story years ago about whether or not Donald Trump could be removed under the 25th Amendment,  and after speaking to  a number of lawyers and historians (in addition to the psychiatrists who started a petition to remove him) I learned that the",republican,[],1258,2024-08-12
677,tweet,"Could you imagine what MAGA would say if Jesus were alive today?

1) No accomplishments, never started a business or met a payroll.
2) Gave out free health care - Socialist!
3) Got where he is due to his Daddy!
4) Not a real Christian!
5) Won’t say Merry Christmas!",republican,[],530,2024-08-17
678,tweet,"Trump had big crowds in 2020, but still lost.  His crowds have dwindled significantly, but MAGA dead-enders are even more convinced of a Trump landslide.  They're gonna need serious mental health treatment after Trump loses. 

Fortunately, it's covered by ObamaCare!",republican,[],1337,2024-08-16
679,reply,@NapervillePol Conservative that refuses to be part of radical party of Donald Trump,republican,[],3865,2024-08-13
680,tweet,Donald Trump to be sentenced to prison in September: Fox News columnist https://t.co/uuqmFigWjD https://t.co/lF9XBbI08n,republican,[],1061,2024-08-15
681,tweet,"Donald Trump is holding a rally in North Carolina today with Mark Robinson, a virulent misogynist, antisemite, and far-right MAGA extremist.

Here is a thread of what Donald Trump endorses.

🧵 https://t.co/MZHI3Ej0T5",republican,[],18525,2024-08-14
682,tweet,Rumor has it that Elon Musk promised Donald Trump a deep-throat interview tonight.,republican,[],1290,2024-08-12
683,tweet,Donald Trump speaking with Elon Musk on X! https://t.co/oG3XsYBDxR,republican,[],4092,2024-08-13
684,tweet,"MY TAKEAWAYS: Elon Musk is not good at technology, and Donald Trump is not good at saying the letter “S”",republican,[],1191,2024-08-13
685,tweet,"I'm currently listening to the Donald Trump interview on Spaces. The conversation so far can be summarized as stoking fear in the white population that America is being flooded by dangerous Black and brown people, making white Americans feel unsafe.",republican,[],8266,2024-08-13
686,reply,@realDonaldTrump Do you support Donald Trump? https://t.co/CQAQBqFYbG,republican,[],2757,2024-08-13
687,reply,@Acyn I feel you pain John!  MAGA is not the GOP you and I grew up with.,republican,[],556,2024-08-09
688,tweet,Straykids are the best selling act in France this week! They are the only kpop group that has had 3 conservative # 1 on SNEP chart with ATE spending two weeks at No. 1! https://t.co/EVPwXk634P,republican,[],728,2024-08-09
689,tweet,"July: Former Conservative MP says that Keir Starmer would do a 4 day week if elected Prime Minister

August: Sky News report that not only is Keir Starmer working full time, he also canceled his holiday to deal with the aftermath of the far right riots https://t.co/AhZo7YEnyc",republican,[],4078,2024-08-12
690,tweet,He deleted the tweet after I pointed out he spelled delusional incorrectly. The GOP is in full meltdown mode in Florida. https://t.co/190yzG3S9p,republican,[],2439,2024-08-18
691,tweet,"JUST IN: Donald Trump tells Elon Musk Tesla is an ""incredible product."" https://t.co/iGbS0Eexa6",republican,[],4543,2024-08-13
692,tweet,"I've rarely seen so much anger on social media — but Trump's trashing of Congressional Medal of Honor recipients has really struck a nerve in the American people. Even in some conservative pockets around the country, the loathsome piece of shit is becoming a pariah. https://t.co/k9cJphtmTV",republican,[],4039,2024-08-17
693,quote,I learned something beyond Donald Trump is dumb.,republican,[],648,2024-08-19
694,reply,"@RevSarahLocke My dad, who leans more independent, NOT conservative, said today that “neither VP has a good military record.” I told him that I have no real opinion on their service. Neither were front line. But one speaks of the military respectfully, the other backs Trump and doesn’t…",republican,[],556,2024-08-18
695,tweet,how does this help Donald Trump win? How does attacking Kyle Rittenhouse help Donald Trump win? it’s either an emotional outburst or it’s just engagement farming so he can make a little extra money. it’s good for absolutely no one. https://t.co/Rtk0IQsxBP,republican,[],6751,2024-08-09
696,tweet,who else is exhausted of the 82747346537980 GOP fundraising text and e-mails?,republican,[],521,2024-08-13
697,tweet,"Where is Donald Trump going to campaign next, the great swing state of Alabama?",republican,[],1634,2024-08-11
698,quote,"Don’t sleep on this line of bullish!t. It’s deliberate and consistent with the underlying MAGA premise that if Trump loses, it’s because the election was rigged—that means all aspects of the election—including polling. Remember how much Trump and MAGA bragged about his leading in",republican,[],7172,2024-08-18
699,quote,"The final cherry on the sundae: we went from  “they’re not putting tampons in boys’ bathrooms!!” To “ok they are but so what” to “you love MAGA!” and finally now “tampons don’t murder ppl” so … cool. 
  My work here is done.",republican,[],11350,2024-08-12
700,tweet,"By and large Americans are too busy using their freedom to realize it’s under threat from Donald Trump and the MAGA version of the Republican Party. 

That’s why it’s gotta be our strategy to bring them up to speed on how, well WEIRD modern Rs are.",republican,[],970,2024-08-08
701,quote,First off these rumors aren’t true and were well planted before the convention. Second be careful being a one issue voter. I know the catastrophe that is Donald Trump. Lastly I want crypto to be bi-partisan and will continue to work on it.,republican,[],684,2024-08-20
702,quote,Dear @DineshDSouza: You are so smart to realize you are living in the matrix. It’s all a dream. So please encourage Donald Trump to just keep golfing and being lazy. No need for Trump to campaign. Everything will be ok. Please stay in your alternate reality. Thanks.,republican,[],3572,2024-08-11
703,tweet,"Have we figured out yet that CONservative run provinces have really high unemployment? 

Prince Edward Island 8.9%
Nova Scotia 7.0%
New Brunswick 7.2%
Ontario 6.7%
Alberta 7.1%

Voting CONservative has CONsequences",republican,[],1276,2024-08-09
704,tweet,"OMG!!! 🚨🚨

Elon Musk inquired about joining a commission on controlling government spending, “I would love to help out.”

Donald Trump: “I would love it!”

Imagine what Trump and Musk could do to get rid of our bloated government?!?

Argentina comes to mind…",republican,[],29996,2024-08-13
705,reply,"@catturd2 General Flynn says RFK Jr. should throw in with Donald Trump &amp; then Trump should make RFK Jr. CIA director so that he can learn who killed his dad, his uncle, MLK Jr. &amp; Malcom X, etc.",republican,[],631,2024-08-21
706,tweet,"In response to sharing a story about doctors who served in Gaza begging the current admin—and the dem nominee whose endorsed its policies—to stop sending bombs killing their patients, a dozen people reply “why havent they protested the RNC” guys morally, as a people we are cooked",republican,[],1314,2024-08-21
707,tweet,"“.. You can start to feel trepidation like with #Arizona, you get a sense in talking to folks that it’s not going as well as we hoped. In #Nevada it’s not going as well as we hoped,” said the GOP aide.

@thehill 
https://t.co/r8ixwcTRBI https://t.co/ECXR32HTem",republican,"""[{'indices': [48, 56], 'text': 'Arizona'}, {'indices': [138, 145], 'text': 'Nevada'}]""",539,2024-08-20
708,quote,"These are, quite literally, grocery store shelves during Donald Trump’s presidency https://t.co/MjkIwj8Y6C",republican,[],1577,2024-08-15
709,tweet,Opinion | Donald Trump was almost assassinated one month ago. Our media has moved on. Voters have not https://t.co/OKXud6zzLY,republican,[],15254,2024-08-13
710,tweet,"NICK FUENTES' MOVEMENT IS TOO BIG TO IGNORE ANYMORE 

The Vice Presidential candidate is being asked about him in interviews.

Trump will know the Groypers and our demands after next week.

While 'MAGA' loses momentum, we continue to grow.

We are inevitable. Expect us. https://t.co/pkaqRLVvaU",republican,[],3070,2024-08-11
711,tweet,"MAGA Influencers need to CHILL OUT &amp; Stop acting like losers. You're not helping ANYTHING, in fact, you're actively hurting Trump. Joe Rogan is a celebrity, suddenly we're supposed to care about celebrity opinions?

The internet is not real life.  Sign off &amp; Harvest a ballot. https://t.co/kxVH9Yyqhg",republican,[],6090,2024-08-09
712,tweet,"🚨DONALD TRUMP IS BACK ON 𝕏❗️

It has been announced that Trump is running ads on 𝕏, clearly indicating that he is coming to stay. 

Tonight’s interview with Elon Musk will change the course of the election and reignite the fire of the MAGA FIGHT campaign ✊🇺🇸 https://t.co/y3YkC7vlRu",republican,[],1326,2024-08-12
713,tweet,"This dude is one of the most conservative Republicans out there..

Wow. https://t.co/xB4IrLoLMK",republican,[],22174,2024-08-13
714,tweet,"Anytime you try something new with Elon and it doesn’t explode, it’s a huge success. Congrats to Donald Trump on not blowing up.",republican,[],616,2024-08-13
715,quote,Weird MAGA TV host clip 2 is Kayleigh.,republican,[],942,2024-08-08
716,tweet,"President Trump just Truthed this video 🥰
""Black America is about to rise up!"" https://t.co/Sop0crAMcb",republican,[],13042,2024-08-20
717,tweet,"Can you imagine the outrage if a Conservative chancellor had appointed a Tory donor as a civil servant in @hmtreasury, without telling the @CivServComm? 

BBC push alerts? Guardian splash? Pious invocations of Northcote-Trevelyan? 🤯

And yet Labour do it….

One Rule for Them 👇",republican,[],942,2024-08-14
718,tweet,Donald Trump conectado com Elon Musk no X. https://t.co/GJtPVu0xwF,republican,[],6638,2024-08-13
719,tweet,"Forget the polls. Regardless of whether they're good, bad, or indifferent, if we could rely on them, we'd never have heard from Donald Trump again.",republican,[],714,2024-08-10
720,tweet,"🚨BREAKING: Kelsey Grammer has announced his endorsement of Donald Trump for President.

What's Your Reaction? https://t.co/vOkL11Ye1x",republican,[],37366,2024-08-13
721,tweet,Have we ever seen a more miserable and depressing cult of LOSERS than MAGA? This is a rhetorical question. 😂😂😂 https://t.co/unqH9IglKK,republican,[],854,2024-08-08
722,quote,Donald Trump is a horrific person.,republican,[],4436,2024-08-14
723,reply,@ShawnRyan762 @MichaelRohland7 Tim served. Maybe you mean to say unlike Donald Trump who is a notorious draft dodger,republican,[],1039,2024-08-08
724,tweet,Democrats don’t want you to see this video posted by Donald Trump on Truth. https://t.co/3atWieRXHQ,republican,[],4858,2024-08-11
725,reply,@elonmusk We were anticipating Donald Trump’s mean posts but I think Elon is actually doing a better job right now 😂,republican,[],5144,2024-08-12
726,tweet,"Happening tonight: Former Georgia Lt. Gov. Geoff Duncan will speak at the Democratic National Convention, joining several other Republicans who will use the spotlight to urge conservatives to ditch Donald Trump. #gapol
https://t.co/q7qIj3aaT3",republican,"""[{'indices': [212, 218], 'text': 'gapol'}]""",624,2024-08-21
727,tweet,"The GOP is going to be in great hands in 2028 when DeSantis, Vance, Rubio, Youngkin, Sanders, and Hawley duke it out for the 2028 nomination.",republican,[],721,2024-08-11
728,tweet,Trump has his MAGA goons trolling me on Truth  Social because I keep posting pics of him waving to no one on tarmacs !! 😆😆,republican,[],2436,2024-08-12
729,tweet,American Greatness is earned from the struggle of freedom. It counters MAGA's manifesto that America is broken. https://t.co/PEYS3nEkA3,republican,[],1877,2024-08-12
730,tweet,"Ladies and Gentlemen, the GOP nominee for US Senate in Minnesota https://t.co/66jWqYlLQA",republican,[],4186,2024-08-14
731,tweet,"- FOX viewers watch FOX
- OANN viewers watch OANN
- Newsmax viewers watch Newsmax

And MSNBC viewers are being subjected to guests from those networks. Nobody is going to leave their nests to check it out, so MSNBC is giving MAGA airtime for nothing. We know their views. They",republican,[],543,2024-08-08
732,quote,“the conservative case for gay race communism”,republican,[],803,2024-08-12
733,tweet,"BREAKING: Donald Trump says he'd love to hire Elon Musk to help control government spending.

Based.",republican,[],3678,2024-08-13
734,reply,"@megynkelly The fact check to your comments is linked in the original post. Schools can put tampons wherever they want. And also, it’s a tampon who gives a shit? You should click the link and then ponder if your sad climb back into MAGA world is worth it. From here it seems pretty dark!",republican,[],666,2024-08-12
735,tweet,"Creepy Trump should learn a thing or two from Gov. Tim Walz. 

Donald Trump only cares about Donald Trump. https://t.co/TA101xFrOu",republican,[],1078,2024-08-08
