row_id,political_leaning,text,hashtags,post_type,like_count,date
150,republican,"@realJennaEllis Why does the idea of a majority of Americans living well equate to communism in the minds of MAGA’s followers? This feeds into the lie that they’ve “lost” their country. In order for them to keep living well, they believe others must live less well. Equality is not communism!!!",[],reply,1,2024-08-11
151,republican,"@xAmericanMonkey @David_Leavitt 100% false.  Tesla would not exist today if not for that tax credits and other subsidies.  Bottom line is, the trumpy types (what we call maga today) are always first in line for the government handouts.  They call them ""bailouts"", ""subsidies"" or ""incentives"".",[],reply,2,2024-08-17
152,republican,@alx She lives in a 🤡 world! #MAGA 🇺🇲,"""[{'indices': [29, 34], 'text': 'MAGA'}]""",reply,0,2024-08-08
153,republican,@its_GOP I don’t do shorts except for swim or sports.,[],reply,1,2024-08-10
154,republican,Awesome the SUPPORT from Proud Americans. MAGA #USA #VoteThemOut Save America,"""[{'indices': [47, 51], 'text': 'USA'}, {'indices': [52, 64], 'text': 'VoteThemOut'}]""",quote,0,2024-08-17
155,republican,"“Make an image of my appearance.”

#Trump2024 https://t.co/9i9dQzvjwA","""[{'indices': [35, 45], 'text': 'Trump2024'}]""",tweet,0,2024-08-16
156,republican,"@thehappydog_ No. If you’re ugly, 😎then Donald trump has perfectly healthy skin",[],reply,0,2024-08-13
157,republican,@realDonaldTrump You are #UNFIT to be Commander in Chief! Real gross domestic product (GDP) increased at an annual rate of 2.8% in the 2nd qtr of 2024! Personal income increased 2.1% in the metropolitan portion of the U.S.! You told the GOP to wait on you to pass the laws on the borders!,"""[{'indices': [25, 31], 'text': 'UNFIT'}]""",reply,0,2024-08-12
158,republican,"@GOP Trump the convicted FRAUDSTER -cooking books, lying to banks, evading taxes!Affordable for who? The Trump family con artists and cronies?",[],reply,0,2024-08-17
159,republican,@RobertJenrick Good to see you upholding the  true conservative values of hate and division………..,[],reply,0,2024-08-08
160,republican,"They actually brought up a good point about how black people shouldn’t automatically be loyal to Democratic Party. 

HOWEVER, this is not the election for that. Donald Trump does not give a fuck about us 😂 
https://t.co/hdtMqCCWxA",[],tweet,0,2024-08-21
161,republican,"Donald Trump, covid &amp; ""disinfectant""!
#Trump #DonaldTrump #Covid #COVID19 #Coronavirus #disinfectant #USA #poisoncontrol","""[{'indices': [42, 48], 'text': 'Trump'}, {'indices': [49, 61], 'text': 'DonaldTrump'}, {'indices': [62, 68], 'text': 'Covid'}, {'indices': [69, 77], 'text': 'COVID19'}, {'indices': [78, 90], 'text': 'Coronavirus'}, {'indices': [91, 104], 'text': 'disinfectant'}, {'indices': [105, 109], 'text': 'USA'}, {'indices': [110, 124], 'text': 'poisoncontrol'}]""",quote,0,2024-08-08
162,republican,@johnnymac2220 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂. The reporting ? By who? Hey son Israel is being attacked they are not attacking. You people believe any crap. Wake up grow up son. MAGA,[],reply,0,2024-08-20
163,republican,Brussels tried but FAILED to stop Elon Musk’s wildly popular interview with Donald Trump – https://t.co/nN5Asb50Df https://t.co/E4gweB2bTu,[],tweet,0,2024-08-15
164,republican,@IngrahamAngle Unconscionable Karen leads the MAGA death march. https://t.co/quUHBeJQrj,[],reply,0,2024-08-14
165,republican,@SuppressedNws DONALD TRUMP THE JEWISH MOSHIACH MESSIAH https://t.co/wYMUHFfJeh  https://t.co/Wui8TRSMvf,[],quote,0,2024-08-09
166,republican,"This week, I look at felon Donald Trump’s downward  spiral.
https://t.co/JZelxcGXHF",[],tweet,0,2024-08-18
167,republican,"@JackPosobiec LMAO 

I’m surprised you didn’t use the “Commie” term.

FYI:  MAGA is a pit full of self-serving vipers - including you, Jack.",[],reply,0,2024-08-20
168,republican,"@DonaldJTrumpJr Sounds desperate, little Donny J! And the world understand why when the Chickenfarm🐣🐥🐤GOP support an to old demented convicted Pedophile-felon and Traitor to the American People owned by Putin! Feel really sorry for your children who has to live with the shame for eternity!",[],reply,0,2024-08-21
169,republican,Donald Trump speaks at Mar-A-Lago and he saves you the the country is in bad shape I disagree with him because the country is in better shape today than it was when he was president he's lying again as he has done for 4 years as president he cannot be trusted,[],tweet,11,2024-08-08
170,republican,@elonmusk Speaking such Has Conversation with U.D.zpresidency Contestant Donald Trump along Elon Musk Will Cover more than Space satalite linked Lawful Channels!And Many Aap Links of Elon Musk Takes Great Canvassing to Trump!!!👍⚕️✌️,[],reply,0,2024-08-13
171,republican,@PGStheone @CNBC Jfc that might be the dumbest fucking thing anyone has ever said.....bit a maga fucking clown will always be a maga fucking clown,[],reply,0,2024-08-20
172,republican,"@OzvenomDnD @JoshuaIkenouye @AesPolitics1 True, but Trump (and others) will go to prison and Project 2025 won’t happen. I’ll take that bet.
I’m also betting Trump is dead by 2028 and the Magas will fade. That could set up for better chance in ‘28. The GOP is a minority party, unless they cheat.",[],reply,0,2024-08-13
173,republican,@Lynnebf_2846 @RNC Imagine it from another perspective...  as bad as Dems think Trump is and she's only .8% up? 🤣 means they almost dislike her as much,[],reply,0,2024-08-08
174,republican,@villain181 @ShardiB2 That's all they have. That's why I'll never vote GOP.,[],reply,2,2024-08-20
175,republican,That’s the way to win them over @GOP @RNCResearch,[],quote,0,2024-08-08
176,republican,"@TheRickWilson JD and DJT, between them have BIGLY alienated some important voter blocs in the past month.

Like…

Blacks, Indians, bi-racial people, Black reporters, Kemp and all non-MAGA GOP, single cat women, IVF’ers, Milwaukee, now older women…. what are they possibly thinking? https://t.co/oHRLWHgBn7",[],reply,5,2024-08-14
177,republican,"@KamalaHQ @KellyScaletta I’ll just drop this here @JDVance. Want to explain this away too? Was Trump just appreciating members of the military who didn’t see combat? Yeah, you would probably spin it that way. When #MAGA has run its course, you’ll be remembered for this.

https://t.co/pgaySaQ7LN","""[{'indices': [214, 219], 'text': 'MAGA'}]""",quote,0,2024-08-18
178,republican,@Used_To_Be_GOP Don't cave!,[],reply,0,2024-08-19
179,republican,@LaNativePatriot @joerogan I'm not surprised.....at all. Until 3 years ago I really didn't listen to anything on his podcast. The only reason I did was because he had health people on there during covid. I know where he stands and that's not on the conservative side...at all. I just pray he sees Jesus,[],reply,1,2024-08-09
180,republican,"Canada’s Conservative party has deleted a social media campaign video with a heavily nationalist message after much of the video featured scenes from other countries, including Ukrainian farmers, Slovenian homes, London and a pair of Russian fighter jets. https://t.co/HVoqEfm0JR",[],tweet,0,2024-08-20
181,republican,"Before Elon Musk, it was Donald Trump who boldly stood his ground against the legacy media. Not only did he challenge them, but he also beat them at their own game, exposing their bias and fakeness for all to see. This relentless pushback made him a constant target, and despite https://t.co/Gd2I3dr1UG",[],tweet,0,2024-08-10
182,republican,"San Juan Mayor Carmen Yulín Cruz Rips ‘Bully’ And ''Big Mouth'' Donald Trump. “I hope he’s a better golf player than he is a president, because he surely isn’t a good president. $BOME $XRP",[],tweet,0,2024-08-09
183,republican,"🧵Would it be enough for millions of other people to see 3rd party candidates as viable option?

Hell yeah.

Would it be enough for the corrupt puppets of plutocracy in the DNC &amp; RNC to feel threatened?

Hell to the yeah.",[],reply,0,2024-08-18
184,republican,@RonFilipkowski If there's one thing Donald Trump knows about it's loose screws...,[],reply,0,2024-08-17
185,republican,@KEVINMAGA2024 You have to draw lines. Extremism in either direction is not good. Threats to violate the constitution must be voted against. We must vote to protect our sovereignty and our liberties. That means a vote for Donald Trump.,[],reply,1,2024-08-13
186,republican,@SavannahSaint @PpollingNumbers @FoxNews That's my biggest fear. And that's the formula for civil war. That's why I think a reform of the electoral college is paramount. I don't see MAGA conceding an election winning the popular vote.,[],reply,2,2024-08-14
187,republican,"""..And Donald Trump is a candidate who only got 46% of the vote twice on his best days. 

Not looking good for Trump.""
Meidas Touch News (MTN) 

https://t.co/oIXqFmsQPT",[],tweet,0,2024-08-10
188,republican,"@Liz_Wheeler I am a conservative Christian. Comic artist, I will have silly hobbies, being single is a choice, I can get a date tomorrow if I wanted, but I prefer my peace.",[],reply,2,2024-08-20
189,republican,@realDonaldTrump TRUMP ULTRA MAGA FOREVER 🇺🇸🦅🍊,[],reply,0,2024-08-18
190,republican,@MHughesLA The point is getting endorsements from the likes of Duke made it very difficult to paint Trump as a liberal - which was the GOP Neocons' go to jibe for any anti-war candidate  in those days. For me that is Trump's positive legacy - breaking the pro-war consensus on the right.,[],reply,0,2024-08-12
191,republican,"@FrankLuntz @MeidasTouch Yes, countdown to “what I really meant to say” from @realDonaldTrump or “what he really meant to say” from his sycophants in @GOP. Maybe, MAGATs will even try to say “he was joking”! What a f***ing disgrace that he’s even in the race to be president!",[],reply,0,2024-08-16
192,republican,"@megynkelly Are you aware that Megyn Kelly is just a grifter and will parrot any GOP talking point, even when she knows it's false? You good with that? Totally assclown?",[],reply,0,2024-08-08
193,republican,"@iAnonPatriot Yall keep forgetting something…..
RNC Chair Lara Trump has announced that she is building an army of 100,000 POLL WORKERS and over 500 LAWYERS to monitor the 2024 election to STOP THE FRAUD. 🩸Lawyers WILL BE PRESENT! 🩸",[],reply,0,2024-08-11
194,republican,"Donald Trump is a convicted FELON!!!
Donald Trump is a convicted FELON!!!
Donald Trump is a convicted FELON!!!",[],quote,0,2024-08-19
195,republican,"All of the right wing Maga scotus have embarrassed + I would venture to say lent weakness to our country in the eyes of the world. There's a reason why America is often considered a world leader. There is no constitution, rule of law, citizen's rights as amazing as what we have.",[],reply,0,2024-08-13
196,republican,"@worldnetdaily I’m stunned at how this continues and no one in the @GOP cares. D.C. is an evil that we need undo. Just too much money. They no longer serve anyone but, evil.",[],reply,6,2024-08-09
197,republican,"@elonmusk We can't let her win, even with the medias help!!  #Trump2024 🇺🇸
#CSWIC","""[{'indices': [61, 71], 'text': 'Trump2024'}, {'indices': [75, 81], 'text': 'CSWIC'}]""",reply,0,2024-08-13
198,republican,"Well good luck with that @VivekGRamaswamy. 🤡🤡

Big crowds is MAGA 2024 agenda.. 

Like his is Bigger than MLK’s. 
Bigger than Obama’s.

Fake certificate made him president first time..🤡 https://t.co/yRwfPP7XT8",[],tweet,0,2024-08-12
199,republican,@Maga_debunker @Resisting313392 She wasn’t even nominated. She literally usurped the process. Fuck her.,[],reply,0,2024-08-15
200,republican,LOL just have to post this after all the stupid GOP posts https://t.co/j720nxwG67,[],tweet,0,2024-08-21
201,democrat,"From @WSJopinion: Illegal aliens shouldn’t get a free pass into our country, and they shouldn’t receive taxpayer benefits when they arrive. The Biden-Harris administration shouldn’t get a free pass to violate federal law, writes Kris Kobach. https://t.co/ZnBTYyK5wy",[],tweet,115,2024-08-09
202,democrat,"Everyday- when I wake up, I’m sick of reading about all this insanity and backwards, upside down lunacy with Joe Biden, Kamala Harris and our entire government. 

Who else is sick of all this insanity? 🙋‍♂️ https://t.co/hJDjXhgrUa",[],tweet,2120,2024-08-17
203,democrat,"@ArmandDoma No one cares 

Trump is too polarizing 

Dems and independents couldn’t get behind Biden bc of his age

Now it’s not a problem and it’s just a referendum on Trump…not many people think Harris is some amazing leader…they just know she isn’t trump",[],reply,124,2024-08-12
204,democrat,"""NIKKI HALEY CALLS KAMALA HARRIS ONE OF THE 'MOST INCOMPETENT ELECTED OFFICIALS' IN US"" (2023)
Haley: ""Her failures in foreign policy &amp; managing the border are too numerous to mention—to say nothing of the word salad that defines her unscripted remarks""
https://t.co/aHrpaVSuHO",[],reply,170,2024-08-16
205,democrat,The Biden-Harris jobs “miracle” was inflation forcing people into part-time work. 1/3 of Americans — and half of blacks and Latinos — forced to take on part-time work.,[],quote,250,2024-08-12
206,democrat,"They scrubbed the lie that @Tim_Walz retired as a CSM from the Biden harris website bio
But it's still stealing valor at the MN Gov website

What's up you poseur?",[],quote,112,2024-08-08
207,democrat,"Vice President Harris is now up 2.7 points in @FiveThirtyEight's national polling average.  That is a 6 point improvement from Biden's last day as a candidate.  

The race has moved 6 points in recent weeks.  6 points! https://t.co/1OB5l8G8Lt",[],tweet,2633,2024-08-12
208,democrat,"'America, I gave my best to you': Biden eyes legacy in emotional farewell https://t.co/kfrHCsHivG",[],tweet,877,2024-08-20
209,democrat,"@POTUS Note that Kamala, Democrats, or media don't call out academia for ""price-gouging"".

The Obama-Biden administration &amp; a Democrat congress nationalized the Student Loan Industry in 2009.

How'd that work out for students? Taxpayers?

Can you think of a more failed policy? https://t.co/HkzUcKVNTF",[],reply,175,2024-08-18
210,democrat,"🇺🇸 President Biden this afternoon campaigning with VP Harris in Maryland: ""I have an incredible partner. She's gonna make one hell of a president!""

🇺🇸 As a vet, this just flat chokes me up. Country before self. What a team! What a country! Win, dammit! 🥲 https://t.co/spq1u317bi",[],tweet,1832,2024-08-15
211,democrat,"Kamala Harris &amp; Crooked Joe Biden killed the American dream through their disastrous economic policies.

Today, President Trump brilliantly laid out his vision on how we will revive the American dream &amp; make our country GREAT again!",[],quote,525,2024-08-15
212,democrat,"Then Biden and Scholz could run their campaigns based on being peace makers. Order in Europe would be reestablished, Germany could call for an end to sanctions and restart corrupt dealings with Russia.",[],reply,680,2024-08-17
213,democrat,"It was only 2 weeks ago that Kamala Harris was historically unpopular, and now she’s suddenly become America’s sweetheart?  

Yeah, you’re being lied to.",[],tweet,171,2024-08-05
214,democrat,"@realDonaldTrump Kamala has been running the country since 2020 because we all know Biden can’t run the country. 
All the horrible inflation and wars are all on Kamala.",[],reply,408,2024-08-16
215,democrat,"MSNBC political analyst Michael Steele complains that Kamala doesn’t need to talk to the media:

“What has struck me since Donald Trump’s press conference is sort of the highbrow nature of the press coming at Kamala Harris…whining, that ‘she doesn’t talk to us.’” https://t.co/2nwReC1iUB",[],tweet,508,2024-08-13
216,democrat,"Ruben Gallego is a Far Left progressive, just like Kamala Harris. 

They both support open borders &amp; all the bad Biden policies that decimated our economy &amp; made life unaffordable for Arizonans. 

President Trump &amp; I will secure the border &amp; get the economy back on track. https://t.co/vaoUHSBisR",[],tweet,1154,2024-08-16
217,democrat,"In Rasmussen's latest national poll, Donald Trump maintains a five-point lead over Kamala Harris:

Trump 49%
Harris 44%
RFK Jr. 3%",[],tweet,336,2024-08-12
218,democrat,"#MondayMotivaton #MondayVibes #MondayFeeling 

 #ProudBlueEditorials Kamala Harris delivered a searing critique of Donald Trump, emphasizing the grave implications of his recent remarks regarding the U.S. Constitution. 

In a fervent speech, she stated, “Let us be very clear. https://t.co/3QSNJR0Bgk","""[{'indices': [0, 16], 'text': 'MondayMotivaton'}, {'indices': [17, 29], 'text': 'MondayVibes'}, {'indices': [30, 44], 'text': 'MondayFeeling'}, {'indices': [48, 68], 'text': 'ProudBlueEditorials'}]""",tweet,244,2024-08-12
219,democrat,"Leftoids are so fucked

They could lie about how their nonstop, performative bitching was responsible for Biden's low favorables when it was really his age, but now they'll have to realize how meaningless they are as they impotently squeal while Copmala's approval ratings rise",[],quote,1176,2024-08-08
220,democrat,"Biden is announcing $150 million in research grants via @ARPA_H  as part of his ‘Cancer Moonshot’ push to fight cancer

https://t.co/gXL4p50VnJ",[],tweet,342,2024-08-13
221,democrat,"President Biden’s daughter, Ashley, will introduce her father ahead of his keynote speech.

Follow live: https://t.co/2Se31wAJuV https://t.co/QtiJtS8gDM",[],tweet,302,2024-08-19
222,democrat,If Harris were doing her job effectively she would have 25th’ed Biden. The fact she hasn’t shows she isn’t a leader nor does she care about the country.,[],tweet,269,2024-08-16
223,democrat,"@TPostMillennial With these words, Kamala Harris is echoing some of the most terrifying tyrants in history.
Stalin, Hitler, Mao ... they all 'believed in the collective', and spoke about it openly &amp; often.
Collectivism is directly opposed to our republican system of government.
This is not okay.",[],reply,149,2024-08-08
224,democrat,They indicted convicted and put Paul Manafort in solitary confinement for far less. When is Hunter Biden going to prison?https://t.co/X0xrnoGcEG,[],tweet,8084,2024-08-14
225,democrat,@McFaul I like how @elonmusk just told his 200 million followers Joe Biden lied about “very fine people on both sides.” Democrats have nothing to offer but lies. 😂😂,[],reply,725,2024-08-20
226,democrat,"Kamala Harris picked Adam Kinzinger’s campaign manager to help her lead Republicans for Harris. 

Lol the guy who dropped out because he knew he was about to lose his primary by the same 40 points that Liz Cheney lost hers.

Sometimes I think they just have so much money to burn",[],tweet,191,2024-08-04
227,democrat,Ashley Biden Speech Is Super Creepy When You Think About What She Wrote In Diary About Showing With Her Dad https://t.co/35oBJ0dNRf,[],tweet,5590,2024-08-20
228,democrat,"@fr0gan She has called for a ceasefire, broke with Biden admin many times, didn’t pick sharpio what more do you want from here, she’s not going to wear the keffiyeh on stage, take the W",[],reply,186,2024-08-08
229,democrat,"@hodgetwins Oh, what's this? 

Joe Biden holding the hand of the late Robert C. Byrd, a former KKK Member. https://t.co/MOV6zMY5fI",[],reply,953,2024-08-14
230,democrat,"The man who had 1000 corrupt career politicians and small-minded authority figures as side characters in his books strongly supports Biden/Harris, the most cynical choice of all.  
Not a single right winger of his IQ anywhere supports Trump nearly as enthusiastically.",[],quote,127,2024-08-16
231,democrat,"Do you remember when Biden said this?

He continues to lie to this day about COVID and all of the people that lost their lives under his presidency including my husband.
https://t.co/JOOYcvwCfm",[],tweet,192,2024-08-20
232,democrat,@DineshDSouza The reason why ALL Kamala and Walz events are “BY INVITATION ONLY” is now quite apparent. They don’t want to allow any snitches in there to spill the beans that the crowds are all doctored in after the fact with AI and applause tracks‼️,[],reply,269,2024-08-10
233,democrat,"@MarioNawfal 🚨Harris Biden WH, Treasury Dept &amp; the Fed believed everything about the Economy was fine in 2021. 

They even said the tics upward were “transitory” and they kept spending 💰💰us into the highest inflation in 50 yrs. 

Now Kamala wants more💰💰again, to do what she did in 2021",[],reply,146,2024-08-16
234,democrat,"#TrumpIsDone is another cheap attempt at projection and ""I know you are but what am I"" by the blue haired liberal loonies on the left 😆😂

They can't even cheat well. Cat ladies and beta males are the Kamala &amp; Walz base. #Trump2024 https://t.co/MgsrsVbThO","""[{'indices': [0, 12], 'text': 'TrumpIsDone'}, {'indices': [224, 234], 'text': 'Trump2024'}]""",tweet,969,2024-08-12
235,democrat,"There’s a lot of confusion around this but it’s essential to understand that when Harris/Biden talk about a “ceasefire/hostage deal” they are talking about something fundamentally different than what Labor, Palestinian groups, aid orgs are talking about-&gt;
https://t.co/Tcrp0wFbxv",[],quote,3119,2024-08-10
236,democrat,"Taliban is holding a parade showing off equipment left behind by Biden-Harris

 https://t.co/mZUxFzzul1",[],tweet,46836,2024-08-14
237,democrat,@Ange_Amene Pelosi has chosen to purposely draw fire to shield 44's involvement. They both underestimated Biden's political savvy and Harris' appeal.,[],reply,250,2024-08-11
238,democrat,"@TheRickWilson It’s almost as if Joe Biden doesn’t need to run around shouting “drill baby drill”, because he understands that actions speak louder than words.

Or something.",[],reply,774,2024-08-14
239,democrat,"Axios: Kamala is looking for opportunities to break from BIden

KJP: Kamala Harris has been a key partner on EVERYTHING these last three years

Biden: Harris ""will not distance herself from me"" 

DNC: Kamala is ushering in a ""second Biden term""",[],quote,376,2024-08-19
240,democrat,"Thank You President Biden. Our billboard is up near Wilmington, Delaware and Philadelphia on i95. Please support and we’ll keep it up. https://t.co/tLqBQPT6ep https://t.co/nh0OwfiLNb",[],tweet,281,2024-08-11
241,democrat,"@sentdefender Occurred at 4:30 AM. Biden didn't hear about it til 10AM. Or later. The night shift intern handled the matter. Instructions:       ""Gaslight Everything.""
The only thing off base here is the Non-Biden, Harris leadership. 
They're busy reconstructing the facts to reclassify the",[],reply,333,2024-08-17
242,democrat,"Newborn twins in Gaza murdëred with their mother &amp; grandmother as their father went to collect birth certificates.

The horrors are unimaginable. 

So unimaginable that the Biden Administration just gave Isreal ANOTHER 20 BILLION DOLLARS IN WEAPONS. 

 https://t.co/k4GxgZfKrN",[],tweet,383,2024-08-14
243,democrat,"Kirby:  ""Today's announcement comes on the heels of yet another Russian attack that has killed Ukrainians civilians, this time on a supermarket in eastern Ukraine, which killed 12 people and wounded more than 40 doing nothing but buying groceries. The Biden-Harris administration https://t.co/WLi9f952Th",[],reply,188,2024-08-09
244,democrat,The student debt system is in such chaos right now it’s hard to even explain. But a reminder that this is a federal government portfolio of almost $2 trillion. The Biden-Harris admin should issue a pause on all loans now.,[],quote,421,2024-08-09
245,democrat,🇺🇸 Biden has confirmed that key players in the Democratic Party have driven him out of the presidential race. https://t.co/kP99hQ0IFN,[],tweet,115,2024-08-11
246,democrat,@joshtpm I’m in east coast Canada. It’s after 1am here. You gotta be quite the wimp if you couldn’t stay up for Biden. It’s a great speech.,[],reply,198,2024-08-20
247,democrat,"Former President Donald Trump took to Truth Social to blast VP Harris and said that ""they stole"" the presidency from Joe Biden. MORE: https://t.co/AIb67y8vlb https://t.co/kJkcmh6tZ1",[],tweet,292,2024-08-16
248,democrat,"Biden will be ""reminding people what it was like when he and Kamala Harris took office.""

WHAT IT WAS LIKE:

— Secure border (10-15+ illegals here now)

— 1.4% inflation (above Fed target for 41 straight months now)

— $2.39/gal gas (up ~50% now)

— ~2.7% mortgage rate (~7% now) https://t.co/2aYAJ7j90s",[],tweet,522,2024-08-19
249,democrat,"@leslibless Joe Biden has always been an evil, pathological, liar…",[],reply,175,2024-08-11
250,democrat,"@DefiyantlyFree Biden hardly campaigned, rarely did pressers. No policies.
Harris had 190 ppl at her NC rally. No free concert. She won't do interviews. Afraid to share her policies. Even MSM eviscerated her Price Controls as communism.
Trump works hard, always campaigning, common sense policies",[],reply,246,2024-08-20
251,democrat,"This Committee has been raising concerns over the thousands of unaccompanied migrant children who are unaccounted for on Biden &amp; Harris’ watch.

A recent OIG report confirmed the Biden admin has failed in its duty to protect these vulnerable children. https://t.co/qmtCIdvN1c",[],quote,258,2024-08-20
252,democrat,"So the Mayor that’s trying to shut down Mar A Lago..

Is she a Democrat? Only a Democrat would be willing to lose all the taxes that property brings in. https://t.co/I5WyA2sDgR",[],tweet,185,2024-08-15
253,democrat,"Get yourself that special someone who looks at you the way... 😍 

Joe Biden dreams about ice cream or Ilhan Omar looks at cute white boys. https://t.co/9a4wGbN7h9",[],quote,147,2024-08-16
254,democrat,"There are 19 references to President Biden's ""second term"" in the party's 2024 platform released today 👀https://t.co/d05FngLGSE",[],tweet,147,2024-08-19
255,democrat,Pravda. Completely astroturfed in the last few weeks after they ran that coup against the sitting President Joe Biden,[],quote,357,2024-08-14
256,democrat,"Instead of surging weapons to Ukraine to support its historic offensive into Kursk, team Biden is cutting urgent military aid. The latest drawdown package is a mere $125 million, down from $200 million in July and dramatically lower than the $1 billion in August 2022. https://t.co/If9l0xYmDg",[],tweet,616,2024-08-14
257,democrat,"If you want to win, you’ll push for a ceasefire and a break with Biden’s policy, you genocide loving fascist",[],quote,591,2024-08-08
258,democrat,"U.S. President Joe Biden stated earlier today when asked about the ongoing Ceasefire and Hostage Negotiations in Doha involving Israel, Egypt, and Qatar, “We are not giving up, it’s still possible.”",[],tweet,676,2024-08-18
259,democrat,"🚨🌎 This is The Taliban - showing casing tens of billions dollars worth of American High tech military equipment the US left behind.

When the Biden administration did this it became completely clear they were active working against the interests of America &amp; left their soldiers https://t.co/Xm7uS3AktF",[],tweet,182,2024-08-14
260,democrat,"The Trump campaign has done a horrible job highlighting how bad the economy has been under the Biden Harris administration, but luckily for them, Kamala is doing their job for them.",[],quote,238,2024-08-09
261,democrat,He did more for blacks during his presidency than Biden has ever done.,[],quote,0,2024-08-12
262,democrat,@BlackKnight10k and he thought Biden outlawed abortion.,[],reply,0,2024-08-08
263,democrat,@NebraskaSOS You need every vote you can to get Biden or Kamala that 1 electoral point! Seriously a bunch of criminals running this state!,[],reply,1,2024-08-15
264,democrat,"Kamala Harris is hosting free concerts to draw in crowds and then pretending the crowds came to see her.
She’s being installed, no one voted for that commie b*tch and the sheep run for free entertainment.
So fk’ng pathetic",[],tweet,3,2024-08-07
265,democrat,"@RougePeter @realAnthonyHogg @Booda_the_Great @sharky_politics @AstirRainbow @JPopiden55707 @Vickie627 @56tweets4 @Sasquatch4eva @NatashaForTrump @TRUSTGOD2020 @_TwiceEllipses_ @Eilis654279 @memequeenkimmy @IZMKS44 @sophis_theo @KirchoffSh62598 @KenWali1 @kim_because @PembrokeMeg @scottstocker4 @GettrAppendix @skratch_karma @cbeckj @IndyMarc65 @HamRadioJoe @Chris487184 @WokeSolarPanels @abortivus @AnglerLouisiana @laneisrad @Missy8008135 @CraigCastleber1 @youknow714 @IamGhostOfTick1 @CodyWyatt__ @SpacesVector @JohnJohnGladden @elmo_slayer @PCamero95730249 @Flattielover @8BrianVogel4 @threeballes @Resistenzanow @VoteBlue_24 @Wantmy2dollars_ @SophiaBianchi99 @LiberalLeveler @John1800Blair @itisjustmebabe Are you referring to Russia, the country which it was proven did NOT collude with Trump, but DID invade Ukraine under Biden's watch? Is that the same Russia which we are both talking about?",[],reply,0,2024-08-16
266,democrat,@ABCWorldNews THE CLAIM: Everything the Biden-Harris administration has done has been to benefit the American people.  THE TRUTH: Americans have suffered under the Biden-Harris administration with soaring inflation and their tax dollars being shipped to Ukraine.,[],reply,0,2024-08-19
267,democrat,Biden/Kamala crew knew that the only way for America (democrats included) to support a black/brown woman running for president is if she was the only viable option so they had to make sure it was too late to put money behind any other candidate besides Kamala. Brilliant play,[],quote,1,2024-08-16
268,democrat,You may forget things more frequently because your brain is cluttered 😔. We should consider this a medical condition. Let’s call this the Biden syndrome 😳🇨🇦🙏🏻,[],quote,0,2024-08-10
269,democrat,@JoJoFromJerz You loved Biden up until a few weeks ago. Then you people necked him. You’ll love who Alex Soros tells you to love.,[],reply,0,2024-08-17
270,democrat,@robreiner Biden is a criminal,[],reply,0,2024-08-20
271,democrat,@SaycheeseDGTL biden already passed a 1.2 trillion dollar infrastructure bill.,[],reply,0,2024-08-18
272,democrat,@BobDelaporte @JasonCalvi I think he felt conflicted knowing the voters of his state voted for Biden.,[],reply,0,2024-08-21
273,democrat,"@SteveDeaceShow Biden’s basement strategy worked in 2020, with the help of corrupt election officials. Dems will rinse and repeat this year. Rallies are nice, but that’s not where all the energy should go.",[],reply,0,2024-08-12
274,democrat,@Panchenko_X End times back up by Biden,[],reply,0,2024-08-21
275,democrat,@TulsiGabbardrep YES....there is a video on U Tube by Victor Davis Hanson one of the best historians of our time.....advocating that Obama was pulling Biden's strings......which of course meant that George was pulling Biden's strings. A recent quote reported by George. https://t.co/HILVnmIzwT,[],reply,0,2024-08-18
276,democrat,"@tastefullysaucy Joe Biden could have stopped all the killing with ONE phone call, but refused. History will judge him harshly. His name will be forever damned.",[],reply,85,2024-08-10
277,democrat,@tristanbard0516 Joe Biden’s legacy was the reason Kamala is now running,[],reply,3,2024-08-19
278,democrat,"Dems passed a gun control bill. Biden pardoned federal marijuana convictions, removed weed as a Schedule I narcotic, have worked to end redlining and other forms of systemic racism. Dems have gotten tens of millions of people healthcare, lowered prices for insulin and other drugs",[],reply,2,2024-08-21
279,democrat,"@POTUS We’re done getting played by Biden-Harris. 

Trump 2024 ❤️🇺🇸",[],reply,0,2024-08-18
280,democrat,@Ronxyz00 How many athletes has Biden congratulated?  Camala?,[],reply,0,2024-08-11
281,democrat,@CBSNews @weijia You forgot to mention that Biden/Harris ordered the IRS to go after tip earners. Must have just slipped your mind.,[],reply,0,2024-08-13
282,democrat,@stillgray Another Joe Biden !,[],reply,0,2024-08-15
283,democrat,@CollinRugg They don’t care! Look at Biden he lied all the time! It doesn’t seem to matter!,[],reply,0,2024-08-08
284,democrat,"Who do you think has more experience being a parent, Kamala Harris or Donald Trump?",[],tweet,2,2024-08-15
285,democrat,"🔴 Chris Coons Starts ""Let's Go Joe"" Chant, FALLS FLAT 

The crowd did not reciprocate Coon's love for Joe Biden.

https://t.co/sMdr3JDNv9",[],tweet,72,2024-08-20
286,democrat,"@BMeiselas I don’t care if his dentures fall out into his lap.

He still makes more sense than Biden &amp; Harris combined.",[],reply,0,2024-08-13
