llm_annotation_id,tweet_id,llm_id,llm_name_version,post_type,text,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,total_score,date,annotation_session
153,252,1,gpt-4o-2024-08-06,reply,"@DJParticle @Papapishu If Biden was working on a ceasefire, working against a ceasefire or had forgotten to work on a ceasefire, how would you know the difference; from your perch outside the White House?",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:35:18,20260307_1224
154,253,1,gpt-4o-2024-08-06,reply,@ewlamy @vdogg11 @walls_tumbling @DanteAtkins She literally said it in her own words that she was shocked and surprised what Biden did and how quickly Harris get a coalition going. https://t.co/wCFqb8qvHD,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:35:22,20260307_1224
155,254,1,gpt-4o-2024-08-06,reply,"@TheLeoTerrell Who is the REAL president now? It ain't Creepy Joe Biden, that's for sure.",2,Uses name-calling 'Creepy Joe Biden'.,2,Uses name-calling 'Creepy Joe Biden'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Uses name-calling 'Creepy Joe Biden'.,2,Uses name-calling 'Creepy Joe Biden'.,2,Uses name-calling 'Creepy Joe Biden'.,2,Questions legitimacy of Joe Biden as president.,14,2026-03-07 12:35:26,20260307_1224
156,255,1,gpt-4o-2024-08-06,tweet,"I,M ALL FOR JUSTICE ON SOME OF THE LEADERS  OF MEN..WHO FLAUNT THEIR AUTHORITY,BUT I ALSO BELIEVE  IN MERCY,FOR THE WORST OUT HERE.WHERES  JOE BIDEN BEEN ,SINCE?? I THINK HES A BROKEN  MAN ,,AFTER 50 YRS IN OFFICES.BETRAYED BY HIS SPECIOUSLY NICE FRIENDS,AN YET HE STAYS IN ,SAD",2,Emotion or exaggeration is present in the description of Biden as a 'broken man' and 'betrayed by his speciously nice friends'.,1,There is no support for undemocratic practices or related name-calling or exaggeration.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,There is no support for undemocratic candidates or related name-calling or exaggeration.,2,Emotion or exaggeration is present in the description of Biden as 'betrayed by his speciously nice friends'.,2,Emotion or exaggeration is present in the description of Biden as 'betrayed by his speciously nice friends'.,1,"There is no language that increases distrust, distance, insecurity, hate, prejudice, or discrimination.",1,There is no biased evaluation of politicized facts or related emotion or exaggeration.,11,2026-03-07 12:35:31,20260307_1224
157,256,1,gpt-4o-2024-08-06,tweet,"Russian Federation 🇷🇺. 
Operations in Kursk region. 
Wounded Nazi Ukrainian soldiers were captured by the Russian Armed Forces in Kursk Region.
The wounded& dead Nazi Ukrainian troops are victims of traitors Joe Biden, Kamala Harris, Fake western media news & Nato propaganda. https://t.co/EJFmhpGE5P",3,"Partisan name-calling with 'traitors Joe Biden, Kamala Harris' and emotional language 'Fake western media news & Nato propaganda'.",3,Supports undemocratic practices by using 'traitors' and 'Fake western media news' indicating undermining free press and legitimacy.,2,Emotion and exaggeration present with 'traitors' and 'Fake western media news' but no direct support for violence.,1,No support for undemocratic candidates is evident.,3,Opposition to bipartisanship with 'traitors' and emotional language 'Fake western media news'.,3,Social distrust with 'traitors' and 'Fake western media news' indicating distrust and exaggeration.,3,Social distance with 'traitors' and 'Fake western media news' indicating distrust and emotional language.,3,Biased evaluation with 'Fake western media news & Nato propaganda' showing skepticism and exaggeration.,21,2026-03-07 12:35:36,20260307_1224
158,257,1,gpt-4o-2024-08-06,reply,"@LeadingReport Because they are a few billion in debt. Meanwhile, USA is $35 TRILLION  in debt and biden/harris keep sending the corrupt tyrant more of our money",2,Emotion or exaggeration is present in the phrase 'corrupt tyrant'.,2,Emotion or exaggeration is present in the phrase 'corrupt tyrant'.,1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,2,Emotion or exaggeration is present in the phrase 'corrupt tyrant'.,2,Emotion or exaggeration is present in the phrase 'corrupt tyrant'.,2,Emotion or exaggeration is present in the phrase 'corrupt tyrant'.,2,Emotion or exaggeration is present in the phrase 'corrupt tyrant'.,14,2026-03-07 12:35:40,20260307_1224
159,258,1,gpt-4o-2024-08-06,reply,@RonDeSantis Basically as ethical as Joe Biden,2,Partisan name-calling by implying both are unethical.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,1,No opposition to bipartisanship is shown.,1,No social distrust is shown.,1,No social distance is shown.,1,No biased evaluation of politicized facts is shown.,9,2026-03-07 12:35:43,20260307_1224
160,259,1,gpt-4o-2024-08-06,tweet,Jill Biden honors husband Joe Biden at Democratic convention https://t.co/VvDhX1xZGC via @YouTube,1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or partisan language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,8,2026-03-07 12:35:47,20260307_1224
161,260,1,gpt-4o-2024-08-06,reply,@Sassafrass_84 Her and Biden could fix inflation right now but they chose to lock their promise behind a vote wall. She’s literally like EA. 😂,2,"The tweet uses emotion/exaggeration by comparing a politician to EA, a company often criticized for its practices.",1,There is no support for undemocratic practices or related name-calling/emotion.,1,There is no support for partisan violence or related name-calling/emotion.,1,There is no support for undemocratic candidates or related name-calling/emotion.,2,The tweet uses emotion/exaggeration by implying politicians are withholding solutions for votes.,1,There is no general social distrust expressed.,1,There is no language increasing social distance or related emotion/exaggeration.,2,The tweet presents a biased evaluation by suggesting politicians are withholding solutions for political gain.,11,2026-03-07 12:35:52,20260307_1224
162,261,1,gpt-4o-2024-08-06,reply,@POTUS Why your name say “President Biden” didn’t you quit? 🤦🏾‍♂️🤣,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:35:56,20260307_1224
163,262,1,gpt-4o-2024-08-06,reply,"@davidarlington1 @sherryande @PercyTaggerts @robbystarbuck At Joe Biden 10/20 ,"" I have this strange notion, we're a Democracy....if you can't get the votes....you can't [legislate] by executive order unless your a dictator. We're a democracy. We need consensus."" He wrote more Exec Ord's than any  president history, 44 his 1st week.",1,No partisan name-calling or emotional language directed at opposing partisans.,2,Emotion or exaggeration present in the claim about executive orders and dictatorship.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates is expressed.,2,Emotion or exaggeration present in the claim about dictatorship and executive orders.,2,Emotion or exaggeration present in the claim about dictatorship and executive orders.,1,No language increasing social distance or distrust.,3,Presents a biased evaluation of executive orders with emotional language.,13,2026-03-07 12:36:00,20260307_1224
164,263,1,gpt-4o-2024-08-06,reply,"@chelsey0726 @NancyMace Biden showered with his daughter ! She feared him! Molester!!
Yet you said nothing. You are a fraud",3,Partisan name-calling ('fraud') and emotion/exaggeration ('Molester!!').,2,Emotion/exaggeration ('Molester!!') but no direct support for undemocratic practices.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Emotion/exaggeration ('Molester!!') but no name-calling reducing trust.,2,Emotion/exaggeration ('Molester!!') but no name-calling reducing trust.,2,Terms that increase distrust ('fraud') but no events that damage communities.,3,Presents controversial issue with partisan stance and emotion/exaggeration ('Molester!!').,16,2026-03-07 12:36:04,20260307_1224
165,264,1,gpt-4o-2024-08-06,tweet,Biden lied !,2,The tweet contains emotion or exaggeration by accusing Biden of lying.,2,The tweet contains emotion or exaggeration by accusing Biden of lying.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,1,There is no opposition to bipartisanship in the tweet.,1,There is no social distrust expressed in the tweet.,1,There is no social distance expressed in the tweet.,2,The tweet presents a biased evaluation of politicized facts by accusing Biden of lying without context.,11,2026-03-07 12:36:08,20260307_1224
166,265,1,gpt-4o-2024-08-06,quote,"""All of this Biden/Harris stuff is physically, psychologically and emotionally manufactured pretense from the minds of people who are genuinely odd characters.""",2,The tweet uses emotion and exaggeration by describing Biden/Harris as 'genuinely odd characters'.,1,The tweet does not show support for undemocratic practices or use partisan name-calling.,1,The tweet does not show support for partisan violence or use partisan name-calling.,1,The tweet does not show support for undemocratic candidates or use partisan name-calling.,2,"The tweet uses emotion and exaggeration by describing the situation as 'physically, psychologically and emotionally manufactured pretense'.",2,The tweet uses emotion and exaggeration by describing people as 'genuinely odd characters'.,1,"The tweet does not use terms that increase distrust, distance, insecurity, hate, prejudice, or discrimination.",2,The tweet presents a biased evaluation by suggesting the Biden/Harris situation is 'manufactured pretense'.,12,2026-03-07 12:36:13,20260307_1224
167,266,1,gpt-4o-2024-08-06,reply,@jakejakeny It's Joe Biden what is wrong with you?,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:36:16,20260307_1224
168,267,1,gpt-4o-2024-08-06,quote,The award meant something aside from Obama and Biden's presidential terms.  I'm not mad at this.,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:36:20,20260307_1224
169,268,1,gpt-4o-2024-08-06,reply,@DemocracyHere Each of the @HouseDemocrats who asked @Pres Biden to step aside after 50 free and fair elections should go too. Overturning elections is wrong not matter which party does it. #NeverKamala #DNCConvention My ballot did not say Biden or Harris for president. https://t.co/mvuvdSRzaO,1,No partisan name-calling or emotional language directed at opposing partisans.,1,No support for undemocratic practices or emotional language related to such practices.,1,No support for partisan violence or related emotional language.,1,No support for undemocratic candidates or related emotional language.,1,No opposition to bipartisanship or related emotional language.,1,No social distrust or related emotional language.,1,No language indicating social distance or related emotional language.,2,"Mentions overturning elections and implies skepticism about the current president, indicating a partisan stance.",9,2026-03-07 12:36:24,20260307_1224
170,269,1,gpt-4o-2024-08-06,quote,"Border CZAR is changing her statement now..Now she's for closing the border, fracking, and Ukraine. Wack job lying ..She is changing all of her views. The media is trying to remove all her past views when she was with Biden!",3,"Partisan name-calling ('Wack job') and emotion/exaggeration ('lying', 'trying to remove all her past views').",2,"Emotion/exaggeration ('lying', 'trying to remove all her past views'), but no direct support for undemocratic practices.",1,No support for partisan violence.,1,No support for undemocratic candidates.,2,"Emotion/exaggeration ('lying', 'trying to remove all her past views').",2,"Emotion/exaggeration ('lying', 'trying to remove all her past views').",2,"Terms that increase distrust ('lying', 'trying to remove all her past views').",2,"Emotion/exaggeration ('lying', 'trying to remove all her past views').",15,2026-03-07 12:36:29,20260307_1224
171,270,1,gpt-4o-2024-08-06,reply,@dom_lucre @PressSec needs to change her makeup. She blinks her eyes rapidly when she lies and it is painfully more obvious when she does.   And of course - did ANY reporter follow up with the “crackdown” of Biden/Harris against service workers? #2024Election @realDonaldTrump @KamalaHarris,2,Emotion or exaggeration is present in the statement about blinking when lying.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,1,No opposition to bipartisanship is evident.,2,Emotion or exaggeration is present in the statement about blinking when lying.,1,No terms increasing social distance are evident.,2,Emotion or exaggeration is present in the statement about blinking when lying.,11,2026-03-07 12:36:33,20260307_1224
172,271,1,gpt-4o-2024-08-06,reply,"@KyleSloter @derekjayl The man that can’t even beat Joe Biden in an election, no wonder they were furious 😂",2,The tweet includes emotion or exaggeration with 'furious 😂'.,1,There is no support for undemocratic practices or related name-calling/emotion.,1,There is no support for partisan violence or related name-calling/emotion.,1,There is no support for undemocratic candidates or related name-calling/emotion.,1,There is no opposition to bipartisanship or related name-calling/emotion.,1,There is no social distrust or related name-calling/emotion.,1,There is no social distance or related name-calling/emotion.,1,There is no biased evaluation of politicized facts or related name-calling/emotion.,9,2026-03-07 12:36:37,20260307_1224
173,272,1,gpt-4o-2024-08-06,reply,@cold_casey @RATM818 @BGrueskin Brb I’m gonna go watch Joe Biden’s college football highlights,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:36:40,20260307_1224
174,273,1,gpt-4o-2024-08-06,quote,"Wait...you mean biden the child toucher?
They both pedos, folks",3,"Partisan name-calling ('biden the child toucher') and emotion/exaggeration ('They both pedos, folks').",2,Partisan name-calling ('biden the child toucher') but no direct support for undemocratic practices.,2,Partisan name-calling ('biden the child toucher') but no direct support for partisan violence.,1,No support for undemocratic candidates is expressed.,2,Partisan name-calling ('biden the child toucher') but no direct opposition to bipartisanship.,2,Partisan name-calling ('biden the child toucher') but no general social distrust.,2,Partisan name-calling ('biden the child toucher') increases social distance.,1,No biased evaluation of politicized facts is present.,15,2026-03-07 12:36:45,20260307_1224
175,274,1,gpt-4o-2024-08-06,tweet,"Biden's criminal activity needs to be out there in the headlines. He has committed treason by selling access to his position. Ever wonder why he is so adamant about sending billions and billions to Zelensky? 
Check out the Congressional report:
https://t.co/ODx7xZiJo7",2,Emotion or exaggeration is present with terms like 'criminal activity' and 'treason'.,2,Emotion or exaggeration is present with accusations of 'treason'.,1,No support for partisan violence is present.,1,No support for undemocratic candidates is present.,2,Emotion or exaggeration is present with accusations of 'treason'.,2,Emotion or exaggeration is present with accusations of 'treason'.,1,No terms that increase social distance are present.,3,Both partial presentation of facts and emotion/exaggeration are present with accusations of 'treason' and 'criminal activity'.,14,2026-03-07 12:36:49,20260307_1224
176,275,1,gpt-4o-2024-08-06,reply,"@hodgetwins @KanekoaTheGreat Agreed. CA, CO, HI, NV, OR, UT, VT, WA, DC send mail-in ballots to ALL voters and those states also allow ballot harvesting with minimal restrictions. Shockingly, they all voted for Biden in 2020.",1,No partisan name-calling or emotional language present.,2,Emotion or exaggeration implied by 'shockingly' regarding election results.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No language indicating social distance or related factors.,2,Presents a partisan stance on mail-in voting and ballot harvesting.,10,2026-03-07 12:36:55,20260307_1224
177,276,1,gpt-4o-2024-08-06,reply,@joelpollak So silly to pretend Biden is not demented,2,The tweet uses emotion or exaggeration by calling Biden 'demented'.,1,There is no support for undemocratic practices in the tweet.,1,There is no support for partisan violence in the tweet.,1,There is no support for undemocratic candidates in the tweet.,1,There is no opposition to bipartisanship in the tweet.,1,There is no social distrust expressed in the tweet.,1,There is no social distance expressed in the tweet.,2,The tweet presents a biased evaluation by suggesting Biden is 'demented' without evidence.,10,2026-03-07 12:36:58,20260307_1224
178,277,1,gpt-4o-2024-08-06,reply,"@ThePatriot420 @MarindaVannoy1 @POTUS When drug costs drop precipitously, it doesn't cost people/insurers more. It costs them LESS. Biden intends to continue to work to see those costs plummet and so does Harris. And if you ever end up with cancer and have huge bills, you will understand the need for this.",1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,8,2026-03-07 12:37:02,20260307_1224
179,278,1,gpt-4o-2024-08-06,reply,"@NotGavin51 @MichaelCrush73 @PpollingNumbers Based on what data? He's never ignored FL..he's been to my hometown, Ocala..FL is HIS home..2020 he beat Biden 51.2%-47.9%. New poll shows Trump 50-Harris 47 today. 4 points then -3 now..don't get too excited yet..Spin..",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,2,"Mentions poll results with a partisan stance, suggesting skepticism.",9,2026-03-07 12:37:06,20260307_1224
180,279,1,gpt-4o-2024-08-06,tweet,"President Joe Biden's decision to campaign for Vice President Kamala Harris in Pennsylvania underscores the importance of this battleground state in the 2024 election.

#BidenHarris2024 #PennsylvaniaCampaign #Election2024

https://t.co/FGNi2viPsF",1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,1,No biased evaluation of politicized facts or related language present.,8,2026-03-07 12:37:09,20260307_1224
181,280,1,gpt-4o-2024-08-06,quote,"Democrats demand body guards, weapons,walls, and police for themselves but not for you",2,"The tweet implies hypocrisy and criticizes Democrats, showing emotion or exaggeration.",1,The tweet does not show support for undemocratic practices.,1,The tweet does not show support for partisan violence.,1,The tweet does not show support for undemocratic candidates.,2,"The tweet uses language that reduces trust in Democrats, showing emotion or exaggeration.",2,"The tweet uses language that reduces trust in Democrats, showing emotion or exaggeration.",2,"The tweet implies distrust and distance from Democrats, showing emotion or exaggeration.",2,"The tweet presents a partisan stance on security measures, showing emotion or exaggeration.",13,2026-03-07 12:37:13,20260307_1224
182,281,1,gpt-4o-2024-08-06,reply,"@DesireeAmerica4 This needs video needs to go viral on all platforms. The corrupt social media, and news media are putting a lot of false information.. they’re not allowing the truth . There’s still being bias for Biden, and Kamala not let accurate news to come out..",2,"Emotion or exaggeration is present in 'corrupt social media' and 'bias for Biden, and Kamala'.",2,Emotion or exaggeration is present in 'corrupt social media' and 'not allowing the truth'.,1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,2,Emotion or exaggeration is present in 'corrupt social media' and 'not allowing the truth'.,2,Emotion or exaggeration is present in 'corrupt social media' and 'not allowing the truth'.,1,No terms that increase social distance are present.,3,"Both partial presentation of facts and emotion are present in 'corrupt social media' and 'bias for Biden, and Kamala'.",14,2026-03-07 12:37:17,20260307_1224
183,282,1,gpt-4o-2024-08-06,reply,"@DefiyantlyFree Kamala Harris is paying people to post good things about her in social media.

Kamala is a phony.

Hundreds of thousands of people post for Trump because they believe in Trump.

Trump is authentic.",2,Partisan name-calling with 'phony' and emotional language contrasting Harris and Trump.,1,No support for undemocratic practices is evident.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion and exaggeration in contrasting Harris and Trump.,2,Emotion and exaggeration in contrasting Harris and Trump.,2,Terms like 'phony' increase distrust and distance.,2,Presents a biased evaluation of Harris and Trump with emotional language.,13,2026-03-07 12:37:23,20260307_1224
184,283,1,gpt-4o-2024-08-06,reply,"@NEWSMAX @CaraCastronuova According to biden- these folks ""Ain't Black"" LMFAO_ We can spot a disingenuous dingbat from a mile away- and that dingbat is kamallah.",3,Partisan name-calling ('disingenuous dingbat') and emotion/exaggeration ('LMFAO').,2,Emotion/exaggeration ('LMFAO') but no support for undemocratic practices.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Emotion/exaggeration ('LMFAO') but no name-calling that reduces trust.,2,Emotion/exaggeration ('LMFAO') but no name-calling that reduces trust.,2,Name-calling ('disingenuous dingbat') increases distrust.,2,Emotion/exaggeration ('LMFAO') but no biased evaluation of politicized facts.,15,2026-03-07 12:37:28,20260307_1224
185,284,1,gpt-4o-2024-08-06,reply,@seanhannity Fox News agrees!  Biden has healed America after Trump destroyed us! We had 25% inflation under Trump. We are down to 2.9%. #HarrisWaltz2024 https://t.co/tvkEdks1ue,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or related language present.,1,No support for partisan violence or related language present.,1,No support for undemocratic candidates or related language present.,1,No opposition to bipartisanship or related language present.,1,No social distrust or related language present.,1,No social distance or related language present.,2,"Presents politicized facts with a partisan stance, but no emotional exaggeration.",9,2026-03-07 12:37:32,20260307_1224
186,285,1,gpt-4o-2024-08-06,reply,"@MTGrepp I coup is to put him out of the presidency. Last I checked he still president he’s just not running for reelection. Yes they made their thoughts very well known but ultimately Biden made his decision. No fake electors No violence no arrest no deaths, you know like J6",1,No partisan name-calling or emotional language directed at opposing partisans.,2,"Mentions 'coup' and 'fake electors' which implies undemocratic practices, but lacks name-calling or strong emotion.",2,"References 'no violence no arrest no deaths' in context of J6, indicating awareness of violence but not support.",1,Does not show support for undemocratic candidates or use name-calling or emotional language.,1,No language indicating opposition to bipartisanship or emotional exaggeration.,1,No language indicating social distrust or emotional exaggeration.,1,No language indicating social distance or emotional exaggeration.,2,"Mentions 'fake electors' and 'J6' with a partisan stance, but lacks emotional exaggeration.",11,2026-03-07 12:37:37,20260307_1224
187,286,1,gpt-4o-2024-08-06,reply,"@jenreneeX Are u kidding me? Biden has Trans men showing off their tits at the WH,  trans/gay parades with dicks swinging in the breeze, but a fine looking woman's natural ass is the hill u wanna battle over? Fucktards.",3,Uses partisan name-calling ('Fucktards') and emotional language ('Are u kidding me?').,2,Uses partisan name-calling ('Fucktards') but does not show support for undemocratic practices.,2,Uses partisan name-calling ('Fucktards') but does not show support for partisan violence.,1,Does not show support for undemocratic candidates.,3,Uses name-calling ('Fucktards') and emotional language ('Are u kidding me?').,3,Uses name-calling ('Fucktards') and emotional language ('Are u kidding me?').,2,Uses terms that increase distrust and prejudice ('Fucktards').,2,Presents a biased view on politicized issues with emotional language ('Are u kidding me?').,18,2026-03-07 12:37:42,20260307_1224
188,287,1,gpt-4o-2024-08-06,reply,@Living3Dream @CWBOCA This is one area where I'll defend Trump. Biden won Miami Dade by 7 in 2020. Harris leading there slightly wouldn't be a surprise. You can't expect a presidential race to be uncompetitive like an incumbent governor.,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:37:45,20260307_1224
189,288,1,gpt-4o-2024-08-06,tweet,Watching the difference between Donald Trump and Kamala Harris...,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:37:49,20260307_1224
190,289,1,gpt-4o-2024-08-06,reply,@ProudElephantUS Lies - the only language of the fascist democratic party,3,Partisan name-calling ('fascist democratic party') and emotion/exaggeration ('Lies - the only language').,2,Partisan name-calling ('fascist democratic party') but no direct support for undemocratic practices.,2,Partisan name-calling ('fascist democratic party') but no direct support for partisan violence.,1,No support for undemocratic candidates is expressed.,3,Partisan name-calling ('fascist democratic party') and emotion/exaggeration ('Lies - the only language').,3,Partisan name-calling ('fascist democratic party') and emotion/exaggeration ('Lies - the only language').,2,Partisan name-calling ('fascist democratic party') but no events that damage communities.,2,Emotion/exaggeration ('Lies - the only language') but no specific politicized facts are mentioned.,18,2026-03-07 12:37:54,20260307_1224
191,290,1,gpt-4o-2024-08-06,quote,"Thank you, President Biden !",1,No partisan animosity or name-calling present.,1,No support for undemocratic practices or exaggeration present.,1,No support for partisan violence or name-calling present.,1,No support for undemocratic candidates or exaggeration present.,1,No opposition to bipartisanship or name-calling present.,1,No social distrust or exaggeration present.,1,No social distance or distrust present.,1,No biased evaluation of politicized facts or exaggeration present.,8,2026-03-07 12:37:57,20260307_1224
192,291,1,gpt-4o-2024-08-06,reply,"@krassenstein @MrIrrelevant459 I have seen 2
Obama and Biden",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:38:02,20260307_1224
193,292,1,gpt-4o-2024-08-06,reply,@AlvinIpswitch @Mary_J_Robbins @OgAmMenace @harris_wins What do you think should have happened after Biden dropped out?  A brokered convention?  Another primary?,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,8,2026-03-07 12:38:06,20260307_1224
194,293,1,gpt-4o-2024-08-06,tweet,"Reports: Biden Team Unhappy With How He Was Treated - and There's Talk of 'Revenge'
https://t.co/pXKl0yWQ9j",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,2,The phrase 'talk of revenge' suggests emotion or exaggeration.,9,2026-03-07 12:38:10,20260307_1224
195,294,1,gpt-4o-2024-08-06,reply,@KamalaHQLies Anyone who votes for Harris can never again lay claim to being a moderate or conservative….. you’re just another communist sympathizer like Hanoi Jane,3,Partisan name-calling ('communist sympathizer') and emotion/exaggeration ('Hanoi Jane').,2,"Emotion/exaggeration ('communist sympathizer'), but no direct support for undemocratic practices.",1,No support for partisan violence is expressed.,1,No support for undemocratic candidates is expressed.,2,"Emotion/exaggeration ('communist sympathizer'), but no direct opposition to bipartisanship.",2,"Emotion/exaggeration ('communist sympathizer'), but no general social distrust.",2,"Terms that increase distrust ('communist sympathizer'), but no events that damage communities.",2,"Emotion/exaggeration ('communist sympathizer'), but no biased evaluation of politicized facts.",15,2026-03-07 12:38:15,20260307_1224
196,295,1,gpt-4o-2024-08-06,tweet,"Joe Biden Committed Impeachment offenses, Defrauds US #biden #impeach #d... https://t.co/1DduiD1JlS via @YouTube",2,"Emotion or exaggeration present in 'Committed Impeachment offenses, Defrauds US'.",2,"Emotion or exaggeration present in 'Committed Impeachment offenses, Defrauds US'.",1,No support for partisan violence.,1,No support for undemocratic candidates.,2,"Emotion or exaggeration present in 'Committed Impeachment offenses, Defrauds US'.",2,"Emotion or exaggeration present in 'Committed Impeachment offenses, Defrauds US'.",1,No terms that increase social distance.,2,"Emotion or exaggeration present in 'Committed Impeachment offenses, Defrauds US'.",13,2026-03-07 12:38:18,20260307_1224
197,296,1,gpt-4o-2024-08-06,reply,"@JJohnsonLaw only seniors?

Biden-Harris made sure that insulin cost was capped only for seniors on Medicare?  The disabled on Medicare got no relief on their insulin cost?",1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,2,"The tweet questions a policy decision, indicating skepticism of facts.",9,2026-03-07 12:38:22,20260307_1224
